agenda_id,etiqueta,id,fecha,monto,cantidad_personas,estado_disponibilidad,puntos,correr_empleado,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,fecha_salida,fecha_llegada,tipo_bus,comodidades,escalas,clase,paradas,nombre_hospedaje,ubicacion,precio_noche,estrellas,fecha_checkin,fecha_checkout,politicas,nombre_anfitrion,contacto_anfitrion,descripcion_airbnb,piezas,camas,banos,nombre_panorama,duracion,precio_persona,restricciones,fecha_panorama
,,145573,,,,Disponible,0,Josébenavides690@viajes.cl,Puertollano,Lorca,47,578,42000,Andesmar,2026-08-15,,Cama,"{Calefacción,Comida,Baño}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145574,,,,Disponible,0,anbuve503@viajes.cl,Alicante,,33,3160,,Estrella Roja,2025-09-01,,,"{Calefacción,Comida,TV}",{},,{},,,,,,,{},,,,,,,,,,,
,,,,,,Disponible,0,Germánsuárez277@viajes.cl,Santa Lucía de Tirajana,Ponferrada,48,1525,90000,El Rápido Internacional,2025-04-24,,Cama,"{Calefacción,Comida,Baño}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145576,,,,Disponible,,gesaig920@viajes.cl,Cornellá de Llobregat,Cartagena,35,1652,56000,Turbus,2026-11-19,,Cama,"{Baño,Comida,Agua}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145577,,,,Disponible,0,Joséruiz932@viajes.cl,Fuengirola,Collado Villalba,34,1538,,Estrella Roja,,,Cama,"{Calefacción,""Aire acondicionado"",Agua}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145578,,,,Disponible,0,dolores8554213@viajes.cl,Chiclana de la Frontera,Estepona,41,3542,187000,BoltBus,2026-05-25,,Cama,"{TV,Calefacción,""Asientos reclinables""}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145579,,,,Disponible,0,amalia8748810@viajes.cl,Hospitalet de LLobregat,Granollers,45,,161000,BoltBus,2025-10-12,,Cama,"{Baño,""Aire acondicionado"",Comida}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145580,,,,Disponible,0,guillermo9411783@viajes.cl,Santa Coloma de Gramanet,Bilbao,33,994,113000,Megabus,,,Cama,"{TV,Agua,""Asientos reclinables""}",{},,{},,,,,,,{},,,,,,,,,,{},
,,,,,,Disponible,0,ravime379@viajes.cl,,Rubí,31,1676,183000,Estrella Roja,2026-01-23,,Cama,"{""Aire acondicionado"",Wifi,Calefacción}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145582,,,,Disponible,0,sr.3331282@viajes.cl,Alcobendas,Inca,33,134,8000,Via Bariloche,2025-02-07,,,"{TV,""Aire acondicionado"",""Asientos reclinables""}",{},,{},,,,,,,{},,,,,,,,,,{},
,,,,,,Disponible,0,Sta.jurado990@viajes.cl,Zamora,Valencia,34,2845,110000,Plusmar,2026-09-18,,Cama,"{TV,Comida,""Aire acondicionado""}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145584,,,,Disponible,0,ricardo1089928@viajes.cl,Zamora,Parla,44,1997,130000,,2025-06-12,,Cama,"{Calefacción,""Asientos reclinables"",TV}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145585,,,,Disponible,0,Eduardocarrion243@viajes.cl,Cáceres,Orihuela,46,1489,114000,ETN Turistar,2025-05-05,,Cama,"{Comida,TV,Wifi}",,,{},,,,,,,{},,,,,,,,,,{},
,,145586,,,,Disponible,0,arsavi194@viajes.cl,Leganés,Alcoy,31,2949,150000,Turbus,2026-05-28,,Cama,"{""Asientos reclinables"",Comida,Calefacción}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145587,,,,,0,begoal365@viajes.cl,Mollet del Vallés,Mataró,41,1773,102000,El Rápido Internacional,2026-07-09,,Cama,"{TV,""Asientos reclinables"",Comida}",{},,{},,,,,,,{},,,,,,,,,,,
,,145588,,,,Disponible,0,david2434538@viajes.cl,Ponferrada,Vigo,48,1792,168000,Buses Nilahue,2025-08-01,,Cama,"{""Aire acondicionado"",TV,Wifi}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145589,,,,Disponible,0,,Sanlúcar de Barrameda,Ferrol,31,2566,95000,Megabus,2025-08-03,,Cama,"{Baño,""Asientos reclinables"",Agua}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145590,,,,Disponible,0,stmaarsa493@viajes.cl,Coslada,Santa Coloma de Gramanet,49,1375,96000,Chevallier,2026-09-23,,Cama,"{TV,Comida,Wifi}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145591,,,,Disponible,0,Lucastrujillo461@viajes.cl,Valdemoro,Ferrol,31,3926,57000,Via Bariloche,2026-09-27,,Cama,"{""Aire acondicionado"",Agua,Baño}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145592,,,,Disponible,0,,Cartagena,Calahorra,44,993,63000,Primera Plus,,,Cama,"{Calefacción,Wifi,Comida}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145593,,,,Disponible,0,Maríarubio434@viajes.cl,León,Valencia,47,1236,102000,Avanza,2025-11-29,,Cama,"{""Asientos reclinables"",Calefacción,TV}",{},,{},,,,,,,{},,,,,,,,,,,
,,145594,,,,Disponible,0,Franciscojesús882@viajes.cl,Jerez de la Frontera,Alcorcón,41,1873,189000,Pullman Bus,,,Cama,"{Calefacción,""Asientos reclinables"",Comida}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145595,,,,Disponible,0,arsavi194@viajes.cl,Badalona,Cáceres,38,3217,168000,ADO,2026-03-26,,Cama,"{Agua,Calefacción,Wifi}",,,{},,,,,,,{},,,,,,,,,,{},
,,,,,,Disponible,0,elvama419@viajes.cl,Santa Lucía de Tirajana,San Sebastián,35,1472,105000,Omnibus de México,2026-03-15,,Cama,"{Calefacción,""Asientos reclinables"",Comida}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145597,,,,Disponible,0,Estelasauceda957@viajes.cl,Tarragona,Pontevedra,48,,94000,Alsa,2025-08-28,,Cama,"{Wifi,Calefacción,Agua}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145598,,,,Disponible,0,agustín2891970@viajes.cl,Sanlúcar de Barrameda,Badalona,40,484,120000,Damas,2025-11-08,,Semi-cama,"{Comida,Calefacción,Baño}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145599,,,,Disponible,0,Sra.zapata174@viajes.cl,Huelva,Cáceres,37,3573,128000,Monbus,2026-04-17,,Cama,"{""Aire acondicionado"",Wifi,Baño}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145600,,,,Disponible,0,irjavá534@viajes.cl,Dos Hermanas,Guadalajara,34,4178,137000,Buses Nilahue,2025-02-27,,,"{Wifi,TV,Baño}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145601,,,,Disponible,0,ana1890804@viajes.cl,Badajoz,Oviedo,,1295,69000,Avanza,2025-01-02,,Cama,"{Agua,Wifi,Comida}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145602,,,,Disponible,0,Sta.lucero377@viajes.cl,Jaén,Ciudad Real,42,1033,154000,Plusmar,,,Cama,"{Agua,Comida,Calefacción}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145603,,,,,0,losema775@viajes.cl,Ceuta,Burgos,41,3238,,Omnibus de México,2025-01-19,,Cama,"{""Aire acondicionado"",Wifi,Comida}",{},,{},,,,,,,,,,,,,,,,,{},
,,145604,,,,Disponible,0,sofia1431695@viajes.cl,Collado Villalba,Majadahonda,40,1878,82000,Crucero del Norte,2025-04-19,,Cama,"{""Asientos reclinables"",Baño,Calefacción}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145605,,,,Disponible,,evsees400@viajes.cl,Valladolid,Lorca,38,1614,174000,ADO,2025-10-25,,Cama,,,,{},,,,,,,{},,,,,,,,,,{},
,,145606,,,,Disponible,0,semazú292@viajes.cl,Alcalá de Henares,Sabadell,47,2167,53000,Buses Nilahue,,,Cama,"{Comida,Calefacción,""Asientos reclinables""}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145607,,,,Disponible,0,sra.9139309@viajes.cl,Alcobendas,Orense,44,2585,74000,Greyhound,2026-07-26,,Cama,"{Agua,TV,Baño}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145608,,,,Disponible,0,Horaciomondragón671@viajes.cl,Ciudad Real,Cornellá de Llobregat,45,3416,88000,EME Bus,,,Cama,"{""Aire acondicionado"",Baño,Wifi}",{},,{},,,,,,,{},,,,,,,,,,{},
,,,,,,Disponible,0,Estebanalonzo556@viajes.cl,El Prat de LLobregat,Zamora,45,3944,145000,Socibus,2026-05-06,,Cama,"{Calefacción,Comida,""Asientos reclinables""}",{},,,,,,,,,{},,,,,,,,,,{},
,,145610,,,,,0,edcami320@viajes.cl,Alcalá de Henares,Santiago de Compostela,42,1366,-137000,Monbus,2026-07-10,,Cama,"{Baño,""Aire acondicionado"",Calefacción}",{},,{},,,,,,,{},,,,,,,,,,{},
,,,,,,Disponible,0,Sra.porras732@viajes.cl,Santa Lucía de Tirajana,Pamplona,34,3643,82000,,2026-03-12,,Cama,"{""Aire acondicionado"",Agua,TV}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145612,,,,Disponible,0,encale987@viajes.cl,,León,34,3485,102000,Flecha Bus,2026-06-27,,Cama,"{""Asientos reclinables"",TV,Baño}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145613,,,,Disponible,0,maricarmen6071837@viajes.cl,Rivas-Vaciamadrid,Badajoz,49,1190,188000,Avanza,2026-10-12,,,"{Baño,Calefacción,TV}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145614,,,,,0,,Badajoz,Roquetas de Mar,36,4069,119000,Avanza,2026-06-06,,Cama,"{Comida,Baño,Agua}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145615,,,,Disponible,0,jomaesca675@viajes.cl,Majadahonda,Calahorra,46,1991,67000,Avanza,2025-09-13,,Cama,,{},,{},,,,,,,{},,,,,,,,,,{},
,,145616,,,,Disponible,0,luisa595785@viajes.cl,Sanlúcar de Barrameda,Santa Coloma de Gramanet,44,3108,127000,ETN Turistar,2026-03-16,,Cama,"{Comida,Wifi,Agua}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145617,,,,Disponible,0,piabmo168@viajes.cl,Móstoles,Molina de Segura,49,3974,85000,Socibus,2025-11-11,,Cama,"{Baño,""Asientos reclinables"",""Aire acondicionado""}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145618,,,,Disponible,,paqude911@viajes.cl,Algeciras,San Cristróbal de la Laguna,33,2583,144000,Estrella Roja,2026-09-03,,Cama,"{TV,Agua,Comida}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145619,,,,Disponible,0,Estermares578@viajes.cl,,Salamanca,44,1866,162000,Primera Plus,2026-11-26,,Cama,"{Wifi,""Aire acondicionado"",TV}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145620,,,,Disponible,,Sra.alanis701@viajes.cl,Ávila,Alcoy,48,2231,152000,Omnibus de México,2025-07-04,,Cama,"{Wifi,""Aire acondicionado"",Calefacción}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145621,,,,Disponible,0,Ramónpatiño136@viajes.cl,Orense,Albacete,39,2744,117000,JetSur,2025-04-24,,Cama,"{Agua,Wifi,""Aire acondicionado""}",{},,{},,,,,,,{},,,,,,,,,,{},
,,,,,,Disponible,0,picaba895@viajes.cl,Ferrol,Torremolinos,35,2962,160000,Greyhound,2026-06-03,,Cama,"{TV,Baño,Calefacción}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145623,,,,Disponible,0,,Castellón de la Plana,Badajoz,40,1980,172000,ETN Turistar,2026-07-08,,Cama,"{TV,Baño,Agua}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145624,,,,Disponible,0,macrmu157@viajes.cl,Elche,,49,4192,,Buses Bio Bio,2026-02-16,,Cama,"{Wifi,Baño,Calefacción}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145625,,,,Disponible,0,sta.1873557@viajes.cl,Gecho,Huelva,39,3262,131000,Buses Bio Bio,2025-01-16,,Cama,"{""Aire acondicionado"",""Asientos reclinables"",Comida}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145626,,,,Disponible,0,starcalo784@viajes.cl,Calahorra,Lugo,43,3301,194000,Plusmar,2025-12-23,,Cama,"{Calefacción,Wifi,Agua}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145627,,,,Disponible,0,sra.7009428@viajes.cl,Algeciras,Oviedo,43,4097,123000,Primera Plus,2026-07-22,,Cama,"{""Asientos reclinables"",Comida,Wifi}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145628,,,,Disponible,0,Sta.valenzuela184@viajes.cl,Baracaldo,León,47,3036,132000,Megabus,2026-04-12,,Cama,"{Wifi,""Aire acondicionado"",TV}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145629,,,,Disponible,0,Gerardobriseño638@viajes.cl,El Puerto de Santa María,Móstoles,49,1715,157000,Flecha Bus,,,Cama,"{Agua,""Aire acondicionado"",Wifi}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145630,,,,Disponible,0,elbamo860@viajes.cl,Calahorra,Burgos,43,1613,186000,Pullman Bus,2025-08-18,,Cama,"{Baño,Wifi,Calefacción}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145631,,,,Disponible,0,marcela3216289@viajes.cl,Motril,Palma de Mallorca,47,1786,136000,Megabus,2026-06-27,,Cama,"{""Asientos reclinables"",Agua,TV}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145632,,,,Disponible,,anmaaydu522@viajes.cl,Mollet del Vallés,Cartagena,41,588,95000,Buses Romani,2026-04-30,,Semi-cama,"{""Aire acondicionado"",""Asientos reclinables"",Comida}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145633,,,,Disponible,0,Andrésvalencia995@viajes.cl,,Barcelona,,2735,148000,Pullman Bus,2026-02-23,,Cama,"{Wifi,Calefacción,Agua}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145634,,,,Disponible,0,stanbusa280@viajes.cl,Torrelavega,Cádiz,47,3560,-172000,Turbus,,,Cama,"{Comida,Baño,Calefacción}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145635,,,,Disponible,0,sr.7274483@viajes.cl,Santa Cruz de Tenerife,Santiago de Compostela,48,1077,89000,Omnibus de México,2026-09-19,,Cama,,{},,{},,,,,,,{},,,,,,,,,,{},
,,,,,,Disponible,0,móamna527@viajes.cl,Gecho,Ávila,31,936,189000,JetSur,2026-06-16,,Cama,,{},,,,,,,,,{},,,,,,,,,,{},
,,145637,,,,Disponible,0,,Vigo,Granada,50,3025,-122000,FlixBus,2026-02-18,,Cama,,{},,{},,,,,,,{},,,,,,,,,,{},
,,145638,,,,Disponible,0,guadalupe4581165@viajes.cl,Vigo,Leganés,,1323,124000,Socibus,,,Cama,"{Agua,""Aire acondicionado"",Wifi}",,,{},,,,,,,{},,,,,,,,,,{},
,,145639,,,,,0,Maríacedillo654@viajes.cl,Pozuelo de Alarcón,Torremolinos,46,209,50000,Monbus,2026-03-10,,Normal,"{""Aire acondicionado"",TV,Agua}",{},,{},,,,,,,{},,,,,,,,,,,
,,145640,,,,Disponible,0,Luisaraña167@viajes.cl,Benalmádena,Almería,49,2952,72000,ADO,2025-09-29,,Cama,"{TV,Comida,Baño}",{},,{},,,,,,,{},,,,,,,,,,{},
,,,,,,Disponible,0,maría8660779@viajes.cl,Alcobendas,Pontevedra,42,2018,190000,Damas,2025-04-08,,Cama,"{TV,Wifi,Comida}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145642,,,,Disponible,0,alcade356@viajes.cl,Jaén,Calahorra,30,4073,195000,Omnibus de México,2025-07-27,,Cama,"{Comida,Wifi,Baño}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145643,,,,Disponible,0,Sta.garibay963@viajes.cl,Mataró,Madrid,38,3200,,Via Bariloche,2026-02-23,,Cama,"{Wifi,""Asientos reclinables"",Comida}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145644,,,,Disponible,0,sta.3467980@viajes.cl,Las Palmas de Gran Canaria,Telde,39,2093,141000,FlixBus,2026-01-27,,,"{Calefacción,TV,""Aire acondicionado""}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145645,,,,Disponible,0,jorge5266606@viajes.cl,Cáceres,Granada,38,4176,,Condor Bus,2026-02-13,,Cama,"{""Asientos reclinables"",Agua,Comida}",{},,{},,,,,,,{},,,,,,,,,,,
,,145646,,,,Disponible,0,,Sagunto,Parla,33,2830,67000,Buses Nilahue,2026-05-02,,Cama,"{""Aire acondicionado"",Baño,Agua}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145647,,,,Disponible,0,joulbe128@viajes.cl,Pontevedra,Gecho,42,1984,180000,Alsa,,,Cama,"{Wifi,""Asientos reclinables"",Baño}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145648,,,,Disponible,0,,Molina de Segura,Benidorm,30,765,124000,Buses Ahumada,2025-07-14,,Cama,"{""Aire acondicionado"",Agua,Calefacción}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145649,,,,Disponible,0,emilia1770851@viajes.cl,Sevilla,Dos Hermanas,33,1271,112000,Avanza,2026-01-31,,Cama,"{""Aire acondicionado"",Agua,TV}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145650,,,,Disponible,0,sryocuca420@viajes.cl,Granada,,45,2947,118000,Buses Romani,2026-07-10,,Cama,"{Wifi,Calefacción,Baño}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145651,,,,Disponible,0,elvame829@viajes.cl,Elche,,40,2987,74000,Via Bariloche,2025-05-12,,,,,,{},,,,,,,{},,,,,,,,,,{},
,,,,,,Disponible,0,emilio7555854@viajes.cl,Cartagena,Pozuelo de Alarcón,36,3211,56000,Buses Nilahue,2025-01-20,,,"{Wifi,Comida,""Asientos reclinables""}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145653,,,,Disponible,0,Alejandramurillo755@viajes.cl,Valladolid,Hospitalet de LLobregat,48,,192000,Turbus,2025-02-14,,Cama,"{Comida,Wifi,Baño}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145654,,,,,0,raquel9137362@viajes.cl,Alcoy,,48,3389,164000,El Rápido Internacional,2026-09-02,,Cama,"{Wifi,""Asientos reclinables"",Comida}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145655,,,,,0,Maríabaca789@viajes.cl,Santiago de Compostela,Elche,50,2399,71000,Omnibus de México,2026-02-11,,Cama,"{TV,Calefacción,Agua}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145656,,,,Disponible,0,agustín5334864@viajes.cl,Zaragoza,,39,3747,128000,Buses Nilahue,2025-06-16,,Cama,"{""Aire acondicionado"",Comida,TV}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145657,,,,Disponible,0,dogari515@viajes.cl,Orihuela,Telde,38,3606,99000,,2025-01-02,,,"{Baño,Calefacción,Wifi}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145658,,,,Disponible,0,verónica9010861@viajes.cl,San Fernando,Alcoy,40,3938,102000,El Rápido Internacional,2025-11-14,,Cama,"{""Asientos reclinables"",Comida,Baño}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145659,,,,Disponible,0,Luzcotto873@viajes.cl,Coslada,Lugo,33,2094,102000,Omnibus de México,2026-05-08,,Cama,"{""Aire acondicionado"",""Asientos reclinables"",Agua}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145660,,,,Disponible,0,raviga372@viajes.cl,Pontevedra,Zaragoza,32,2664,64000,Futura,2025-11-27,,Cama,"{Wifi,Agua,""Aire acondicionado""}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145661,,,,Disponible,0,geduor743@viajes.cl,Linares,Lérida,44,3044,130000,Omnibus de México,2025-04-08,,Cama,"{""Aire acondicionado"",Wifi,Agua}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145662,,,,Disponible,0,arturo3897713@viajes.cl,Badalona,Lérida,41,3764,165000,Buses Bio Bio,2026-09-11,,Cama,"{Agua,""Asientos reclinables"",Calefacción}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145663,,,,Disponible,0,mario640726@viajes.cl,Badajoz,San Sebastían de los Reyes,32,212,12000,,2026-02-06,,Normal,"{Comida,""Asientos reclinables"",Wifi}",{},,,,,,,,,{},,,,,,,,,,{},
,,145664,,,,Disponible,0,Concepciónfierro387@viajes.cl,Cuenta,Sanlúcar de Barrameda,39,2438,116000,Buses Ahumada,2026-06-11,,Cama,"{Comida,Calefacción,""Asientos reclinables""}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145665,,,,Disponible,0,Adrianaarevalo161@viajes.cl,Santiago de Compostela,San Sebastían de los Reyes,34,3720,125000,JetSur,2025-12-18,,Cama,"{""Aire acondicionado"",Baño,Agua}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145666,,,,Disponible,0,Reinaleyva327@viajes.cl,Jerez de la Frontera,Cornellá de Llobregat,33,2063,92000,Plusmar,2025-07-14,,Cama,"{Wifi,Baño,""Aire acondicionado""}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145667,,,,Disponible,0,,Irún,Elda,39,352,28000,Crucero del Norte,2025-01-01,,Semi-cama,"{Comida,Baño,""Aire acondicionado""}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145668,,,,,0,Gerardomojica966@viajes.cl,Oviedo,Palencia,33,,181000,Buses Romani,2026-10-03,,,"{""Aire acondicionado"",Agua,Baño}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145669,,,,,0,sta.7373654@viajes.cl,Pontevedra,Mijas,42,2579,56000,Primera Plus,2026-09-30,,Cama,,{},,{},,,,,,,{},,,,,,,,,,{},
,,145670,,,,Disponible,0,pablo6484534@viajes.cl,Sanlúcar de Barrameda,Baracaldo,30,3331,56000,,2025-07-11,,Cama,"{Calefacción,Agua,Comida}",{},,,,,,,,,{},,,,,,,,,,{},
,,145671,,,,Disponible,0,Juliaurbina492@viajes.cl,Madrid,Linares,47,1921,141000,El Rápido Internacional,2026-08-11,,Cama,"{""Aire acondicionado"",Comida,Wifi}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145672,,,,Disponible,0,edpame371@viajes.cl,Algeciras,San Cristróbal de la Laguna,,1169,189000,Megabus,2026-08-14,,Cama,"{Comida,Agua,Baño}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145673,,,,Disponible,0,,,Pamplona,34,1578,57000,Primera Plus,2025-12-08,,Cama,"{Agua,Calefacción,""Aire acondicionado""}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145674,,,,Disponible,0,Franciscocorrales261@viajes.cl,Getafe,Mijas,44,3096,59000,Plusmar,2025-07-01,,Cama,"{Comida,TV,""Asientos reclinables""}",,,,,,,,,,{},,,,,,,,,,{},
,,,,,,Disponible,0,feorde653@viajes.cl,Las Palmas de Gran Canaria,Guadalajara,48,1782,147000,Buses Romani,2025-11-29,,Cama,"{TV,Comida,Agua}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145676,,,,Disponible,,hernán1890960@viajes.cl,Valdemoro,Fuengirola,37,212,26000,Socibus,2026-03-27,,Normal,"{""Aire acondicionado"",""Asientos reclinables"",Comida}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145677,,,,Disponible,0,,Avilés,Bilbao,49,1250,87000,Greyhound,2026-01-01,,Cama,"{""Asientos reclinables"",Calefacción,TV}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145678,,,,Disponible,0,jomaalma170@viajes.cl,Fuenlabrada,Mollet del Vallés,34,360,47000,JetSur,2025-04-04,,Semi-cama,"{Wifi,Comida,Agua}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145679,,,,Disponible,,Catalinavarela631@viajes.cl,Torrejón de Ardoz,Majadahonda,36,,104000,Andesmar,,,Cama,,{},,{},,,,,,,{},,,,,,,,,,{},
,,145680,,,,Disponible,0,Andrésflórez499@viajes.cl,Sabadell,San Cristróbal de la Laguna,36,646,177000,Condor Bus,,,Cama,"{TV,""Asientos reclinables"",Wifi}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145681,,,,Disponible,0,Sr.gómez812@viajes.cl,Parla,Pontevedra,40,2493,76000,,2025-05-27,,Cama,"{Wifi,""Aire acondicionado"",Comida}",,,,,,,,,,{},,,,,,,,,,{},
,,145682,,,,Disponible,0,sta.7893328@viajes.cl,Granollers,Gijón,35,3113,174000,FlixBus,2025-08-15,,Cama,"{""Asientos reclinables"",TV,Wifi}",{},,{},,,,,,,,,,,,,,,,,{},
,,,,,,Disponible,0,sta.8698323@viajes.cl,,Madrid,46,160,6000,Crucero del Norte,2026-04-18,,Normal,,,,{},,,,,,,{},,,,,,,,,,{},
,,145684,,,,Disponible,0,rizúca865@viajes.cl,El Ejido,Cerdañola del Vallés,31,1664,124000,Buses Nilahue,,,Cama,"{Comida,Baño,Calefacción}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145685,,,,Disponible,0,sta.3506129@viajes.cl,Alcobendas,El Ejido,,1362,86000,Crucero del Norte,,,,"{TV,Comida,""Aire acondicionado""}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145686,,,,Disponible,0,namopa833@viajes.cl,Talavera de la Reina,Murcia,37,1544,200000,El Rápido Internacional,2025-05-02,,Cama,"{""Aire acondicionado"",Agua,Baño}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145687,,,,Disponible,0,gavade851@viajes.cl,Valladolid,Las Palmas de Gran Canaria,35,1989,191000,Monbus,2025-03-06,,Cama,"{Baño,Comida,""Aire acondicionado""}",{},,{},,,,,,,{},,,,,,,,,,,
,,145688,,,,Disponible,0,óscar9962637@viajes.cl,Ceuta,Torrejón de Ardoz,45,2560,122000,Estrella Roja,2025-02-10,,Cama,"{Agua,""Aire acondicionado"",Baño}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145689,,,,Disponible,0,joquna220@viajes.cl,Granollers,Arrecife,35,4157,156000,Via Bariloche,2025-12-08,,Cama,"{TV,Wifi,Agua}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145690,,,,Disponible,0,,Tarrasa,,44,,65000,Futura,2025-03-09,,,"{TV,Wifi,""Aire acondicionado""}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145691,,,,Disponible,0,ardepe428@viajes.cl,,Telde,45,470,100000,Turbus,2026-06-12,,Semi-cama,"{Comida,""Asientos reclinables"",Calefacción}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145692,,,,Disponible,0,remaag174@viajes.cl,Fuenlabrada,,41,2143,192000,Monbus,2026-05-16,,Cama,"{Agua,""Aire acondicionado"",""Asientos reclinables""}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145693,,,,Disponible,0,Ramirolaureano860@viajes.cl,Vigo,San Sebastían de los Reyes,36,,175000,Socibus,2026-09-15,,Cama,"{Baño,Comida,Wifi}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145694,,,,Disponible,0,Amaliaadame525@viajes.cl,Torrelavega,Alcoy,30,2317,159000,ETN Turistar,2026-06-24,,Cama,"{""Aire acondicionado"",Comida,Baño}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145695,,,,Disponible,0,sacabe132@viajes.cl,Vitoria,Móstoles,48,4045,84000,,2025-06-03,,Cama,"{TV,Calefacción,""Aire acondicionado""}",{},,{},,,,,,,{},,,,,,,,,,{},
,,145696,,,,Disponible,0,santiago9579341@viajes.cl,Pamplona,Motril,50,3195,65000,Plusmar,2025-01-08,,Cama,"{Comida,""Asientos reclinables"",Baño}",{},,{},,,,,,,{},,,,,,,,,,{},
