correo_usuario,puntos,reserva_id,tipo_seguro,valor_seguro,clausula,empresa_seguro,estrellas,descripcion
federico1533137@edubus.cal,8204,102310,Seguro de Responsabilidad Civil,,"Cobertura de daños a propiedades alquiladas, Cobertura por daños a terceros durante el viaje",MAPFRE Compañía de Seguros Generales de Chile S.A.,,
Sr.canales866@wass.com,20123,102313,,,,,2,Hubo varios problemas
ropape515@viajesanma.com,24899,102324,,,,,1,Completamente decepcionado
edcapa606@marmol.com,16718,102326,,,,,,
edcapa606@marmol.com,16718,102327,Seguro de Cancelación de Viaje,56000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Cobertura de penalidades por cambio de vuelo",Consorcio Nacional de Seguros Vida S.A.,2,Regular
edcapa606@marmol.com,16718,102330,Seguro por Demoras en el Viaje,51000,"Reembolso de gastos adicionales por retrasos en vuelos, Indemnización por pérdida de conexiones debido a retrasos",Renta Nacional Compañía de Seguros Generales S.A.,5,
edcapa606@marmol.com,16718,102332,,,,,,
edcapa606@marmol.com,16718,,Seguro de Cancelación de Viaje,,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Reembolso por cancelaciones laborales imprevistas",Confuturo S.A.,1,Pésimo
roares206@tourket.com,38162,102335,,,,,3,Servicio regular
roares206@tourket.com,38162,102338,,,,,5,Servicio de primera
Sr.aguayo835@viajesanma.com,,102340,,,,,1,No vuelvo más
stcrpuja208@wass.com,14944,102348,,,,,,
stcrpuja208@wass.com,14944,102354,,,,,,
adán1473872@wass.com,12197,102358,,,,,4,Buena experiencia en general
adán1473872@wass.com,12197,102359,Seguro de Equipaje y Efectos Personales,89000,"Cobertura por pérdida, robo o daño de equipaje, Cobertura de artículos electrónicos bajo ciertos límites",Consorcio Nacional de Seguros Vida S.A.,2,Hubo varios problemas
stguenca836@tourket.com,13734,,Seguro de Interrupción del Viaje,88000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",MetLife Chile Seguros de Vida S.A.,5,Superó mis expectativas
stguenca836@tourket.com,13734,102367,,,,,2,No lo recomendaría
,13734,102368,Seguro de Interrupción del Viaje,99000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",HDI Seguros S.A.,3,
stguenca836@tourket.com,13734,102370,Seguro de Cancelación de Viaje,93000,"Cobertura de penalidades por cambio de vuelo, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",BICE Vida Compañía de Seguros S.A.,5,Muy satisfecho
stguenca836@tourket.com,13734,102376,Seguro de Cancelación de Viaje,68000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",Confuturo S.A.,,
stguenca836@tourket.com,13734,102377,Seguro de Cancelación de Viaje,,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Cobertura de penalidades por cambio de vuelo",MetLife Chile Seguros de Vida S.A.,5,Sin duda volveré
germán7896769@wass.com,37334,102381,,,,,2,No me convenció del todo
ernesto3883537@tourket.com,19295,102390,Seguro de Responsabilidad Civil,27000,"Gastos legales en caso de demandas civiles, Cobertura de daños a propiedades alquiladas",Vida Cámara S.A.,4,
Jorgezavala800@edubus.cal,7620,102394,,,,,5,Superó mis expectativas
Susanahinojosa195@viajesanma.com,4693,,,,,,30,Podría mejorar
silvia7375483@outluc.com,,102400,Seguro de Equipaje y Efectos Personales,,"Asistencia para reemplazo de documentos de viaje perdidos, Cobertura por pérdida, robo o daño de equipaje",MetLife Chile Seguros de Vida S.A.,,
silvia7375483@outluc.com,14658,102402,,,,,3,"Cumplió con mis expectativas, pero sin destacar"
dimavá683@marmol.com,2005,102408,,,,,2,Regular
Antoniaferrer521@marmol.com,14084,102418,,,,,5,Excelente
Antoniaferrer521@marmol.com,-14084,102420,Seguro de Responsabilidad Civil,84000,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",Consorcio Nacional de Seguros Vida S.A.,,Aceptable
Antoniaferrer521@marmol.com,,102424,,77000,"Hospitalización y cirugías de emergencia, Cobertura de medicamentos recetados",BICE Vida Compañía de Seguros S.A.,3,Aceptable
Guillerminalovato717@outluc.com,6886,102430,,,,,5,Excelente
maría4022366@marmol.com,18377,102438,Seguro de Responsabilidad Civil,15000,"Gastos legales en caso de demandas civiles, Cobertura por daños a terceros durante el viaje",BICE Vida Compañía de Seguros S.A.,3,Aceptable
maría4022366@marmol.com,18377,102442,,,,,5,Servicio de primera
maría4022366@marmol.com,18377,102451,Seguro de Responsabilidad Civil,83000,"Gastos legales en caso de demandas civiles, Cobertura por daños a terceros durante el viaje",BICE Vida Compañía de Seguros S.A.,1,Pésimo
maría4022366@marmol.com,-18377,102452,Seguro de Asistencia Médica,87000,"Hospitalización y cirugías de emergencia, Cobertura de medicamentos recetados",Confuturo S.A.,,
Sergiopérez925@marmol.com,5148,102456,,,,,,
Ángelasepúlveda249@edubus.cal,3012,102457,,,,,,
Ángelasepúlveda249@edubus.cal,3012,102463,Seguro por Demoras en el Viaje,,"Reembolso de gastos adicionales por retrasos en vuelos, Cobertura de alojamiento y alimentación por retrasos prolongados",Seguros Generales Suramericana S.A.,,
Ángelasepúlveda249@edubus.cal,3012,102465,Seguro de Equipaje y Efectos Personales,16000,"Cobertura por pérdida, robo o daño de equipaje, Cobertura de artículos electrónicos bajo ciertos límites",Confuturo S.A.,5,Servicio de primera
Ángelasepúlveda249@edubus.cal,3012,102467,,,,,2,Hubo varios problemas
Ángelasepúlveda249@edubus.cal,3012,102468,Seguro de Responsabilidad Civil,22000,"Cobertura de daños a propiedades alquiladas, Cobertura por daños a terceros durante el viaje",Liberty Compañía de Seguros Generales S.A.,5,Excelente
Ángelasepúlveda249@edubus.cal,3012,102469,Seguro de Interrupción del Viaje,76000,,Liberty Compañía de Seguros Generales S.A.,,
Sta.cardenas262@viajesanma.com,37863,102470,Seguro de Asistencia Médica,85000,"Hospitalización y cirugías de emergencia, Cobertura de medicamentos recetados",BICE Vida Compañía de Seguros S.A.,,
Sta.cardenas262@viajesanma.com,37863,102474,,11000,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",Liberty Compañía de Seguros Generales S.A.,2,Regular
Elsahenríquez197@marmol.com,10386,102477,,,,,,
Elsahenríquez197@marmol.com,10386,102478,,,,,5,
Sra.preciado544@viajesanma.com,-16750,102485,,,,,1,Pésimo
Sra.preciado544@viajesanma.com,,102487,Seguro de Asistencia Médica,81000,"Evacuación y repatriación sanitaria, Cobertura de gastos médicos por enfermedad o accidente",Liberty Compañía de Seguros Generales S.A.,3,Podría mejorar
gubeca477@outluc.com,17865,102493,,,,,,"Cumplió con mis expectativas, pero sin destacar"
gubeca477@outluc.com,17865,102494,Seguro de Equipaje y Efectos Personales,45000,"Indemnización por retraso en la entrega de equipaje, Cobertura de artículos electrónicos bajo ciertos límites",MetLife Chile Seguros de Vida S.A.,,
gubeca477@outluc.com,17865,102495,,,,,4,Buena experiencia en general
Sr.tapia171@tourket.com,17563,102501,Seguro por Demoras en el Viaje,92000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Reembolso de gastos adicionales por retrasos en vuelos",MetLife Chile Seguros de Vida S.A.,3,
,17563,102503,,,,,,
sta.9588609@viajesanma.com,20005,102507,,,,,,
sta.9588609@viajesanma.com,20005,102508,Seguro de Responsabilidad Civil,40000,"Cobertura de daños a propiedades alquiladas, Cobertura por daños a terceros durante el viaje",Confuturo S.A.,1,No vuelvo más
sta.5382558@marmol.com,13496,102513,,,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",MAPFRE Compañía de Seguros Generales de Chile S.A.,3,Servicio regular
juorpe522@marmol.com,12986,102529,,,,,,
juorpe522@marmol.com,12986,102535,Seguro de Equipaje y Efectos Personales,71000,"Asistencia para reemplazo de documentos de viaje perdidos, Cobertura de artículos electrónicos bajo ciertos límites",BICE Vida Compañía de Seguros S.A.,1,Pésimo
Sr.apodaca508@viajesanma.com,22892,102537,,,,,3,Podría mejorar
Sr.apodaca508@viajesanma.com,22892,102539,,,,,,Superó mis expectativas
Sr.apodaca508@viajesanma.com,22892,102541,Seguro de Cancelación de Viaje,36000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Cobertura por cancelaciones debido a desastres naturales o disturbios",Seguros Generales Suramericana S.A.,1,No vuelvo más
Sr.apodaca508@viajesanma.com,22892,102542,,50000,"Reembolso de gastos adicionales por retrasos en vuelos, Cobertura de alojamiento y alimentación por retrasos prolongados",Renta Nacional Compañía de Seguros Generales S.A.,3,Servicio regular
Sr.apodaca508@viajesanma.com,,102544,Seguro por Demoras en el Viaje,15000,"Reembolso de gastos adicionales por retrasos en vuelos, Cobertura de alojamiento y alimentación por retrasos prolongados",Seguros Generales Suramericana S.A.,8,
Sr.apodaca508@viajesanma.com,22892,102545,,,,,5,Sin duda volveré
Sr.apodaca508@viajesanma.com,22892,102546,,,,,,
Sr.apodaca508@viajesanma.com,22892,102547,,,,,4,Bueno
Sr.apodaca508@viajesanma.com,22892,102548,Seguro por Demoras en el Viaje,24000,"Reembolso de gastos adicionales por retrasos en vuelos, Indemnización por pérdida de conexiones debido a retrasos",BICE Vida Compañía de Seguros S.A.,5,Sin duda volveré
sr.5323939@outluc.com,10514,102553,Seguro por Demoras en el Viaje,57000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",Seguros Generales Suramericana S.A.,4,Bueno
sr.5323939@outluc.com,10514,102555,Seguro de Equipaje y Efectos Personales,31000,"Cobertura de artículos electrónicos bajo ciertos límites, Asistencia para reemplazo de documentos de viaje perdidos",Liberty Compañía de Seguros Generales S.A.,5,Sin duda volveré
juan9683536@wass.com,9374,102557,Seguro de Cancelación de Viaje,93000,"Cobertura de penalidades por cambio de vuelo, Cobertura por cancelaciones debido a desastres naturales o disturbios",Renta Nacional Compañía de Seguros Generales S.A.,5,Superó mis expectativas
juan9683536@wass.com,9374,102560,,,,,,
esfial523@wass.com,,102575,,,,,5,Sin duda volveré
maapde495@wass.com,2949,102581,,,,,,
maapde495@wass.com,2949,102585,,,,,1,Pésimo
maapde495@wass.com,2949,102586,,,,,4,"Satisfecho, pero hay detalles por mejorar"
lucas502779@wass.com,24157,102593,Seguro por Demoras en el Viaje,63000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",Seguros Generales Suramericana S.A.,1,Completamente decepcionado
lucas502779@wass.com,,102594,Seguro de Asistencia Médica,60000,"Cobertura de medicamentos recetados, Evacuación y repatriación sanitaria",HDI Seguros S.A.,2,
ancaju206@marmol.com,5459,102595,,,,,1,Malo
sr.9935284@edubus.cal,828,102598,Seguro de Responsabilidad Civil,75000,,Liberty Compañía de Seguros Generales S.A.,5,Excelente
Sta.ramón778@viajesanma.com,8181,102610,,,,,,
Sta.ramón778@viajesanma.com,8181,102612,Seguro de Cancelación de Viaje,14000,"Reembolso por cancelaciones laborales imprevistas, Cobertura por cancelaciones debido a desastres naturales o disturbios",Liberty Compañía de Seguros Generales S.A.,4,Me atendieron bien
Cristiancamarillo609@wass.com,19586,102621,Seguro de Asistencia Médica,24000,"Cobertura de gastos médicos por enfermedad o accidente, Evacuación y repatriación sanitaria",BICE Vida Compañía de Seguros S.A.,3,Aceptable
Cristiancamarillo609@wass.com,19586,102622,,,,,,
Eloisadelacrúz836@viajesanma.com,13960,102627,Seguro de Asistencia Médica,26000,"Cobertura de medicamentos recetados, Hospitalización y cirugías de emergencia",BICE Vida Compañía de Seguros S.A.,5,Sin duda volveré
Eloisadelacrúz836@viajesanma.com,13960,102634,Seguro de Interrupción del Viaje,80000,"Compensación por imprevistos que obliguen a detener el viaje, Reembolso de gastos no utilizados por interrupción del viaje",MetLife Chile Seguros de Vida S.A.,,
Ignacioontiveros912@wass.com,18697,102637,,,,,3,"Cumplió con mis expectativas, pero sin destacar"
manuela6920441@marmol.com,-4288,102654,Seguro de Interrupción del Viaje,83000,"Cobertura de costos adicionales por regreso anticipado, Compensación por imprevistos que obliguen a detener el viaje",Renta Nacional Compañía de Seguros Generales S.A.,2,
manuela6920441@marmol.com,4288,,,,,,,
srsozaja802@viajesanma.com,6920,102659,Seguro por Demoras en el Viaje,34000,"Reembolso de gastos adicionales por retrasos en vuelos, Indemnización por pérdida de conexiones debido a retrasos",Seguros Generales Suramericana S.A.,,
srsozaja802@viajesanma.com,6920,102661,,,,,2,Hubo varios problemas
srsozaja802@viajesanma.com,6920,,Seguro de Interrupción del Viaje,85000,"Cobertura de costos adicionales por regreso anticipado, Reembolso de gastos no utilizados por interrupción del viaje",HDI Seguros S.A.,4,Me atendieron bien
srsozaja802@viajesanma.com,,102664,Seguro de Interrupción del Viaje,94000,"Compensación por imprevistos que obliguen a detener el viaje, Reembolso de gastos no utilizados por interrupción del viaje",Consorcio Nacional de Seguros Vida S.A.,5,Servicio de primera
Juliaarteaga578@edubus.cal,16762,,,,,,1,Pésimo
strepáal631@marmol.com,17636,102676,,,,,5,Servicio de primera
,2960,102678,,,,,3,"Cumplió con mis expectativas, pero sin destacar"
Diegoolivera555@edubus.cal,2960,102680,,39000,"Reembolso por cancelaciones laborales imprevistas, Cobertura de penalidades por cambio de vuelo",BICE Vida Compañía de Seguros S.A.,1,Malo
Tomásespinal733@wass.com,603,102683,Seguro por Demoras en el Viaje,28000,"Reembolso de gastos adicionales por retrasos en vuelos, Indemnización por pérdida de conexiones debido a retrasos",,,
luis5652575@edubus.cal,9292,102684,Seguro de Asistencia Médica,86000,"Cobertura de gastos médicos por enfermedad o accidente, Evacuación y repatriación sanitaria",MAPFRE Compañía de Seguros Generales de Chile S.A.,,Malo
luis5652575@edubus.cal,9292,102685,Seguro de Interrupción del Viaje,85000,"Cobertura de costos adicionales por regreso anticipado, Reembolso de gastos no utilizados por interrupción del viaje",Seguros Generales Suramericana S.A.,,
Germánvélez748@outluc.com,13314,102691,Seguro de Asistencia Médica,40000,"Evacuación y repatriación sanitaria, Hospitalización y cirugías de emergencia",Confuturo S.A.,2,Regular
Germánvélez748@outluc.com,13314,102695,,,,,4,Me atendieron bien
Germánvélez748@outluc.com,13314,102696,Seguro de Interrupción del Viaje,53000,"Compensación por imprevistos que obliguen a detener el viaje, Cobertura de costos adicionales por regreso anticipado",Renta Nacional Compañía de Seguros Generales S.A.,,Aceptable
Germánvélez748@outluc.com,13314,102697,,,,,5,Superó mis expectativas
Sr.jáquez450@viajesanma.com,1410,,,,,,3,
josé3191110@viajesanma.com,8510,102705,Seguro de Cancelación de Viaje,42000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",Consorcio Nacional de Seguros Vida S.A.,3,Podría mejorar
emreol428@viajesanma.com,10146,102707,Seguro de Interrupción del Viaje,48000,,Consorcio Nacional de Seguros Vida S.A.,2,Regular
raanbu104@tourket.com,24259,102712,Seguro por Demoras en el Viaje,58000,"Reembolso de gastos adicionales por retrasos en vuelos, Indemnización por pérdida de conexiones debido a retrasos",Liberty Compañía de Seguros Generales S.A.,,
raanbu104@tourket.com,24259,,,,,,1,Muy insatisfecho
raanbu104@tourket.com,24259,102715,,,,,4,"Satisfecho, pero hay detalles por mejorar"
sta.5382558@marmol.com,13496,102725,,,,,2,No me convenció del todo
sta.5382558@marmol.com,13496,102728,,,,,4,"Satisfecho, pero hay detalles por mejorar"
sta.5382558@marmol.com,13496,102730,Seguro por Demoras en el Viaje,21000,"Reembolso de gastos adicionales por retrasos en vuelos, Cobertura de alojamiento y alimentación por retrasos prolongados",Liberty Compañía de Seguros Generales S.A.,4,Bueno
sta.5382558@marmol.com,13496,102731,Seguro por Demoras en el Viaje,,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",HDI Seguros S.A.,1,Malo
steldeat364@edubus.cal,3486,102741,,,,,,
steldeat364@edubus.cal,3486,102742,,74000,"Compensación por imprevistos que obliguen a detener el viaje, Cobertura de costos adicionales por regreso anticipado",MetLife Chile Seguros de Vida S.A.,,
srirávgo776@viajesanma.com,21002,102747,,,,,5,Sin duda volveré
srirávgo776@viajesanma.com,21002,102751,Seguro de Responsabilidad Civil,84000,"Cobertura de daños a propiedades alquiladas, Gastos legales en caso de demandas civiles",MetLife Chile Seguros de Vida S.A.,3,Servicio regular
joaquín6096243@tourket.com,10413,102753,,,,,5,
joaquín6096243@tourket.com,,102754,Seguro de Cancelación de Viaje,43000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Cobertura de penalidades por cambio de vuelo",Renta Nacional Compañía de Seguros Generales S.A.,3,Podría mejorar
joaquín6096243@tourket.com,10413,102755,Seguro de Asistencia Médica,53000,"Hospitalización y cirugías de emergencia, Evacuación y repatriación sanitaria",Renta Nacional Compañía de Seguros Generales S.A.,5,Muy satisfecho
frvéca656@marmol.com,3558,102757,Seguro de Cancelación de Viaje,7000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Reembolso por cancelaciones laborales imprevistas",BICE Vida Compañía de Seguros S.A.,,
frvéca656@marmol.com,3558,102761,,,,,,
,15411,102764,,,,,3,"Cumplió con mis expectativas, pero sin destacar"
Sr.archuleta598@edubus.cal,11314,102767,,,,,,
Sr.archuleta598@edubus.cal,11314,102768,Seguro de Cancelación de Viaje,55000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",Consorcio Nacional de Seguros Vida S.A.,,
,11314,102769,Seguro de Interrupción del Viaje,83000,"Cobertura de costos adicionales por regreso anticipado, Reembolso de gastos no utilizados por interrupción del viaje",Seguros Generales Suramericana S.A.,5,Superó mis expectativas
Sr.archuleta598@edubus.cal,11314,102774,,,,,,
sra.3926776@outluc.com,22202,102783,Seguro de Equipaje y Efectos Personales,21000,"Asistencia para reemplazo de documentos de viaje perdidos, Cobertura de artículos electrónicos bajo ciertos límites",Vida Cámara S.A.,2,Hubo varios problemas
jesús8018357@tourket.com,7648,102793,Seguro de Cancelación de Viaje,58000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Cobertura de penalidades por cambio de vuelo",MetLife Chile Seguros de Vida S.A.,,No me convenció del todo
Sr.ávalos839@tourket.com,12207,102795,,,,,,
Conchitavaladez228@marmol.com,17921,102801,Seguro por Demoras en el Viaje,17000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",Renta Nacional Compañía de Seguros Generales S.A.,1,Completamente decepcionado
,9777,102813,Seguro de Responsabilidad Civil,82000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",Confuturo S.A.,5,Sin duda volveré
srcoquto425@marmol.com,9777,102816,,,,,3,"Cumplió con mis expectativas, pero sin destacar"
srcoquto425@marmol.com,9777,102817,,,,,,
srcoquto425@marmol.com,-9777,102818,,,,,,Muy insatisfecho
srcoquto425@marmol.com,9777,102822,,,,,3,Podría mejorar
ramón556395@tourket.com,2658,102825,,,,,,Bueno
mateo688995@wass.com,36082,102831,,,,,,
dorotea9511864@marmol.com,29255,102833,Seguro de Interrupción del Viaje,,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",Liberty Compañía de Seguros Generales S.A.,3,Podría mejorar
dorotea9511864@marmol.com,29255,102837,Seguro por Demoras en el Viaje,61000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",MetLife Chile Seguros de Vida S.A.,1,No vuelvo más
dorotea9511864@marmol.com,29255,102840,,,,,59,Servicio regular
dorotea9511864@marmol.com,29255,102846,Seguro de Responsabilidad Civil,32000,"Gastos legales en caso de demandas civiles, Cobertura por daños a terceros durante el viaje",,,
ropori209@marmol.com,2927,102855,,,,,,
ropori209@marmol.com,2927,102858,,,,,2,Regular
ropori209@marmol.com,2927,102859,,,,,3,Aceptable
ropori209@marmol.com,2927,,Seguro de Cancelación de Viaje,61000,"Reembolso por cancelaciones laborales imprevistas, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",MetLife Chile Seguros de Vida S.A.,,No me convenció del todo
ropori209@marmol.com,2927,102862,,,,,5,Sin duda volveré
lorena6007301@marmol.com,,102865,,,,,,
lorena6007301@marmol.com,6701,102868,,,,,1,Completamente decepcionado
lorena6007301@marmol.com,6701,102872,,,,,2,No lo recomendaría
lorena6007301@marmol.com,6701,102874,Seguro de Responsabilidad Civil,38000,"Cobertura de daños a propiedades alquiladas, Gastos legales en caso de demandas civiles",Confuturo S.A.,5,Excelente
lorena6007301@marmol.com,6701,,Seguro de Asistencia Médica,49000,"Evacuación y repatriación sanitaria, Cobertura de gastos médicos por enfermedad o accidente",Consorcio Nacional de Seguros Vida S.A.,2,Regular
evacmu558@tourket.com,2503,102907,Seguro por Demoras en el Viaje,16000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",MetLife Chile Seguros de Vida S.A.,2,Regular
Salvadorquezada982@edubus.cal,13797,102886,Seguro de Cancelación de Viaje,98000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Cobertura por cancelaciones debido a desastres naturales o disturbios",MetLife Chile Seguros de Vida S.A.,,
Salvadorquezada982@edubus.cal,13797,102887,,,,,5,Muy satisfecho
Sra.berríos215@outluc.com,17386,102900,,,,,1,Muy insatisfecho
evacmu558@tourket.com,2503,102904,,,,,3,Aceptable
evacmu558@tourket.com,2503,102906,Seguro por Demoras en el Viaje,90000,"Reembolso de gastos adicionales por retrasos en vuelos, Indemnización por pérdida de conexiones debido a retrasos",MAPFRE Compañía de Seguros Generales de Chile S.A.,5,Muy satisfecho
evacmu558@tourket.com,2503,102908,,,,,,
,-4675,102912,Seguro de Interrupción del Viaje,54000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",Liberty Compañía de Seguros Generales S.A.,,
gregorio2747461@edubus.cal,4675,102913,,28000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",Consorcio Nacional de Seguros Vida S.A.,5,
gregorio2747461@edubus.cal,4675,102914,Seguro de Asistencia Médica,53000,"Evacuación y repatriación sanitaria, Hospitalización y cirugías de emergencia",HDI Seguros S.A.,3,Aceptable
luleva651@wass.com,3393,102921,,18000,"Cobertura por pérdida, robo o daño de equipaje, Cobertura de artículos electrónicos bajo ciertos límites",,4,Me atendieron bien
Alejandropatiño867@marmol.com,19099,102924,Seguro de Responsabilidad Civil,38000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",MAPFRE Compañía de Seguros Generales de Chile S.A.,4,Me atendieron bien
Estelaramos212@marmol.com,9490,102930,Seguro de Asistencia Médica,73000,"Hospitalización y cirugías de emergencia, Cobertura de medicamentos recetados",Confuturo S.A.,5,Superó mis expectativas
,-9490,102932,,,,,,Servicio de primera
,9490,102933,,,,,1,No vuelvo más
guarsá983@outluc.com,3023,102938,Seguro de Responsabilidad Civil,93000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",Consorcio Nacional de Seguros Vida S.A.,4,"Satisfecho, pero hay detalles por mejorar"
guarsá983@outluc.com,3023,102939,,,,,2,No me convenció del todo
clroma635@tourket.com,3984,102942,Seguro por Demoras en el Viaje,42000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",Liberty Compañía de Seguros Generales S.A.,,
clroma635@tourket.com,3984,102948,Seguro de Equipaje y Efectos Personales,46000,"Indemnización por retraso en la entrega de equipaje, Cobertura por pérdida, robo o daño de equipaje",Vida Cámara S.A.,,
cldípi187@viajesanma.com,11236,102949,,,,,,
cldípi187@viajesanma.com,,102959,Seguro por Demoras en el Viaje,38000,"Reembolso de gastos adicionales por retrasos en vuelos, Indemnización por pérdida de conexiones debido a retrasos",BICE Vida Compañía de Seguros S.A.,,
cldípi187@viajesanma.com,,102962,Seguro de Equipaje y Efectos Personales,98000,"Cobertura por pérdida, robo o daño de equipaje, Asistencia para reemplazo de documentos de viaje perdidos",Liberty Compañía de Seguros Generales S.A.,,
ricardo6533570@wass.com,10194,102967,Seguro de Equipaje y Efectos Personales,54000,"Cobertura de artículos electrónicos bajo ciertos límites, Cobertura por pérdida, robo o daño de equipaje",Consorcio Nacional de Seguros Vida S.A.,,
luvajá632@tourket.com,,102979,Seguro de Equipaje y Efectos Personales,65000,"Cobertura de artículos electrónicos bajo ciertos límites, Indemnización por retraso en la entrega de equipaje",Renta Nacional Compañía de Seguros Generales S.A.,,
esruco932@marmol.com,15852,102987,,,,,4,"Satisfecho, pero hay detalles por mejorar"
sta.6908701@wass.com,24687,102998,Seguro de Asistencia Médica,23000,,Confuturo S.A.,87,Aceptable
Dianavergara671@edubus.cal,18630,103000,Seguro de Asistencia Médica,12000,"Cobertura de gastos médicos por enfermedad o accidente, Evacuación y repatriación sanitaria",HDI Seguros S.A.,5,Superó mis expectativas
Dianavergara671@edubus.cal,18630,103003,,,,,,
Dianavergara671@edubus.cal,18630,103004,,,,,3,Servicio regular
Magdalenaolivo906@edubus.cal,10703,103013,,,,,3,Servicio regular
roheta334@outluc.com,-2112,103019,,,,,5,Excelente
junepe364@viajesanma.com,5688,103024,Seguro de Equipaje y Efectos Personales,90000,"Asistencia para reemplazo de documentos de viaje perdidos, Indemnización por retraso en la entrega de equipaje",Confuturo S.A.,1,Completamente decepcionado
manuela8638832@tourket.com,26324,103033,,,,,,
Andreacotto787@edubus.cal,24100,103037,Seguro de Asistencia Médica,62000,"Cobertura de medicamentos recetados, Cobertura de gastos médicos por enfermedad o accidente",Consorcio Nacional de Seguros Vida S.A.,3,Aceptable
Andreacotto787@edubus.cal,,103038,Seguro de Equipaje y Efectos Personales,49000,"Cobertura de artículos electrónicos bajo ciertos límites, Cobertura por pérdida, robo o daño de equipaje",BICE Vida Compañía de Seguros S.A.,4,"Satisfecho, pero hay detalles por mejorar"
Andreacotto787@edubus.cal,24100,103039,Seguro de Asistencia Médica,47000,"Hospitalización y cirugías de emergencia, Cobertura de medicamentos recetados",Consorcio Nacional de Seguros Vida S.A.,2,No me convenció del todo
Andreacotto787@edubus.cal,24100,103048,,,,,4,Me atendieron bien
leonor9281645@outluc.com,10448,103050,,,,,80,Servicio de primera
leonor9281645@outluc.com,10448,103052,,,,,5,Muy satisfecho
leonor9281645@outluc.com,10448,103053,,,,,4,Me atendieron bien
leonor9281645@outluc.com,10448,103055,Seguro de Asistencia Médica,53000,"Cobertura de gastos médicos por enfermedad o accidente, Evacuación y repatriación sanitaria",HDI Seguros S.A.,,
Benitorivera191@outluc.com,17722,103059,,53000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Reembolso de gastos adicionales por retrasos en vuelos",MetLife Chile Seguros de Vida S.A.,2,Regular
Benitorivera191@outluc.com,17722,103061,Seguro de Interrupción del Viaje,96000,"Compensación por imprevistos que obliguen a detener el viaje, Reembolso de gastos no utilizados por interrupción del viaje",Seguros Generales Suramericana S.A.,2,No lo recomendaría
Benitorivera191@outluc.com,17722,,,,,,2,No me convenció del todo
Benitorivera191@outluc.com,17722,103066,Seguro de Cancelación de Viaje,100000,"Reembolso por cancelaciones laborales imprevistas, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",Liberty Compañía de Seguros Generales S.A.,4,Bueno
jorge3792319@tourket.com,17903,103069,,,,,1,Malo
jorge3792319@tourket.com,17903,103076,,,,,4,"Satisfecho, pero hay detalles por mejorar"
joemcava219@viajesanma.com,,103077,Seguro de Responsabilidad Civil,10000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",HDI Seguros S.A.,,
srjobelo910@edubus.cal,5759,103083,,,,,,Regular
