nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,jornada,isapre,contrato,codigo_reserva,codigo_agenda,fecha,monto,cantidad_personas,estado_disponibilidad,numero_viaje,lugar_origen,lugar_llegada,fecha_salida,fecha_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,tipo_de_bus,comodidades,escalas,clase,paradas
"Sr. Rosalia Flórez Verduzco",,9,sr.7950@viajes.cl,srroflve,,"+56 9 5593 0875",Nocturno,"Más vida","Part time",607810,,,,,Disponible,66520,guadalajara#,BENALMáDENA!!!,2026-03-03,2026-08-29,54,4316,430000,,,"{""Aire acondicionado"",Baño,Wifi,""Asientos reclinables"",Comida,TV,Calefacción}",{},,"{Elda,""Cerdañola del Vallés"",Torrevieja}"
"Sta. María Soledad Lemus Olivas",3668684,7,sta.325@viajes.cl,stmasoleol,tnYy5um8QP5,"+56 2 5550 2573",Nocturno,Fonasa,"Part time",607811,,,,,Disponible,64051,Leganés,Almería,2025-08-14,2025-11-26,41,2510,105000,"NS International",,"{""Aire acondicionado"",Comida,Calefacción,TV,""Asientos reclinables""}",{},,"{Parla,Telde,Badajoz,Getafe}"
"Vicente Trejo Tello",22667160,9,Vicentetello@@viajes.cl,vicente2967,m9PZIol3eqq0,"+56 2 9050 1830",Diurno,"Más vida",,607812,,,,,Disponible,93764,,Orihuela,2025-03-29,2025-06-20,9,2014,86000,"ZSSK (Eslovaquia)",,,{},,{Sabadell}
"Andrea Pabón Salcido",15096041,0,andrea7429@viajes.cl,anpasa,qbphMwC0hFp0,"+56 9 4531 7351",Diurno,Colmena,"Full time",607813,,,,,Disponible,67971,Alicante,Viladecans,2025-06-03,2025-08-14,18,1731,70000,"BDZ (Bulgaria)",,"{TV,""Asientos reclinables"",Baño,Calefacción}",{},,"{Paterna,""Castellón de la Plana"",Fuengirola,Estepona,Gijón}"
"Nicolás Marrero Ramón",13.585.507,3,nimara@viajes.cl,nicolás2191,2BV8SXcfAgiD5pVZ,+56-2-5090-5807,Diurno,Banmédica,"Full time",607814,,,,,Disponible,66428,Lérida,Alcoy,2025-06-23,2025-11-28,84,3815,431000,"BDZ (Bulgaria)",,"{Calefacción,""Aire acondicionado"",Comida,Agua,Baño,TV,Wifi}",{},,"{""Cerdañola del Vallés"",Logroño,Albacete}"
"Micaela Salas Medrano",11757796,1,Micaelamedrano@viajes.cl,micaela9940,L193Oh59,"+56 2 3047 4974",Diurno,Fonasa,"Full time",607815,,,,,Disponible,92387,"la coruña#",Linares,2025/08/18,2026/01/03,81,3333,222000,"DSB (Dinamarca)",,"{Calefacción,Wifi,Comida,""Asientos reclinables"",Baño,Agua}",{},,{}
"Víctor Rodrígez Malave",10.411.842,9,vOAroma@viajes.cl,víctor3037,IcfD5DJpAmT9ZlIp,"+56 9 0247 7754",Diurno,"Más vida","Part time",607816,,,,,Disponible,22464,benidorm#,Cáceres,2026/03/22,2026/05/26,75,1562,125000,"CP (Portugal)",,"{""Aire acondicionado"",TV,Comida,Agua}",{},,"{Valdemoro,""El Puerto de Santa María"",""Castellón de la Plana"",""San Fernando"",""Sanlúcar de Barrameda""}"
"Gabriel Cabrera Centeno",25183742,2,gacace@viajes.cl,Gabrielcenteno,4iK7FyQSy,"+56 9 5001 5881",Diurno,Banmédica,"Part time",607817,,,,,Disponible,66583,Ferrol,Fuengirola,2026-02-01,2026-02-18,71,412,195000,"Nederlandse Sp",,"{""Aire acondicionado"",TV,Comida,Agua}",{},,"{""Santa Cruz de Tenerife"",""Pozuelo de Alarcón"",Inca,""Castellón de la Plana""}"
"Claudia Delgado Parra",10.896.919,9,cldepa@viajes.ceele,Claudiaparra,szpOWxs52ddiOX,+56-2-4322-2636,Nocturno,Fonasa,"Part time",607818,,,0,,Disponible,96982,"Torrejón de Ardoz",Irún,2025-10-27,2026-01-09,38,1794,188000,Eurostar,,"{""Aire acondicionado"",""Asientos reclinables"",TV,Comida}",{},,"{Ferrol,""Pozuelo de Alarcón"",Huelva,Gecho,Parla}"
"Hernán Orellana Polanco",7952420,4,hernOen2763@viajes.cl,heorpo,Eq8TxwSaa,"+56 9 4198 4721",Diurno,Consalud,"Part time",607819,,,,,Disponible,99269,Orense,Fuenlabrada,2025-01-30,2025-03-10,36,938,99000,"ZSSK (Eslovaquia)",,"{Wifi,Comida,""Aire acondicionado""}",{},,"{""Talavera de la Reina"",Orihuela,Calahorra,Inca}"
"Daniel Molina Tello",9815283,0,damote@viajes.cl,damote,FktqGrJsU1I,"+56 2 1130 7600",Nocturno,Consalud,"Part time",607820,,,,,Disponible,27675,"Dos Hermanas",Granada,2025-11-02,2026-01-01,81,1460,133000,"SBB (Suiza)",,"{Comida,Agua,""Asientos reclinables"",TV}",{},,"{Mijas,Bilbao}"
"Francisco Rivas Bañuelos",3554067,9,frriba@viajes.cl,frriba,JkQxaqioGIM45,"+56 2 5109 5701",Diurno,Consalud,"Full time",607821,,,,,Disponible,52116,Puertollano,Marbella,2026-05-17,2026-09-20,16,3045,200000,"ÖBB (Austria)",,"{Calefacción,Comida,TV,""Aire acondicionado"",Agua,Wifi}",{},,"{Lugo,Telde,Alicante,Reus,""Cornellá de Llobregat""}"
"Natalia Lira Palacios",22678227,3,natalia4353@viajes.cl,Nataliapalacios,LUR0cqabivo9huD,"+56 2 0637 7991",Nocturno,Colmena,"Full time",607822,,,,,Disponible,10360,Zaragoza,"Jerez de la Frontera",2025-05-30,2025-10-12,75,3259,180000,Amtrak,,"{Baño,Comida,""Asientos reclinables"",""Aire acondicionado"",Calefacción,Agua}",{},,"{Gandía,Fuengirola,Toledo,Alcoy}"
"Rafael Cervántez Cardona",22222610,4,rafael9571@viajes.cl,raceca,d9AEFybf5aEZVj3,"+56 9 4816 1995",Nocturno,Fonasa,"Full time",607823,,,,,Disponible,74691,Móstoles,Linares,2026-06-04,2026-11-26,97,4210,238000,"ÖBB (Austria)",,"{TV,Comida,""Asientos reclinables"",Agua,""Aire acondicionado"",Baño,Wifi}",{},,"{Motril,""Talavera de la Reina"",Zamora}"
"Sra. Hernán Alcántar Casares",16379478,0,sra.3499@viajes.cl,srhealca,TBwokD0GU,"+56 2 1526 9754",Diurno,Fonasa,"Part time",607824,,,,,Disponible,51934,"El Puerto de Santa María",Arrecife,2025-06-25,2025-11-05,89,3210,184000,"MÁV (Hungría)",,"{Agua,Calefacción,TV,Baño,""Asientos reclinables"",""Aire acondicionado""}",{},,"{Gandía,""Collado Villalba"",Telde}"
"Sta. Luis Baca Galarza",27458651,6,Sta.galarza@viajes.cl,sta.3353,t2Crpzk59UvVjRw6,"+56 2 4934 2160",Nocturno,Colmena,"Full time",607825,,,,,Disponible,6264,Cáceres,"Torrejón de Ardoz",2026-02-11,2026-08-02,38,4135,316000,"Nederlandse Sp",,"{Comida,""Aire acondicionado"",TV,Calefacción,Baño,Wifi,Agua}",{},,{Sevilla}
"David Rosas Delao",11001967,0,david2165@viajes.cl,david4902,pQC8jODc3WlG,"+56 9 3170 7242",Nocturno,Colmena,"Full time",607826,,,,,Disponible,9806,Zaragoza,Parla,2026-02-17,2026-05-28,3,2420,90000,"NSB (Noruega)",,"{""Asientos reclinables"",Comida,""Aire acondicionado"",Calefacción,Baño}",{},,"{Valencia,Valdemoro,Ferrol}"
"Micaela Tejada Villaseñor",24697582,5,micaela8113@viajes.cl,micaela5740,uS74Lfzhd,"+56 9 2706 5467",Diurno,Consalud,"Part time",607827,,,,,Disponible,57288,León,Jaén,2025-04-18,2025-09-03,39,3327,160000,Italo,,"{Wifi,Baño,""Asientos reclinables"",Agua,Calefacción,TV}",{},,"{Salamanca,""El Puerto de Santa María"",Valdemoro,Avilés}"
"Jaime Esparza Laureano",14175553,6,jaime2469@viajes.cl,Jaimelaureano,80YNllX69X0D,"+56 9 0036 1250",Diurno,Banmédica,"Full time",607828,,,,,Disponible,57319,Rubí,"Cerdañola del Vallés",2026-01-29,2026-06-08,48,3129,395000,"PKP (Polonia)",,"{""Asientos reclinables"",""Aire acondicionado"",Agua,Comida,Baño,TV}",{},,{Granada}
"Víctor Trujillo Lebrón",16119318,6,vOActor6620@viajes.cl,víctor5596,Z7Sk4B8ca,+56-9-6532-6016,Nocturno,Consalud,"Full time",607830,,,,,Disponible,68875,Sevilla,"El Ejido",2025-11-02,2025-11-13,47,287,146000,"SBB (Suiza)",,"{Calefacción,Agua,TV,Comida,Baño,""Aire acondicionado""}",{},,{Cuenta}
,5802609,3,EsperanzaalcOentar@viajes.cl,esraal,,"+56 2 3236 9568",Nocturno,Fonasa,"Part time",607831,,,,,Disponible,20411,Palencia,,,2026-04-27,19,4172,241000,,,"{""Aire acondicionado"",""Asientos reclinables"",Comida,Calefacción,TV,Wifi,Agua}",{},,"{""El Ejido"",Gijón,Guadalajara}"
"Irene Quintana Ibarra",333672,7,irene6155@viajes.cl,irquib,fF3AYDbLHm6U,+56-2-6135-9477,Nocturno,Fonasa,"Part time",607832,,,,,Disponible,47985,Rivas-Vaciamadrid,Albacete,2025-03-11,2025-04-03,43,554,147000,"RZD (Rusia)",,"{""Aire acondicionado"",""Asientos reclinables"",Comida,Calefacción,TV,Wifi,Agua}",{},,"{Benidorm,""Mollet del Vallés"",""Palma de Mallorca"",""Las Palmas de Gran Canaria""}"
"José Armendáriz López",7641570,6,JosOolOIpez@viajes.cl,josé3051,tUmDczmC1WxEG7fR,"+56 2 0520 9040",Nocturno,Fonasa,"Full time",607833,,,,,Disponible,42346,"Dos Hermanas",Alicante,2026-10-28,2027-02-17,32,2696,165000,Trenitalia,,"{Wifi,TV,Baño,""Asientos reclinables"",Comida}",{},,"{Coslada,Cartagena}"
"Felipe Meza Juárez",26109320,0,felipe8253@viajes.cl,felipe4554,MdRG7Y3tZxJ,"+56 2 2452 0461",Nocturno,Colmena,"Part time",607834,,,,,Disponible,80771,Zamora,Motril,2025-07-26,2025-10-17,12,2014,55000,"SJ (Suecia)",,"{Agua,Baño,TV,""Aire acondicionado""}",{},,"{Ponferrada,""Roquetas de Mar"",""Alcalá de Henares"",""Cerdañola del Vallés"",Logroño}"
"Sra. Hernán Sáenz Meza",13221545,6,sra.6448@viajes.cl,Sra.meza,j7Uh2dv8DA,"+56 9 8201 7089",Nocturno,Fonasa,"Part time",607835,,,,,Disponible,54989,parla#,Majadahonda,2026-02-17,2026-08-01,26,3977,341000,"CP (Portugal)",,"{""Asientos reclinables"",Baño,Calefacción,TV,Wifi,Agua,Comida}",{},,{}
"Guadalupe Ulloa Montenegro",9233608,5,Guadalupemontenegro@viajes.cl,guadalupe7397,kALMrkc4Y1B,"+56 2 7668 1556",Nocturno,Banmédica,"Full time",607836,,,,,Disponible,19930,Baracaldo,"San Sebastián",2025-05-04,2025-10-20,82,4075,250000,"ZFBH (Bosnia y Herzegovina)",,"{Calefacción,Wifi,Comida,TV,""Aire acondicionado"",""Asientos reclinables"",Baño}",{},,"{Barcelona,Zamora,Ponferrada,Viladecans}"
"Sr. Clara Carrera Olmos",29.623.243,2,sr.7869@viajes.cl,srclcaol,LQzSEOLRezl3Sp,"+56 2 9662 6912",Nocturno,Fonasa,"Full time",607837,,,0,,Disponible,38614,Paterna,BARACALDO!!!,2026-08-19,2026-10-23,32,1578,188000,"HŽ (Croacia)",,"{Agua,Comida,""Aire acondicionado"",TV}",{},,"{Ceuta,Manresa,Toledo}"
"Gregorio Granados Benítez",16699553,1,grgrbe@viajes.cl,gregorio6708,LEY6BNk1hDAaT,"+56 9 7775 2304",Diurno,Consalud,"Part time",607838,,,,,Disponible,59582,"Castellón de la Plana",Tarragona,2025-03-24,2025-04-20,75,650,72000,Amtrak,,"{Agua,Comida,""Aire acondicionado"",TV}",{},,"{""Alcalá de Henares"",Irún,""Cerdañola del Vallés"",Santander,""Palma de Mallorca""}"
"Vicente Alicea Quintanilla",22528181,5,vicente1876@viajes.cl,vialqu,clBnFi1O30nuIoQ,"+56 2 3360 3044",Diurno,"Más vida","Part time",607839,,,,,Disponible,30285,Santander,Viladecans,2025-03-17,2025-06-13,94,2122,91000,Thalys,,"{Comida,""Asientos reclinables"",Wifi,Agua}",{},,"{Valencia,Linares,Lorca,Orense}"
"Lola Acosta Dávila",20184241,7,LoladOevila@viajes.cl,Loladávila,WNpO1OTjg,"+56 9 9795 4908",Diurno,Colmena,"Part time",607840,,,,,Disponible,62190,Lérida,Alcoy,2026-04-28,2026-08-10,59,2512,215000,"RZD (Rusia)",,"{Wifi,""Aire acondicionado"",Agua,Comida,Baño}",{},,"{Logroño,Alcoy,Cádiz,""Mollet del Vallés"",Zaragoza}"
"Isabel Cerda Lara",13253856,5,iscela@viajes.cl,iscela,ecZYbx7F4,"+56 9 1010 0038",Diurno,Colmena,"Full time",607841,,,,,Disponible,63826,Alcoy,"Las Palmas de Gran Canaria",2026-06-21,2026-08-01,11,1006,79000,"RZD (Rusia)",,"{Agua,TV,Comida}",{},,{Badalona}
"Florencia Sosa Ocasio",13565838,3,florencia8495@viajes.cl,Florenciaocasio,Wzd2PGClf5,+56-2-6837-9297,,Colmena,"Part time",607842,,,,,Disponible,13887,Granollers,"Jerez de la Frontera",2025/05/08,2025/09/27,,3422,332000,,,"{Wifi,Agua,""Aire acondicionado"",Baño,TV,Calefacción}",{},,
"Claudio Aranda Sanches",17034379,4,claudio678@viajes.ceele,claudio3465,IdO8lK5e4dqXBUc3,"+56 9 0024 7385",Nocturno,"Más vida","Part time",607843,,,,,Disponible,10705,Murcia,Madrid,2026/07/13,2026/12/26,23,4002,228000,"CFR (Rumania)",,"{Calefacción,""Aire acondicionado"",Baño,Agua,TV,Wifi,Comida}",{},,"{Fuengirola,Benidorm,""San Cristróbal de la Laguna"",Reus,Vigo}"
"Sra. Andrea León Arce",26185346,9,sranlear@viajes.cl,sra.3290,lcnQw4e9hTP,"+56 2 5831 6851",Diurno,Fonasa,"Part time",607844,,,,,Disponible,15954,Torrelavega,Jaén,2026-03-16,2026-07-21,48,3064,369000,"CP (Portugal)",,"{Agua,Comida,Wifi,Calefacción,TV,Baño}",{},,"{Parla,""San Sebastían de los Reyes"",Cáceres}"
"Raúl Samaniego Dávila",16742775,8,RaOUldOevila@viajes.cl,raúl320,DG11bvSj9,"+56 9 9929 1767",Diurno,Colmena,"Full time",607845,,,,,Disponible,46841,"Pozuelo de Alarcón",Jaén,2025-06-06,2025-06-23,62,415,24000,Trenitalia,,"{Agua,Comida,Wifi,Calefacción,TV,Baño}",{},,"{""La Línea de la Concepción"",""Alcalá de Guadaira"",Guadalajara,Paterna,""Santa Cruz de Tenerife""}"
"Yolanda Cervántez Baca",2004023,8,yoceba@viajes.cl,Yolandabaca,O3rdR8Zpe0HHcgGy,"+56 9 2602 2504",Nocturno,Consalud,"Full time",607846,,,,,Disponible,83430,"Chiclana de la Frontera",Lérida,2025-03-24,2025-07-02,66,2402,133000,"MÁV (Hungría)",,"{Baño,""Aire acondicionado"",Agua,Calefacción,TV}",{},,"{Córdoba,Toledo,Majadahonda}"
"Carolina Luna Lara",18287992,4,Carolinalara@viajes.cl,carolina5473,9sTGwB5MOLqp,"+56 2 6437 5908",Diurno,Fonasa,"Part time",607847,,,,,Disponible,18938,"Cerdañola del Vallés",Zamora,2026-10-30,2027-04-15,51,4029,435000,"TGV (SNCF)",,"{Wifi,Comida,Calefacción,Baño,""Aire acondicionado"",TV,Agua}",{},,"{Santander,Tarrasa,Ceuta,""Roquetas de Mar""}"
"Blanca Aparicio Madera",5036991,9,blanca675@viajes.cl,blanca6743,J4QugP1j8Voz,"+56 9 2033 8608",Nocturno,Colmena,"Part time",607848,,,0,,Disponible,1323,"Mollet del Vallés",CáCERES!!!,2025-08-22,2025-10-27,36,1592,171000,"Nederlandse Sp",,"{Comida,Wifi,Calefacción,Agua}",{},,"{Rubí,Baracaldo,Elda,Alicante,Huelva}"
"Sra. Ester Marrero Orta",21370966,6,Sra.orta@viajes.cl,sra.8985,QqPvJ5uEhC,"+56 9 8883 4942",Diurno,Banmédica,"Full time",607849,,,,,Disponible,43448,Puertollano,Calahorra,2025-11-19,2026-03-17,50,2837,186000,Italo,,"{TV,Baño,Agua,""Aire acondicionado"",Calefacción}",{},,"{Gandía,Palencia}"
"María Eugenia Prado Serrano",9926114,5,maeuprse@viajes.cl,Maríaserrano,c7xLv83P,+56-9-0385-1591,Diurno,Colmena,"Full time",607850,,,0,,Disponible,9108,"Cornellá de Llobregat","Santa Lucía de Tirajana",2025/08/30,2026/02/03,48,3773,382000,"Deutsche Bahn (DB)",,"{""Asientos reclinables"",Comida,Baño,Calefacción,Agua,Wifi,TV}",{},,{Gerona}
"Agustín Olivo Galván",17199055,6,agustOAn4521@viajes.cl,agolga,zP3Rs9ER,"+56 2 7250 7469",Diurno,Colmena,"Part time",607851,,,,,Disponible,32278,"Santa Lucía de Tirajana","Cornellá de Llobregat",2025-10-14,2025-11-18,67,855,73000,"Deutsche Bahn (DB)",,"{""Aire acondicionado"",TV,""Asientos reclinables""}",{},,{Benalmádena}
"Rebeca Solorzano Mojica",21153790,6,rebeca2664@viajes.cl,resomo,3IC48Gkg4e,"+56 9 2181 0486",Nocturno,Consalud,"Part time",607852,,,,,Disponible,67286,Barcelona,Estepona,2025-11-19,2026-03-30,92,3164,236000,"RZD (Rusia)",,"{Baño,Calefacción,Agua,TV,Wifi,""Aire acondicionado""}",{},,{Zaragoza}
"Pedro Lerma Hinojosa",25969676,3,pedro2581@viajes.cl,pelehi,zA679XWE,"+56 9 4840 0524",Diurno,Consalud,"Part time",607853,,,,,Disponible,45840,Baracaldo,Benalmádena,2025-06-01,2025-07-24,23,1277,143000,"ZFBH (Bosnia y Herzegovina)",,"{Baño,TV,""Aire acondicionado""}",{},,"{Gandía,""El Prat de LLobregat"",Gecho,Estepona}"
"Rodrigo Armas Villalpando",10054396,6,roarvi@viajes.cl,Rodrigovillalpando,xCoWZD1gJUmh,"+56 2 8803 3910",Nocturno,"Más vida","Part time",607854,,,,,Disponible,35570,Valdemoro,Baracaldo,2025-10-29,2025-12-17,84,1178,42000,"NSB (Noruega)",,"{TV,Wifi,Baño}",{},,"{""Molina de Segura"",Cádiz,Manresa}"
"Sr. Lorena Echevarría Almanza",4301417,0,srloecal@viajes.cl,srloecal,1j6zHv0k1njI,"+56 2 4075 6103",Diurno,"Más vida","Full time",607855,,,,,Disponible,38143,Sabadell,"EL PRAT DE LLOBREGAT!!!",2026-10-22,2026-12-06,47,1100,128000,"ZFBH (Bosnia y Herzegovina)",,"{Agua,Wifi,TV}",{},,"{""Santiago de Compostela"",Oviedo,Gijón}"
"Mateo Ponce Pelayo",25389678,7,Mateopelayo@viajes.cl,mapope,DVQa2of5AhwL,"+56 2 8539 8605",Diurno,Fonasa,"Full time",607856,,,,,Disponible,55676,Torrevieja,Guadalajara,2026-06-15,2026-10-28,64,3261,391000,Eurostar,,"{Baño,Calefacción,Comida,""Asientos reclinables"",TV,Agua}",{},,"{""Hospitalet de LLobregat"",Torrevieja,Burgos,Tarragona,Zaragoza}"
"María Teresa Gurule Sedillo",10796104,6,marOAa9841@viajes.cl,Maríasedillo,7s6bZd9AMz3RW,"+56 2 5760 1966",Diurno,Consalud,"Part time",607857,,,,,Disponible,1769,Estepona,Gerona,2026-05-13,2026-07-09,99,1372,116000,"RZD (Rusia)",,"{Agua,Wifi,Baño}",{},,{}
"Gerardo Medina Rodrígez",5178374,3,GerardorodrOAgez@viajes.cl,Gerardorodrígez,q0B08NpBwEyfGgTc,"+56 9 2604 9367",Nocturno,Banmédica,"Full time",607858,,,,,Disponible,30342,Cuenta,"La Línea de la Concepción",2025-09-22,2025-12-18,69,2090,104000,Eurostar,,"{Comida,Calefacción,TV,""Aire acondicionado""}",{},,{}
"Eva Vázquez Girón",19169091,5,evvOegi@viajes.cl,evvági,47NRcNL5lahu,"+56 9 1210 1574",Diurno,Consalud,"Part time",607859,,,,,Disponible,52255,León,"Dos Hermanas",2026-08-06,2026-08-31,39,610,115000,Thalys,,"{Comida,Calefacción,TV,""Aire acondicionado""}",{},,{}
"Salvador Escalante Franco",20176971,0,salvador9062@viajes.cl,salvador4345,zoUTRfy1NsXOC5I,"+56 2 9735 8351",Nocturno,Consalud,"Full time",607860,,,,,Disponible,38351,Murcia,Getafe,2025-05-05,2025-05-22,41,419,18000,Renfe,,"{Comida,Calefacción,TV,""Aire acondicionado""}",{},,"{Sabadell,Palencia,Alicante}"
"Benito Griego Zayas",21365267,2,begrza@viajes.cl,benito4251,uwR2UHiUsI4AuE8,"+56 2 0279 0855",Diurno,Colmena,"Full time",607861,,,,,Disponible,86130,Granollers,Motril,2026-06-18,2026-12-12,95,4269,151000,"ZSSK (Eslovaquia)",,"{Agua,""Aire acondicionado"",Baño,Comida,Wifi,""Asientos reclinables"",TV}",{},,{}
"Sta. Agustín Lerma Carvajal",27934611,4,Sta.carvajal@viajes.cl,Sta.carvajal,xfw4pxOO3ckMO,"+56 2 4871 7575",Diurno,Colmena,"Part time",607862,,,0,,Disponible,12051,"Dos Hermanas",FERROL!!!,2026-04-06,2026-08-01,44,2830,166000,AVE,,"{Wifi,TV,""Aire acondicionado"",Comida,Calefacción}",{},,"{Sevilla,Pamplona,Torrevieja}"
"Manuela Nieves Gurule",6630382,9,manigu@viajes.cl,manuela9482,LVHhqSLw26rJDA,"+56 9 6279 8585",Nocturno,Colmena,"Full time",607863,,,,,Disponible,48862,"Roquetas de Mar","Ciudad Real",2026-08-16,2026-08-30,8,347,51000,"BDZ (Bulgaria)",,"{Wifi,TV,""Aire acondicionado"",Comida,Calefacción}",{},,"{""Talavera de la Reina"",Granollers,Valladolid}"
"Sr. Gloria Badillo Ozuna",23890017,4,Sr.ozuna@viajes.cl,,,"+56 2 3543 7289",Nocturno,Colmena,,607864,,,,,Disponible,63616,"Santa Lucía de Tirajana","Santa Coloma de Gramanet",2026-03-09,2026-07-25,12,3326,188000,"PKP (Polonia)",,"{""Asientos reclinables"",Baño,Wifi,TV,Agua,""Aire acondicionado""}",{},,"{Arrecife,Viladecans,Valencia}"
"Catalina Vargas Ozuna",7195575,3,Catalinaozuna@viajes.cl,catalina7062,zwSpVoO4R,"+56 9 3491 9515",Nocturno,Colmena,"Part time",607865,,,,,Disponible,51760,Alcoy,Burgos,2026-07-20,2026-08-23,3,838,108000,AVE,,"{TV,Baño,""Asientos reclinables""}",{},,{Granada}
"Raquel Laboy Gallegos",27725565,0,Raquelgallegos@viajes.cl,ralaga,3UFtYW6cj7T46SkW,+56-9-2593-2191,Diurno,Colmena,"Full time",607866,,,0,,Disponible,35001,Valdemoro,Benidorm,2026-09-04,2026-12-24,16,2668,161000,"ÖBB (Austria)",,"{Calefacción,""Aire acondicionado"",Wifi,Agua,""Asientos reclinables""}",{},,{Málaga}
"Soledad Caballero Escamilla",24831412,5,socaes@viajes.ceele,soledad7142,1cPiMCFWhKbL4M,+56-2-9104-8401,Diurno,Colmena,"Full time",607867,,,,,Disponible,65868,"el ejido#",Guadalajara,2026/02/17,2026/05/09,34,1955,140000,"ZSSK (Eslovaquia)",,"{Calefacción,Wifi,Agua,Comida}",{},,"{""San Fernando"",""Hospitalet de LLobregat"",""San Sebastían de los Reyes"",Málaga}"
"Lourdes Anguiano Gamez",7987955,0,Lourdesgamez@viajes.cl,loanga,TSXfgJf9YW,"+56 9 3609 3230",Diurno,Consalud,"Part time",607868,,,,,Disponible,58091,gandía#,"Dos Hermanas",2025/09/23,2025/11/13,97,1230,87000,"Deutsche Bahn (DB)",,"{""Asientos reclinables"",Calefacción,Wifi}",{},,"{""Cornellá de Llobregat"",Mijas}"
"Victoria Galindo Laboy",24661212,9,vigala@viajes.cl,Victorialaboy,jCFInz9Gcfp,"+56 9 9193 8424",Nocturno,Banmédica,"Full time",607869,,,,,Disponible,36043,Oviedo,Gijón,2025-10-13,2026-02-12,66,2937,168000,"ZSSK (Eslovaquia)",,"{Agua,TV,""Asientos reclinables"",Baño,""Aire acondicionado"",Calefacción}",{},,"{""San Sebastían de los Reyes"",Bilbao,""Molina de Segura"",""Santa Cruz de Tenerife""}"
"José Marroquín Rocha",16.881.860,2,jomaro@viajes.ceele,jomaro,M0MoGg5y7,+56-9-8994-3019,Diurno,Consalud,"Part time",607870,,,0,,Disponible,85095,"Molina de Segura",Vitoria,2025-01-28,2025-06-22,16,3494,325000,"CD (República Checa)",,"{Comida,TV,Agua,Baño,Calefacción,Wifi}",{},,"{""Sanlúcar de Barrameda""}"
"Elsa Chávez Aguilera",11133673,3,Elsaaguilera@viajes.cl,Elsaaguilera,prSIfW2xtF5JW,"+56 2 5716 2003",Nocturno,Consalud,"Full time",607871,,,0,,Disponible,64995,Guadalajara,Ávila,2026-08-07,2026-12-18,5,3195,276000,"ZFBH (Bosnia y Herzegovina)",,"{""Asientos reclinables"",Wifi,""Aire acondicionado"",Calefacción,TV,Agua}",{},,"{Cáceres,Albacete,Burgos}"
"Javier Ramos Esquibel",870140,7,Javieresquibel@viajes.cl,Javieresquibel,Ecu8lKtMQ7QF3Jk,"+56 9 2318 0763",Diurno,Banmédica,"Part time",607872,,,,,Disponible,72786,"Alcalá de Guadaira",INCA!!!,2025-07-19,2025-10-31,9,2514,230000,"ZS (Eslovenia)",,"{Calefacción,Agua,""Asientos reclinables"",Baño,TV}",{},,"{Rivas-Vaciamadrid,Gandía}"
"Ester Alcaraz Ordóñez",4.245.413,3,EsterordOIO�ez@viajes.cl,Esterordóñez,jGS5mIYYeg7bI7Rt,"+56 9 5822 1015",Diurno,Banmédica,"Part time",607873,,,,,Disponible,20575,Mijas,Vitoria,2025-03-08,2025-07-06,63,2885,390000,Amtrak,,"{Agua,TV,""Asientos reclinables"",""Aire acondicionado"",Calefacción,Comida}",{},,"{Toledo,""La Línea de la Concepción"",Benalmádena,Almería}"
"Víctor Rodrígez Malave",10411842,9,vOAroma@viajes.cl,víctor3037,IcfD5DJpAmT9ZlIp,"+56 9 0247 7754",Diurno,"Más vida","Part time",607874,,,,,Disponible,8864,"San Fernando","El Ejido",2025-01-15,2025-02-09,98,620,71000,"ZS (Eslovenia)",,"{Agua,TV,""Asientos reclinables"",""Aire acondicionado"",Calefacción,Comida}",{},,"{Rubí,Gijón,""San Fernando""}"
"Sr. Mariana Caldera Colón",14263002,8,sr.9956@viajes.cl,sr.3843,1ZPuREHdWJpg2T,"+56 2 7831 6768",Diurno,Consalud,"Part time",607919,,,,,Disponible,82011,"San Sebastián",Guadalajara,2026-05-01,2026-06-17,68,1133,123000,"Deutsche Bahn (DB)",,"{Wifi,Calefacción,Baño}",{},,"{""El Puerto de Santa María""}"
"Natalia Lira Palacios",22678227,3,natalia4353@viajes.cl,Nataliapalacios,LUR0cqabivo9huD,"+56 2 0637 7991",Nocturno,Colmena,"Full time",607875,,,,,Disponible,18802,"Molina de Segura",Orihuela,2025-08-31,2026-02-05,29,3815,459000,"DSB (Dinamarca)",,"{Comida,Wifi,Baño,""Aire acondicionado"",Agua,""Asientos reclinables"",Calefacción}",{},,{}
"Sta. Juan Monroy Barrientos",18.355.766,1,stjumoba@viajes.cl,Sta.barrientos,NRgPZWly611,"+56 9 8293 0716",Diurno,Colmena,"Part time",607876,,,,,Disponible,83408,Ferrol,Fuenlabrada,2026-10-29,2026-12-14,13,1119,103000,"SNCB (Bélgica)",,"{""Aire acondicionado"",TV,Wifi}",{},,{Logroño}
"Lorena Holguín Ruiz",1.474.613,7,lorena3710@@viajes.cl,,meHcRWiHoPiC9v,"+56 2 5220 9585",Nocturno,Consalud,"Full time",607877,,,,,Disponible,49773,Santander,Sabadell,2026-11-24,,,,188000,"TGV (SNCF)",,"{Calefacción,""Asientos reclinables"",Comida,Agua}",{},,
