id,agenda_id,fecha,monto,cantidad_personas,estado_disponibilidad,puntos_booked,correo_empleado,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,fecha_salida,fecha_llegada,comodidades,tipo_bus
122497,63951,2025-01-13,2388000,6,No disponible,2388,honúza973@viajes.cl,,Santander,10,3863,398000,Qantas,2026-10-07,2026-10-09,{},
147418,,,,,Disponible,0,horilo469@viajes.cl,Castellón de la Plana,Gecho,70,122,174000,Wizz Air,2025-01-18,2025-01-23,{},
113186,59678,2025-03-14,1062000,9,No disponible,1062,hubame100@viajes.cl,Valladolid,Elda,34,3408,118000,,2025-06-05,2025-06-07,{},
94348,58584,2025-01-10,304000,2,No disponible,304,huesca862@viajes.cl,Leganés,Coslada,37,2143,152000,,2025-03-12,2025-03-13,"{""Asientos reclinables"",Agua,""Aire acondicionado"",Calefacción}",
90719,62766,2025-01-26,468000,9,No disponible,468,ignacio6635603@viajes.cl,La Línea de la Concepción,Sevilla,48,1046,52000,SNCB (Bélgica),2025-04-03,2025-04-03,"{Wifi,Baño,""Aire acondicionado""}",
129171,61441,2025-01-26,1845000,9,No disponible,1845,incava830@viajes.cl,Salamanca,Inca,21,4017,205000,CFR (Rumania),2025-03-09,2025-03-11,"{""Aire acondicionado"",Baño,Wifi,Agua,""Asientos reclinables"",TV,Calefacción}",
135182,65258,2026-02-13,3144000,8,No disponible,3144,irpipi229@viajes.cl,Fuengirola,Móstoles,11,3616,393000,ZS (Eslovenia),2026-06-17,,"{Comida,Wifi,Agua,TV,""Aire acondicionado"",Baño,Calefacción}",
126433,60380,2025-02-04,630000,5,No disponible,630,isrelu647@viajes.cl,Reus,Manresa,25,2464,126000,ŽSSK (Eslovaquia),2025-05-03,2025-05-04,"{Agua,TV,Comida,""Asientos reclinables"",Baño}",
132259,64921,2025-08-29,660000,3,No disponible,660,iszara805@viajes.cl,,Burgos,2,2273,220000,,2025-11-30,2025-12-01,"{TV,Comida,Calefacción,""Aire acondicionado"",Baño}",
147942,,,,,Disponible,0,jacama710@viajes.cl,Lugo,,92,3202,102000,United Airlines,2025-10-31,2026-03-13,{},
79735,63154,2025-03-11,1660000,5,No disponible,1660,jahemu317@viajes.cl,Málaga,Sabadell,70,3538,332000,Deutsche Bahn (DB),2026-02-15,2026-02-17,"{Agua,Wifi,""Asientos reclinables"",""Aire acondicionado"",TV,Baño}",
147379,,,,,Disponible,0,jaime9567571@viajes.cl,Parla,Alicante,24,2190,141000,Qatar Airways,2025-11-25,2026-02-24,{},
97353,66353,2025-06-24,36000,1,No disponible,36,jarear931@viajes.cl,Zamora,Calahorra,46,376,36000,NSB (Noruega),2026-10-20,,{},
141862,56793,2025-12-06,199000,1,No disponible,199,jeroca654@viajes.cl,Sabadell,Gerona,57,2990,199000,,2026-05-22,2026-05-24,"{""Aire acondicionado"",Calefacción,Wifi,Baño,Comida,Agua}",
102919,65364,2025-01-11,150000,1,No disponible,150,jerónimo2841319@viajes.cl,Badajoz,Pontevedra,4,3738,150000,NS International,2025-02-23,2025-02-25,"{Baño,""Aire acondicionado"",Comida,Calefacción,Wifi,TV,""Asientos reclinables""}",
81340,64518,2025-04-28,1290000,10,No disponible,1290,joaquín6062886@viajes.cl,Arrecife,,75,413,129000,DSB (Dinamarca),2025-06-20,,{},
111115,62300,2025-01-24,1883000,7,No disponible,1883,jocacr192@viajes.cl,San Sebastián,Torrejón de Ardoz,70,2918,269000,,2026-07-26,2026-07-28,"{TV,Comida,Wifi,Baño,""Asientos reclinables"",""Aire acondicionado""}",
149252,,,,,Disponible,0,jolualal605@viajes.cl,San Cristróbal de la Laguna,Torrelavega,87,3037,171000,,2025-10-01,2026-02-04,,
114486,59675,2025-02-24,1410000,10,No disponible,1410,jomaalma170@viajes.cl,Ferrol,El Ejido,95,1349,141000,,2026-06-06,2026-06-06,"{TV,""Aire acondicionado"",Comida}",
112589,65994,2025-10-09,480000,5,No disponible,480,jomaraga355@viajes.cl,Salamanca,Ávila,9,776,96000,Nederlandse Sp,2025-11-25,2025-11-25,"{""Aire acondicionado"",Agua,TV}",
106622,58743,2025-04-06,1104000,8,No disponible,1104,jopabu104@viajes.cl,Parla,Santa Coloma de Gramanet,18,922,138000,Frontier Airlines,2026-08-10,,{},
146839,,,,,Disponible,0,josé4245489@viajes.cl,Linares,Rubí,41,922,194000,Buses Ahumada,2026-07-11,,"{TV,Agua,""Aire acondicionado""}",
131564,62278,2025-02-26,805000,5,No disponible,805,josé4375225@viajes.cl,Talavera de la Reina,Valdemoro,51,4117,161000,TGV (SNCF),2025-12-01,2025-12-03,"{TV,Comida,""Asientos reclinables"",Baño,""Aire acondicionado"",Agua,Calefacción}",
135516,64498,2025-11-09,801000,3,No disponible,801,josé7055717@viajes.cl,Almería,Lugo,11,3577,267000,Japan Airlines,2026-01-08,2026-01-10,{},
103985,61140,2025-07-10,1160000,8,No disponible,1160,josé7880619@viajes.cl,Palma de Mallorca,Marbella,72,1180,145000,CD (República Checa),2026-04-07,2026-04-07,,
82642,66341,2025-08-13,873000,9,No disponible,873,jucébeva663@viajes.cl,Burgos,Arrecife,7,2541,97000,LATAM Airlines,2025-11-11,2025-11-12,{},
146982,,,,,Disponible,0,jucéguvi280@viajes.cl,Palencia,La Línea de la Concepción,63,3482,110000,Southwest Airlines,2025-11-04,2026-03-29,{},
147986,,,,,Disponible,0,juolol339@viajes.cl,Elda,Cerdañola del Vallés,30,1608,134000,Frontier Airlines,2026-05-04,2026-07-10,{},
149147,,,,,Disponible,0,jupabe305@viajes.cl,Alcobendas,Coslada,56,417,85000,SNCB (Bélgica),2026-05-22,2026-06-08,"{Agua,TV,""Asientos reclinables"",Comida,Baño}",
139808,65666,2025-05-14,550000,5,No disponible,550,jupuma342@viajes.cl,San Sebastián,Barcelona,50,1750,110000,Megabus,2026-10-04,2026-10-05,"{Wifi,""Asientos reclinables"",""Aire acondicionado""}",
147031,,,,,Disponible,0,jutaáv641@viajes.cl,Fuengirola,Mérida,48,3775,267000,Avianca,2025-04-01,2025-09-05,{},
146997,,,,,Disponible,0,leonor9451196@viajes.cl,Badajoz,Vigo,50,4031,200000,Alaska Airlines,2026-01-12,2026-06-28,{},
81013,61625,2025-04-29,1560000,5,No disponible,1560,leorti155@viajes.cl,Paterna,León,14,3375,312000,Alaska Airlines,2026-07-05,2026-07-07,{},
95079,58383,2026-02-18,620000,5,No disponible,620,lilia8931915@viajes.cl,Zamora,Alicante,82,994,124000,NSB (Noruega),2026-03-18,2026-03-18,"{Baño,Calefacción,TV}",
130677,63811,2025-02-26,324000,1,No disponible,324,loalza265@viajes.cl,Elda,Estepona,7,3742,324000,CFR (Rumania),2026-07-23,2026-07-25,"{""Aire acondicionado"",Calefacción,Comida,Wifi,TV,Baño,Agua}",
107792,58263,2025-09-28,1715000,7,No disponible,1715,lola905232@viajes.cl,Jerez de la Frontera,Roquetas de Mar,35,3430,245000,Air Canada,2026-11-10,2026-11-12,{},
96820,61576,2026-05-26,1722000,6,No disponible,1722,lomato408@viajes.cl,Manresa,Orihuela,39,3650,287000,NS International,2026-06-04,,"{""Aire acondicionado"",Wifi,TV,Calefacción,Agua,Comida,Baño}",
88118,55876,2025-01-22,208000,2,No disponible,208,lorena3513609@viajes.cl,Cádiz,Irún,74,491,104000,Italo,2025-02-22,,{},
114019,61191,2025-06-26,256000,8,No disponible,256,lourdes4205209@viajes.cl,Madrid,Córdoba,43,1340,32000,Turkish Airlines,2025-11-17,2025-11-17,{},
90886,61071,2025-04-19,392000,7,No disponible,392,lucabo108@viajes.cl,Mérida,Gandía,41,1484,56000,,2025-08-21,2025-08-22,{},
124338,63660,2025-05-22,1955000,5,No disponible,1955,lucas2379246@viajes.cl,Estepona,Torrejón de Ardoz,85,2975,391000,PKP (Polonia),2025-12-22,2025-12-24,"{Comida,""Asientos reclinables"",Wifi,""Aire acondicionado"",TV,Calefacción}",
149390,,,,,Disponible,0,lucas4005174@viajes.cl,Pontevedra,Vitoria,63,1291,132000,SBB (Suiza),2025-07-01,2025-08-23,"{Wifi,Calefacción,Baño}",
79191,61312,2026-03-02,1740000,6,No disponible,1740,luis2971637@viajes.cl,Collado Villalba,Mollet del Vallés,34,2887,290000,ZSSK (Eslovaquia),2026-08-05,2026-08-07,"{""Asientos reclinables"",Agua,""Aire acondicionado"",Wifi,Baño,Comida}",
118879,62428,2026-07-15,220000,4,No disponible,220,luisa595785@viajes.cl,Lorca,Torremolinos,43,983,55000,,2026-11-20,2026-11-20,"{""Asientos reclinables"",""Aire acondicionado"",Calefacción}",
145139,,,,,Disponible,0,lumirira887@viajes.cl,Santa Coloma de Gramanet,Algeciras,48,499,129000,ADO,2025-09-23,,"{TV,""Asientos reclinables"",Wifi}",
122411,61429,2025-10-06,1002000,6,No disponible,1002,lupato375@viajes.cl,Pozuelo de Alarcón,Baracaldo,65,2689,167000,MÁV (Hungría),2025-11-06,2025-11-07,"{Baño,Wifi,Calefacción,""Aire acondicionado"",Agua}",
148504,,,,,Disponible,0,lurosi472@viajes.cl,Sabadell,Algeciras,52,2685,284000,Air New Zealand,2025-12-16,2026-04-06,{},
125381,62447,2025-01-30,214000,1,No disponible,214,luvade652@viajes.cl,Viladecans,Viladecans,97,3673,214000,SNCB (Bélgica),2026-01-13,2026-01-15,"{""Asientos reclinables"",""Aire acondicionado"",Agua,TV,Baño,Comida,Calefacción}",
147546,,,,,Disponible,0,luz7344853@viajes.cl,Logroño,Mataró,73,3194,246000,Frontier Airlines,2026-03-06,2026-07-17,,
83558,62440,2025-01-05,1170000,10,No disponible,1170,maanvaju254@viajes.cl,Vigo,Rubí,64,3250,117000,VRZ (Croacia),2025-02-10,2025-02-12,"{TV,Calefacción,Agua,""Asientos reclinables"",Wifi,Baño}",
149823,,,,,Disponible,0,mababa273@viajes.cl,Gijón,Tarrasa,4,1399,68000,CFR (Rumania),2026-06-27,2026-08-24,"{""Aire acondicionado"",Comida,Agua}",
143906,59703,2026-02-04,2280000,10,No disponible,2280,mabepa708@viajes.cl,Ávila,Pontevedra,43,3995,228000,Italo,2026-06-21,2026-06-23,"{Calefacción,""Aire acondicionado"",""Asientos reclinables"",TV,Wifi,Comida,Baño}",
90089,59200,2025-07-25,917000,7,No disponible,917,macaar807@viajes.cl,Pontevedra,Hospitalet de LLobregat,73,2791,131000,AVE,2025-10-10,,"{Comida,Agua,Baño,TV,Calefacción}",
148835,,,,,Disponible,0,maespa877@viajes.cl,Sabadell,Huelva,26,1598,78000,VR (Finlandia),2026-09-09,2026-11-14,"{Baño,Calefacción,""Asientos reclinables"",""Aire acondicionado""}",
114758,64416,2025-08-10,302000,2,No disponible,302,mafitr540@viajes.cl,Puertollano,Paterna,10,4300,151000,ŽFBH (Bosnia y Herzegovina),2025-10-18,2025-10-20,"{Baño,""Aire acondicionado"",Comida,""Asientos reclinables"",Wifi,Agua,Calefacción}",
149885,,,,,Disponible,0,manuel2609542@viajes.cl,Palma de Mallorca,Gerona,90,2035,171000,Italo,2025-09-17,2025-12-10,"{Agua,Calefacción,Comida,Wifi}",
117754,63225,2026-06-12,1089000,9,No disponible,1089,manuel8069557@viajes.cl,Marbella,Reus,45,2459,121000,El Rápido Internacional,2026-07-06,2026-07-07,"{TV,Baño,Wifi}",
148399,,,,,Disponible,0,mapéga398@viajes.cl,Ceuta,Cartagena,91,371,28000,JetBlue,2025-11-01,2025-11-16,{},
98731,57519,2025-06-14,858000,6,No disponible,858,marcela1063339@viajes.cl,Valencia,Estepona,26,2363,143000,SNCB (Bélgica),2026-02-22,2026-02-23,"{Baño,Calefacción,Comida,Agua,""Aire acondicionado""}",
106471,66082,2025-03-22,1953000,7,No disponible,1953,marcela3216289@viajes.cl,Gecho,Valladolid,47,2360,279000,NS International,2025-11-27,2025-11-28,"{Wifi,Comida,""Aire acondicionado"",TV,Baño}",
147348,,,,,Disponible,0,marco2477413@viajes.cl,,Albacete,55,532,158000,Southwest Airlines,2026-05-27,,{},
90130,56502,2025-04-20,87000,1,No disponible,87,marco4750582@viajes.cl,Segovia,Jerez de la Frontera,78,1081,87000,All Nippon Airways (ANA),2025-05-29,2025-05-29,{},
96655,66416,2025-01-18,2520000,9,No disponible,2520,marco9528241@viajes.cl,Collado Villalba,Elda,89,2934,280000,ZS (Eslovenia),2025-03-12,2025-03-14,"{""Asientos reclinables"",Comida,Calefacción,Agua,TV,""Aire acondicionado""}",
148124,,,,,Disponible,0,mariana7039242@viajes.cl,Orense,Lugo,57,3129,348000,Japan Airlines,2025-10-14,2026-02-21,{},
129885,60195,2025-08-20,328000,2,No disponible,328,mariano1060145@viajes.cl,Roquetas de Mar,Madrid,4,2670,164000,KLM,2026-06-13,2026-06-14,{},
145613,,,,,Disponible,0,maricarmen6071837@viajes.cl,Rivas-Vaciamadrid,Badajoz,49,1190,188000,Avanza,2026-10-12,,"{Baño,Calefacción,TV}",
87598,62145,2025-11-19,1376000,8,No disponible,1376,maricarmen9657233@viajes.cl,Tarrasa,,20,389,172000,AVE,2025-12-30,2025-12-30,{},
148101,,,,,Disponible,0,mario640726@viajes.cl,Toledo,Móstoles,71,2275,94000,Alaska Airlines,2026-08-22,2026-11-24,,
82341,56236,2025-12-04,687000,3,No disponible,687,mario7458237@viajes.cl,Orihuela,Elda,92,2231,229000,CD (República Checa),2026-09-27,2026-09-28,"{Comida,TV,Agua,Calefacción,Baño}",
149075,,,,,Disponible,0,marisol5505335@viajes.cl,,Sabadell,42,2485,140000,,2025-02-23,2025-06-06,"{""Aire acondicionado"",Wifi,TV,""Asientos reclinables"",Agua}",
135545,57527,2026-01-07,2136000,6,No disponible,2136,marose818@viajes.cl,San Sebastián,Sanlúcar de Barrameda,84,4023,356000,Spirit Airlines,2026-04-22,2026-04-24,{},
82970,63326,2025-01-25,560000,7,No disponible,560,marta7708109@viajes.cl,Santander,,100,767,80000,,2025-06-18,2025-06-18,"{TV,Agua,Comida}",
150012,,,,,Disponible,0,martín4667928@viajes.cl,Leganés,Badalona,83,2296,261000,ŽSSK (Eslovaquia),2025-08-09,2025-11-12,,
144038,61523,2025-01-01,3030000,10,No disponible,3030,maría1459222@viajes.cl,Fuengirola,Orense,49,4225,303000,Southwest Airlines,2025-04-14,2025-04-16,{},
121632,58887,2025-05-04,2712000,8,No disponible,2712,maría3991976@viajes.cl,Avilés,Valencia,64,4171,339000,All Nippon Airways (ANA),2026-05-29,2026-05-31,{},
147223,,,,,Disponible,0,maría4511762@viajes.cl,Elda,Ávila,32,771,148000,Delta Air Lines,2025-04-12,2025-05-14,{},
81097,66454,2025-01-04,456000,2,No disponible,456,maría5692273@viajes.cl,Sagunto,Castellón de la Plana,37,4095,228000,ÖBB (Austria),2025-04-27,2025-04-29,"{TV,Baño,Comida,""Aire acondicionado"",Agua,""Asientos reclinables"",Calefacción}",
83545,59950,2025-09-09,1141000,7,No disponible,1141,maría574504@viajes.cl,Móstoles,Orense,14,1750,163000,Eurostar,2026-08-23,2026-08-24,"{Comida,Agua,""Asientos reclinables"",Baño}",
113351,64640,2025-01-05,364000,7,No disponible,364,maría6649456@viajes.cl,Estepona,Ávila,12,449,52000,SJ (Suecia),2025-01-31,2025-01-31,{},
149575,,,,,Disponible,0,maría6926441@viajes.cl,Murcia,Castellón de la Plana,90,3626,219000,Italo,2025-12-26,2026-05-26,"{Agua,Comida,""Asientos reclinables"",Calefacción,Baño,TV,Wifi}",
131905,65109,2025-03-12,160000,5,No disponible,160,maría7665694@viajes.cl,,Valencia,33,924,32000,Thalys,2025-05-25,2025-05-25,"{""Aire acondicionado"",Calefacción,TV}",
124435,62295,2025-12-11,623000,7,No disponible,623,maría8426631@viajes.cl,Arrecife,Avilés,13,771,89000,NS International,2026-01-10,2026-01-10,"{TV,Comida,Calefacción}",
148256,,,,,Disponible,0,mateo2584848@viajes.cl,Roquetas de Mar,San Fernando,93,658,122000,Alaska Airlines,2025-06-01,2025-06-28,{},
148285,,,,,Disponible,0,mateo7221105@viajes.cl,Badajoz,San Cristróbal de la Laguna,,2103,175000,British Airways,2025-01-25,2025-04-22,{},
104782,66541,2025-03-15,428000,4,No disponible,428,mavepa513@viajes.cl,Algeciras,Logroño,62,1023,107000,ZFBH (Bosnia y Herzegovina),2025-11-10,2025-11-10,"{Wifi,""Asientos reclinables"",Comida}",
149644,,,,,Disponible,0,mazeha128@viajes.cl,,Segovia,96,2180,299000,ZFBH (Bosnia y Herzegovina),2026-05-29,2026-08-27,"{Baño,Agua,Comida,Wifi,TV}",
94831,64234,2025-04-23,662000,2,No disponible,662,migara979@viajes.cl,Fuengirola,Santa Cruz de Tenerife,30,3713,331000,Nederlandse Sp,2025-06-06,2025-06-08,"{Baño,""Aire acondicionado"",Wifi,Agua,Calefacción,TV,""Asientos reclinables""}",
148075,,,,,Disponible,0,miguel7762265@viajes.cl,Málaga,San Sebastián,35,937,117000,Qatar Airways,2025-11-27,2026-01-05,{},
148077,,,,,Disponible,0,mónica1582901@viajes.cl,Alcalá de Guadaira,Valladolid,74,3539,308000,Air Canada,2026-07-07,2026-12-01,{},
88340,65278,2025-05-17,1100000,10,No disponible,1100,octavio917278@viajes.cl,Viladecans,Alcoy,90,2868,110000,WestJet,2025-11-15,2025-11-16,{},
149237,,,,,Disponible,0,paaral909@viajes.cl,Valdemoro,Reus,7,634,147000,Trenitalia,2026-05-11,2026-06-06,"{""Aire acondicionado"",""Asientos reclinables"",Calefacción,Baño}",
147521,,,,,Disponible,0,pamade476@viajes.cl,Elche,Coslada,63,548,160000,Japan Airlines,2025-02-01,2025-02-23,{},
101529,66602,2025-08-18,1324000,4,No disponible,1324,papaci882@viajes.cl,Dos Hermanas,Segovia,47,3085,331000,Frontier Airlines,2026-02-22,2026-02-24,{},
132307,57970,2025-02-16,1350000,9,No disponible,1350,patricia8996692@viajes.cl,Calahorra,Palma de Mallorca,26,2021,150000,Qatar Airways,2025-07-21,2025-07-22,{},
140013,60999,2025-03-25,1295000,7,No disponible,1295,patricio7879257@viajes.cl,Gerona,Albacete,91,204,185000,Italo,2026-01-25,2026-01-25,{},
101295,59686,2025-03-23,805000,7,No disponible,805,pecacó921@viajes.cl,Orihuela,,70,946,115000,American Airlines,2025-07-25,2025-07-25,{},
85909,66346,2025-04-05,78000,2,No disponible,78,pedro5278659@viajes.cl,Valladolid,Avilés,7,134,39000,Southwest Airlines,2025-05-16,2025-05-16,{},
148331,,,,,Disponible,0,pivice769@viajes.cl,Rubí,Sabadell,84,3959,306000,Wizz Air,2026-06-04,2026-11-15,{},
86542,61411,2026-06-06,813000,3,No disponible,813,raacde153@viajes.cl,Ferrol,Sanlúcar de Barrameda,70,3104,271000,ZS (Eslovenia),2026-08-02,2026-08-04,"{""Asientos reclinables"",""Aire acondicionado"",Wifi,Baño,Agua,Comida}",
93490,64411,2025-05-08,1840000,10,No disponible,1840,rabéma434@viajes.cl,Salamanca,Marbella,61,2079,184000,Frontier Airlines,2025-06-11,2025-06-12,{},
147983,,,,,Disponible,0,ramiro8561965@viajes.cl,Gecho,Majadahonda,37,2848,126000,Air Canada,2025-10-24,2026-02-19,{},
118929,60427,2026-01-10,936000,6,No disponible,936,ramona8318679@viajes.cl,Albacete,Hospitalet de LLobregat,7,1688,156000,VRZ (Croacia),2026-10-11,2026-10-12,"{Wifi,TV,Baño,Agua}",
149946,,,,,Disponible,0,rapéal949@viajes.cl,San Fernando,,18,2671,178000,NS International,2026-04-23,2026-08-12,"{Wifi,""Asientos reclinables"",""Aire acondicionado"",Calefacción,TV}",
148487,,,,,Disponible,0,raviga372@viajes.cl,Huelva,Torremolinos,50,3650,319000,Japan Airlines,2025-08-02,2026-01-01,{},
107598,63483,2025-05-27,618000,6,No disponible,618,raágoc944@viajes.cl,Molina de Segura,Alcalá de Henares,26,3410,103000,ÖBB (Austria),2025-09-22,2025-09-24,"{Comida,Calefacción,""Asientos reclinables"",""Aire acondicionado"",Baño,Agua}",
91575,57324,2025-03-29,3872000,8,No disponible,3872,raúl2235183@viajes.cl,Ceuta,Tarrasa,94,4052,484000,CP (Portugal),2025-04-01,2025-04-03,"{Wifi,Baño,Comida,""Asientos reclinables"",Calefacción,""Aire acondicionado"",Agua}",
147153,,,,,Disponible,0,reciso597@viajes.cl,Talavera de la Reina,Rubí,40,2559,218000,Avianca,2025-01-22,2025-05-08,{},
97583,58937,2026-01-30,2988000,6,No disponible,2988,redeto680@viajes.cl,Calahorra,Chiclana de la Frontera,33,4061,498000,ZSSK (Eslovaquia),2026-05-16,2026-05-18,"{""Asientos reclinables"",Agua,""Aire acondicionado"",Baño,TV,Wifi,Calefacción}",
109074,55870,2025-02-05,2358000,9,No disponible,2358,reina5836237@viajes.cl,Albacete,Benidorm,50,2982,262000,United Airlines,2025-07-12,,{},
148551,,,,,Disponible,0,ricardo3973419@viajes.cl,Las Palmas de Gran Canaria,Alcalá de Henares,42,2718,233000,,2026-05-27,2026-09-17,{},
148464,,,,,Disponible,0,ricardo4847308@viajes.cl,Ponferrada,San Sebastían de los Reyes,3,1396,135000,British Airways,2026-05-31,2026-07-28,{},
83735,64515,2025-03-17,231000,3,No disponible,231,rizúca865@viajes.cl,Chiclana de la Frontera,Reus,60,1273,77000,ŽFBH (Bosnia y Herzegovina),2025-05-14,2025-05-14,"{Wifi,Agua,TV}",
87928,57281,2025-09-09,202000,2,No disponible,202,rodrigo4341380@viajes.cl,Barcelona,La Línea de la Concepción,,1476,101000,CP (Portugal),2026-07-22,2026-07-23,"{Wifi,""Aire acondicionado"",""Asientos reclinables"",Agua}",
134546,59264,2025-01-02,130000,1,No disponible,130,sagrca240@viajes.cl,Palma de Mallorca,Telde,94,1074,130000,Amtrak,2025-01-31,2025-01-31,"{Calefacción,""Aire acondicionado"",Comida}",
89394,61974,2025-02-02,184000,8,No disponible,184,samuel7438504@viajes.cl,,Zamora,82,658,23000,Avianca,2025-10-14,2025-10-14,{},
112151,65351,2025-01-02,2110000,10,No disponible,2110,samuel9126473@viajes.cl,Inca,Lugo,64,2743,211000,Air Canada,2025-01-03,2025-01-04,{},
116355,60056,2025-01-25,2970000,6,No disponible,2970,santiago5940278@viajes.cl,Sanlúcar de Barrameda,La Coruña,78,4095,495000,Frontier Airlines,2025-03-29,2025-03-31,{},
147646,,,,,Disponible,0,santiago9579341@viajes.cl,Santa Coloma de Gramanet,,33,1302,120000,Copa Airlines,2025-11-20,2026-01-13,{},
141720,62563,2025-09-30,624000,4,No disponible,624,sasegr729@viajes.cl,Pamplona,San Sebastián,88,1507,156000,Japan Airlines,2025-10-10,2025-10-11,{},
147309,,,,,Disponible,0,sergio8830950@viajes.cl,,Cartagena,82,1326,111000,EasyJet,2025-09-16,2025-11-10,{},
148594,,,,,Disponible,0,sonia3028381@viajes.cl,Collado Villalba,Jaén,,3584,192000,Air New Zealand,2026-01-30,2026-06-28,{},
118636,57315,2025-06-10,149000,1,No disponible,149,sonia8445310@viajes.cl,Roquetas de Mar,Torremolinos,5,782,149000,ÖBB (Austria),2026-11-28,2026-11-28,"{Wifi,Calefacción,Comida}",
116912,65352,2025-01-01,399000,1,No disponible,399,sr.1328517@viajes.cl,Santiago de Compostela,Ceuta,15,3872,399000,AVE,2025-06-27,2025-06-29,"{Agua,TV,Calefacción,""Aire acondicionado"",Baño,""Asientos reclinables"",Wifi}",
110467,65705,2025-04-07,592000,8,No disponible,592,sr.1944583@viajes.cl,Almería,Irún,50,1398,74000,NS International,2025-08-23,2025-08-23,"{Agua,Baño,Calefacción}",
104957,56221,2025-12-24,730000,5,No disponible,730,sr.2984528@viajes.cl,Tarrasa,Almería,,1577,146000,Air New Zealand,2026-07-15,2026-07-16,{},
107747,66441,2025-04-01,3090000,10,No disponible,3090,sr.5449968@viajes.cl,Vitoria,Badajoz,89,3259,309000,NSB (Noruega),2025-04-03,,"{Baño,""Asientos reclinables"",Agua,TV,""Aire acondicionado"",Comida}",
96175,64365,2025-01-02,730000,5,No disponible,730,sr.6552793@viajes.cl,Arrecife,Almería,49,1587,146000,Air France,2025-03-05,2025-03-06,{},
136783,57903,2025-03-09,987000,7,No disponible,987,sr.7155697@viajes.cl,Alcorcón,Murcia,31,857,141000,,2025-05-11,2025-05-11,"{Calefacción,""Asientos reclinables"",Wifi}",
127594,65331,2025-02-03,2190000,10,No disponible,2190,sr.7819604@viajes.cl,Jerez de la Frontera,Tarrasa,73,3474,219000,DSB (Dinamarca),2026-07-17,2026-07-19,"{""Aire acondicionado"",TV,Comida,Wifi,Baño,Agua}",
147560,,,,,Disponible,0,sr.8238424@viajes.cl,Burgos,Santa Coloma de Gramanet,29,907,135000,Alaska Airlines,2025-11-05,,{},
123541,57404,2025-05-01,1025000,5,No disponible,1025,sr.9584607@viajes.cl,Arrecife,Sabadell,66,2847,205000,ŽFBH (Bosnia y Herzegovina),2025-05-14,2025-05-15,"{TV,Wifi,Baño,Comida,Agua}",
134314,60127,2025-01-11,600000,6,No disponible,600,sra.206109@viajes.cl,Benalmádena,Jaén,82,1900,100000,Air New Zealand,2025-01-24,2025-01-25,{},
88606,59186,2025-03-05,2190000,10,No disponible,2190,sra.3003957@viajes.cl,Lorca,Getafe,69,2469,219000,DSB (Dinamarca),2025-09-02,2025-09-03,"{Comida,""Aire acondicionado"",TV,Agua,Calefacción}",
93155,65532,2025-03-25,942000,3,No disponible,942,sra.3036357@viajes.cl,Motril,Cáceres,37,3092,314000,Nederlandse Sp,2025-07-04,2025-07-06,"{Comida,Agua,Wifi,Baño,TV,""Aire acondicionado""}",
99189,55842,2025-01-25,1368000,8,No disponible,1368,sra.4101767@viajes.cl,Barcelona,Valencia,48,4138,171000,RZD (Rusia),2025-05-08,2025-05-10,"{""Aire acondicionado"",""Asientos reclinables"",Comida,Agua,Baño,Wifi,TV}",
106545,64757,2025-03-09,1337000,7,No disponible,1337,sra.5975480@viajes.cl,Lérida,Motril,90,2515,191000,Qatar Airways,2026-01-24,2026-01-25,{},
113348,64640,2025-01-06,595000,7,No disponible,595,sra.6306248@viajes.cl,Ciudad Real,Estepona,13,1345,85000,RZD (Rusia),2025-01-29,2025-01-29,"{Baño,Agua,""Aire acondicionado""}",
84326,57265,2025-02-14,444000,3,No disponible,444,sra.7988218@viajes.cl,Vigo,Las Palmas de Gran Canaria,37,861,148000,Ethiopian Airlines,2025-09-11,2025-09-11,{},
96802,60032,2025-01-27,1494000,9,No disponible,1494,srcotepe595@viajes.cl,Puertollano,Cerdañola del Vallés,82,452,166000,SNCB (Bélgica),2025-03-08,2025-03-08,{},
108456,61189,2025-05-15,2720000,8,No disponible,2720,srelabor385@viajes.cl,Coslada,Alcobendas,25,3848,340000,Italo,2026-06-04,2026-06-06,"{""Aire acondicionado"",""Asientos reclinables"",Agua,Wifi,Calefacción,Comida,Baño}",
82301,55762,2025-03-07,2268000,9,No disponible,2268,srjepeur438@viajes.cl,Pozuelo de Alarcón,Motril,,3930,252000,Japan Airlines,2026-06-04,2026-06-06,,
139628,60433,2025-03-18,152000,2,No disponible,152,srjoeság861@viajes.cl,Zamora,Bilbao,96,150,76000,,2026-06-10,2026-06-10,{},
122740,58411,2026-05-13,380000,2,No disponible,380,srlusape355@viajes.cl,Chiclana de la Frontera,Viladecans,77,2628,190000,AVE,2026-11-05,2026-11-06,"{""Aire acondicionado"",Agua,Calefacción,Comida,Wifi}",
149282,,,,,Disponible,0,srmarete198@viajes.cl,Reus,San Fernando,59,3071,393000,ZS (Eslovenia),2026-08-07,2026-12-12,"{Comida,""Asientos reclinables"",Calefacción,TV,Wifi,Agua}",
149994,,,,,Disponible,0,srmavime606@viajes.cl,Mérida,Chiclana de la Frontera,55,3258,186000,CP (Portugal),2025-08-04,2025-12-17,"{Baño,Wifi,""Aire acondicionado"",Calefacción,Agua,TV}",
