correo_usuario,reserva_id,tipo_seguro,valor_seguro,clausula,empresa_seguro
Franciscosantiago432@outluc.com,79475,Seguro de Interrupción del Viaje,45000,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",MAPFRE Compañía de Seguros Generales de Chile S.A.
rasose625@viajesanma.com,79478,Seguro de Asistencia Médica,7000,,MetLife Chile Seguros de Vida S.A.
,79484,,,,
Ángelamatías661@outluc.com,,,,,
Ángelamatías661@outluc.com,79493,,,,
Ángelamatías661@outluc.com,79494,,,,
Ángelamatías661@outluc.com,79496,Seguro de Interrupción del Viaje,99000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",HDI Seguros S.A.
joemhave226@marmol.com,79501,,,,
joemhave226@marmol.com,79503,,,,
joemhave226@marmol.com,79506,,,,
claudia2190479@outluc.com,79511,,,,
,79521,Seguro de Interrupción del Viaje,81000,"Compensación por imprevistos que obliguen a detener el viaje, Reembolso de gastos no utilizados por interrupción del viaje",Confuturo S.A.
esperanza714944@viajesanma.com,79525,Seguro de Asistencia Médica,44000,"Evacuación y repatriación sanitaria, Hospitalización y cirugías de emergencia",HDI Seguros S.A.
esperanza714944@viajesanma.com,79526,Seguro de Asistencia Médica,8000,"Evacuación y repatriación sanitaria, Cobertura de gastos médicos por enfermedad o accidente",Renta Nacional Compañía de Seguros Generales S.A.
esperanza714944@viajesanma.com,79527,,,,
Sr.aragón402@wass.com,79645,,70000,"Gastos legales en caso de demandas civiles, Cobertura de daños a propiedades alquiladas",MetLife Chile Seguros de Vida S.A.
Josécalvillo799@edubus.cal,79546,,,,
Josécalvillo799@edubus.cal,79547,,,,
Josécalvillo799@edubus.cal,79552,Seguro por Demoras en el Viaje,39000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",Vida Cámara S.A.
Josécalvillo799@edubus.cal,79554,,,,
Josécalvillo799@edubus.cal,79558,Seguro de Responsabilidad Civil,53000,"Cobertura de daños a propiedades alquiladas, Cobertura por daños a terceros durante el viaje",
coongu568@marmol.com,79566,Seguro por Demoras en el Viaje,34000,,Confuturo S.A.
gregorio9164122@outluc.com,79582,,,,
gregorio9164122@outluc.com,,,,,
ana570903@edubus.cal,79587,,,,
ana570903@edubus.cal,79589,Seguro por Demoras en el Viaje,60000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Reembolso de gastos adicionales por retrasos en vuelos",Consorcio Nacional de Seguros Vida S.A.
ana570903@edubus.cal,79593,,,,
srsusaza829@tourket.com,,Seguro por Demoras en el Viaje,73000,"Indemnización por pérdida de conexiones debido a retrasos, Reembolso de gastos adicionales por retrasos en vuelos",Seguros Generales Suramericana S.A.
maricarmen5245481@wass.com,79602,,,,
Hernánespino970@edubus.cal,79604,Seguro de Interrupción del Viaje,17000,"Cobertura de costos adicionales por regreso anticipado, Compensación por imprevistos que obliguen a detener el viaje",Consorcio Nacional de Seguros Vida S.A.
diquec564@outluc.com,79607,Seguro de Cancelación de Viaje,76000,"Cobertura de penalidades por cambio de vuelo, Cobertura por cancelaciones debido a desastres naturales o disturbios",
diquec564@outluc.com,79610,,,,
diquec564@outluc.com,79612,Seguro de Responsabilidad Civil,57000,"Cobertura de daños a propiedades alquiladas, Gastos legales en caso de demandas civiles",Consorcio Nacional de Seguros Vida S.A.
claudia8569766@viajesanma.com,79623,,,,
claudia8569766@viajesanma.com,,,,,
adán6921798@wass.com,79633,,,,
Mónicavaca417@viajesanma.com,79665,Seguro por Demoras en el Viaje,66000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Reembolso de gastos adicionales por retrasos en vuelos",Seguros Generales Suramericana S.A.
Mónicavaca417@viajesanma.com,,Seguro de Cancelación de Viaje,72000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Cobertura de penalidades por cambio de vuelo",HDI Seguros S.A.
reina2052916@wass.com,79672,,,,
Daniellara690@marmol.com,79679,Seguro de Equipaje y Efectos Personales,,"Indemnización por retraso en la entrega de equipaje, Cobertura por pérdida, robo o daño de equipaje",BICE Vida Compañía de Seguros S.A.
Doroteaalba822@marmol.com,79684,,,,
Sra.mercado634@viajesanma.com,79699,Seguro de Asistencia Médica,,"Hospitalización y cirugías de emergencia, Cobertura de medicamentos recetados",MetLife Chile Seguros de Vida S.A.
Sra.mercado634@viajesanma.com,79700,Seguro de Responsabilidad Civil,91000,"Cobertura de daños a propiedades alquiladas, Gastos legales en caso de demandas civiles",MetLife Chile Seguros de Vida S.A.
reyába475@edubus.cal,,,,,
Yolandatafoya606@marmol.com,79710,,,,
srtobeal705@outluc.com,,Seguro de Equipaje y Efectos Personales,19000,"Asistencia para reemplazo de documentos de viaje perdidos, Indemnización por retraso en la entrega de equipaje",Renta Nacional Compañía de Seguros Generales S.A.
srtobeal705@outluc.com,79719,Seguro de Equipaje y Efectos Personales,81000,"Indemnización por retraso en la entrega de equipaje, Cobertura de artículos electrónicos bajo ciertos límites",Renta Nacional Compañía de Seguros Generales S.A.
Susanaserrato707@outluc.com,79732,,,,
alfama854@outluc.com,79736,,,,
alfama854@outluc.com,,,,,
alfama854@outluc.com,79743,,,,
crdupa218@edubus.cal,79940,,,,
natalia6974153@marmol.com,81569,,,,
gesamo108@wass.com,79756,,54000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Cobertura por cancelaciones debido a desastres naturales o disturbios",MAPFRE Compañía de Seguros Generales de Chile S.A.
,79761,Seguro de Cancelación de Viaje,43000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Cobertura por cancelaciones debido a desastres naturales o disturbios",Liberty Compañía de Seguros Generales S.A.
sta.6560419@marmol.com,79768,,,,
logaab560@edubus.cal,79774,,,,
tivedo237@viajesanma.com,79778,,,,
tivedo237@viajesanma.com,79780,Seguro por Demoras en el Viaje,61000,"Indemnización por pérdida de conexiones debido a retrasos, Reembolso de gastos adicionales por retrasos en vuelos",
pablo8213860@tourket.com,79791,Seguro de Equipaje y Efectos Personales,78000,"Cobertura de artículos electrónicos bajo ciertos límites, Asistencia para reemplazo de documentos de viaje perdidos",Consorcio Nacional de Seguros Vida S.A.
mónica8395890@wass.com,79817,Seguro de Equipaje y Efectos Personales,85000,,Seguros Generales Suramericana S.A.
lola8128314@outluc.com,79794,,,,
lola8128314@outluc.com,79796,,,,
lola8128314@outluc.com,79800,Seguro de Asistencia Médica,90000,,Consorcio Nacional de Seguros Vida S.A.
sta.3263862@edubus.cal,79802,Seguro por Demoras en el Viaje,100000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",Confuturo S.A.
rovaco363@marmol.com,79803,Seguro de Responsabilidad Civil,68000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",BICE Vida Compañía de Seguros S.A.
rovaco363@marmol.com,79805,,,,
rovaco363@marmol.com,79807,,,,
mónica8395890@wass.com,79809,,,,
mónica8395890@wass.com,79811,Seguro de Equipaje y Efectos Personales,77000,"Indemnización por retraso en la entrega de equipaje, Asistencia para reemplazo de documentos de viaje perdidos",Seguros Generales Suramericana S.A.
mónica8395890@wass.com,79815,,,,
Marianocanales677@outluc.com,79822,,,,
Marianocanales677@outluc.com,79827,,,,
mateo9956763@viajesanma.com,79833,Seguro de Interrupción del Viaje,97000,"Cobertura de costos adicionales por regreso anticipado, Reembolso de gastos no utilizados por interrupción del viaje",
Sta.malave268@tourket.com,,Seguro de Equipaje y Efectos Personales,92000,,HDI Seguros S.A.
elcona993@viajesanma.com,79857,Seguro por Demoras en el Viaje,42000,,Confuturo S.A.
lemuvi793@wass.com,79860,,,,
lemuvi793@wass.com,79861,,,,
,79863,Seguro de Interrupción del Viaje,,"Compensación por imprevistos que obliguen a detener el viaje, Cobertura de costos adicionales por regreso anticipado",Renta Nacional Compañía de Seguros Generales S.A.
virginia2661573@tourket.com,79869,,,,
srrabaag468@wass.com,,,40000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",Confuturo S.A.
Ricardorubio496@marmol.com,79875,,,,
,79878,,,,
Vicentegallegos656@outluc.com,79886,Seguro de Asistencia Médica,,"Hospitalización y cirugías de emergencia, Cobertura de gastos médicos por enfermedad o accidente",Liberty Compañía de Seguros Generales S.A.
germán9680306@wass.com,79890,Seguro de Cancelación de Viaje,,"Reembolso por cancelaciones laborales imprevistas, Cobertura de penalidades por cambio de vuelo",Seguros Generales Suramericana S.A.
germán9680306@wass.com,79895,,,,
lola9204912@edubus.cal,79905,Seguro de Equipaje y Efectos Personales,85000,"Cobertura por pérdida, robo o daño de equipaje, Asistencia para reemplazo de documentos de viaje perdidos",Seguros Generales Suramericana S.A.
andeor532@edubus.cal,79916,,,,
andeor532@edubus.cal,79917,,,,
andeor532@edubus.cal,79918,,,,
andeor532@edubus.cal,79919,,32000,"Cobertura de artículos electrónicos bajo ciertos límites, Cobertura por pérdida, robo o daño de equipaje",MetLife Chile Seguros de Vida S.A.
edhina669@viajesanma.com,79920,,,,
crdupa218@edubus.cal,79941,Seguro de Cancelación de Viaje,25000,"Reembolso por cancelaciones laborales imprevistas, Cobertura de penalidades por cambio de vuelo",Vida Cámara S.A.
crdupa218@edubus.cal,79943,,,,
crdupa218@edubus.cal,,,,,
crdupa218@edubus.cal,79948,,,,
anarcó939@tourket.com,79953,,,,
Sra.quezada158@viajesanma.com,79965,,,,
Sra.quezada158@viajesanma.com,79972,Seguro de Cancelación de Viaje,37000,"Reembolso por cancelaciones laborales imprevistas, Cobertura por cancelaciones debido a desastres naturales o disturbios",Vida Cámara S.A.
claudia3931278@outluc.com,79976,,,,
claudia3931278@outluc.com,79978,,62000,"Cobertura por pérdida, robo o daño de equipaje, Asistencia para reemplazo de documentos de viaje perdidos",BICE Vida Compañía de Seguros S.A.
gamova391@wass.com,79979,,,,
,,Seguro de Equipaje y Efectos Personales,65000,"Asistencia para reemplazo de documentos de viaje perdidos, Indemnización por retraso en la entrega de equipaje",Consorcio Nacional de Seguros Vida S.A.
,79995,Seguro de Equipaje y Efectos Personales,9000,"Cobertura de artículos electrónicos bajo ciertos límites, Indemnización por retraso en la entrega de equipaje",Renta Nacional Compañía de Seguros Generales S.A.
Marianocanales677@outluc.com,80008,,,,
srcoquto425@marmol.com,80011,,,,
srcoquto425@marmol.com,80012,,,,
mercedes414953@viajesanma.com,80016,,,,
,80045,,,,
peloan719@tourket.com,,,,,
Salvadorpalacios290@viajesanma.com,80023,Seguro de Responsabilidad Civil,42000,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",MetLife Chile Seguros de Vida S.A.
Salvadorpalacios290@viajesanma.com,80024,,,,
Salvadorpalacios290@viajesanma.com,80025,Seguro de Interrupción del Viaje,38000,"Compensación por imprevistos que obliguen a detener el viaje, Reembolso de gastos no utilizados por interrupción del viaje",MetLife Chile Seguros de Vida S.A.
,80032,Seguro de Responsabilidad Civil,18000,"Gastos legales en caso de demandas civiles, Cobertura de daños a propiedades alquiladas",MAPFRE Compañía de Seguros Generales de Chile S.A.
gregorio8360443@wass.com,80042,,,,
Luzsaldivar807@wass.com,80050,,,,
Luzsaldivar807@wass.com,80051,,,,
Luzsaldivar807@wass.com,80052,,,,
Germánpelayo635@outluc.com,,,,,
Germánpelayo635@outluc.com,,,,,
heosto940@tourket.com,,,,,
Hernánviera459@edubus.cal,80074,,,,
Raúlcaraballo974@marmol.com,80083,,6000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",Confuturo S.A.
antonio2796235@tourket.com,80089,Seguro de Asistencia Médica,81000,"Hospitalización y cirugías de emergencia, Cobertura de medicamentos recetados",Liberty Compañía de Seguros Generales S.A.
antonio2796235@tourket.com,80091,,,,
antonio2796235@tourket.com,80095,,,,
antonio2796235@tourket.com,80096,,,,
antonio2796235@tourket.com,80097,Seguro de Equipaje y Efectos Personales,76000,"Indemnización por retraso en la entrega de equipaje, Asistencia para reemplazo de documentos de viaje perdidos",HDI Seguros S.A.
sra.531965@viajesanma.com,80102,Seguro por Demoras en el Viaje,7000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",Liberty Compañía de Seguros Generales S.A.
sra.531965@viajesanma.com,80105,,,,
sra.531965@viajesanma.com,80109,,,,
sra.531965@viajesanma.com,80113,,,,
srfeesce671@tourket.com,80119,,,,
elnavi874@viajesanma.com,80380,,,,
,80128,Seguro por Demoras en el Viaje,50000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",Seguros Generales Suramericana S.A.
reina2052916@wass.com,80133,,,,
reina2052916@wass.com,80135,,,,
alorca168@viajesanma.com,80138,,,,
lumidejegr954@edubus.cal,80143,,13000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Cobertura de penalidades por cambio de vuelo",Seguros Generales Suramericana S.A.
cafiol606@tourket.com,80162,,,,
cafiol606@tourket.com,80165,Seguro de Interrupción del Viaje,65000,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",Vida Cámara S.A.
,80181,,,,
Samuelflores464@marmol.com,80183,Seguro de Responsabilidad Civil,,"Cobertura de daños a propiedades alquiladas, Gastos legales en caso de demandas civiles",Renta Nacional Compañía de Seguros Generales S.A.
Sta.marín335@edubus.cal,80192,Seguro de Cancelación de Viaje,32000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Reembolso por cancelaciones laborales imprevistas",Confuturo S.A.
Florenciamenéndez180@marmol.com,80209,,,,
,80215,,,,
,80217,Seguro de Responsabilidad Civil,72000,"Cobertura de daños a propiedades alquiladas, Gastos legales en caso de demandas civiles",BICE Vida Compañía de Seguros S.A.
,,,27000,"Cobertura de gastos médicos por enfermedad o accidente, Cobertura de medicamentos recetados",Liberty Compañía de Seguros Generales S.A.
Sra.mercado634@viajesanma.com,80221,,,,
Sra.mercado634@viajesanma.com,80222,,,,
Sr.rivas330@outluc.com,80249,,,,
sr.3346244@edubus.cal,80252,,,,
sr.3346244@edubus.cal,80254,,,,
sr.3346244@edubus.cal,80259,,,,
sr.3346244@edubus.cal,,Seguro de Interrupción del Viaje,74000,"Compensación por imprevistos que obliguen a detener el viaje, Reembolso de gastos no utilizados por interrupción del viaje",HDI Seguros S.A.
armando8798500@edubus.cal,80266,Seguro de Equipaje y Efectos Personales,39000,"Asistencia para reemplazo de documentos de viaje perdidos, Cobertura de artículos electrónicos bajo ciertos límites",BICE Vida Compañía de Seguros S.A.
víctor2838763@viajesanma.com,80285,Seguro de Responsabilidad Civil,78000,"Cobertura de daños a propiedades alquiladas, Cobertura por daños a terceros durante el viaje",MAPFRE Compañía de Seguros Generales de Chile S.A.
víctor2838763@viajesanma.com,80289,,,,
víctor2838763@viajesanma.com,80291,,,,
víctor2838763@viajesanma.com,,,,,
víctor2838763@viajesanma.com,80295,Seguro de Cancelación de Viaje,81000,"Cobertura de penalidades por cambio de vuelo, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",Seguros Generales Suramericana S.A.
rucaga808@marmol.com,80298,Seguro de Responsabilidad Civil,54000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",MetLife Chile Seguros de Vida S.A.
rucaga808@marmol.com,80300,,80000,,Liberty Compañía de Seguros Generales S.A.
istéco579@outluc.com,80306,,,,
Pablorivero828@marmol.com,80311,Seguro de Interrupción del Viaje,100000,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",MAPFRE Compañía de Seguros Generales de Chile S.A.
Pablorivero828@marmol.com,80312,,,,
diego870315@marmol.com,86267,,,,
jesús6378237@viajesanma.com,86282,,,,
teresa293918@wass.com,80322,Seguro por Demoras en el Viaje,88000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Reembolso de gastos adicionales por retrasos en vuelos",MAPFRE Compañía de Seguros Generales de Chile S.A.
Sta.deleón863@outluc.com,80344,,,,
Sta.deleón863@outluc.com,80348,Seguro de Cancelación de Viaje,76000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Cobertura de penalidades por cambio de vuelo",
Sta.deleón863@outluc.com,80349,,,,
looroq121@edubus.cal,80363,,,,
looroq121@edubus.cal,80364,,,,
gumoyb716@viajesanma.com,80374,Seguro de Asistencia Médica,12000,"Cobertura de gastos médicos por enfermedad o accidente, Cobertura de medicamentos recetados",Seguros Generales Suramericana S.A.
elnavi874@viajesanma.com,80383,,,,
sranmoac645@marmol.com,,Seguro por Demoras en el Viaje,60000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",Confuturo S.A.
sranmoac645@marmol.com,,,,,
sranmoac645@marmol.com,80390,Seguro de Cancelación de Viaje,11000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelaciones laborales imprevistas",Consorcio Nacional de Seguros Vida S.A.
gacaal703@marmol.com,80396,,67000,"Compensación por imprevistos que obliguen a detener el viaje, Cobertura de costos adicionales por regreso anticipado",MAPFRE Compañía de Seguros Generales de Chile S.A.
maapde495@wass.com,80397,,,,
Sr.archuleta598@edubus.cal,80401,Seguro de Interrupción del Viaje,6000,"Compensación por imprevistos que obliguen a detener el viaje, Cobertura de costos adicionales por regreso anticipado",BICE Vida Compañía de Seguros S.A.
Sr.archuleta598@edubus.cal,80402,Seguro de Equipaje y Efectos Personales,60000,"Cobertura de artículos electrónicos bajo ciertos límites, Asistencia para reemplazo de documentos de viaje perdidos",Vida Cámara S.A.
Sr.archuleta598@edubus.cal,80404,,,,
Sr.archuleta598@edubus.cal,80405,Seguro por Demoras en el Viaje,,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",MAPFRE Compañía de Seguros Generales de Chile S.A.
Sr.archuleta598@edubus.cal,80406,,,,
Leticiareyna254@outluc.com,80415,Seguro de Equipaje y Efectos Personales,61000,"Asistencia para reemplazo de documentos de viaje perdidos, Indemnización por retraso en la entrega de equipaje",Confuturo S.A.
francisca4777955@viajesanma.com,,,,,
francisca4777955@viajesanma.com,80429,Seguro de Interrupción del Viaje,,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",Consorcio Nacional de Seguros Vida S.A.
francisca4777955@viajesanma.com,80430,,,,
,80432,Seguro de Interrupción del Viaje,100000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",
francisca4777955@viajesanma.com,80433,Seguro de Responsabilidad Civil,8000,"Cobertura de daños a propiedades alquiladas, Cobertura por daños a terceros durante el viaje",Renta Nacional Compañía de Seguros Generales S.A.
claudio5165940@outluc.com,80434,,,,
claudio5165940@outluc.com,80436,,,,
claudio5165940@outluc.com,80437,Seguro de Responsabilidad Civil,10000,"Cobertura de daños a propiedades alquiladas, Gastos legales en caso de demandas civiles",
claudio5165940@outluc.com,80438,,,,
Guadalupequiñones252@edubus.cal,80450,,,,
Guadalupequiñones252@edubus.cal,80454,,,,
stmaraji901@marmol.com,80461,,,,
Julialeal136@wass.com,80467,Seguro de Interrupción del Viaje,95000,,Seguros Generales Suramericana S.A.
Julialeal136@wass.com,80470,Seguro de Equipaje y Efectos Personales,74000,"Indemnización por retraso en la entrega de equipaje, Asistencia para reemplazo de documentos de viaje perdidos",Vida Cámara S.A.
Julialeal136@wass.com,80471,Seguro de Equipaje y Efectos Personales,93000,"Indemnización por retraso en la entrega de equipaje, Asistencia para reemplazo de documentos de viaje perdidos",Liberty Compañía de Seguros Generales S.A.
Estebancepeda983@outluc.com,80487,,,,
Estebancepeda983@outluc.com,80488,,16000,"Gastos legales en caso de demandas civiles, Cobertura por daños a terceros durante el viaje",Renta Nacional Compañía de Seguros Generales S.A.
Estebancepeda983@outluc.com,80491,,,,
Germánpedroza116@outluc.com,80498,,,,
Germánpedroza116@outluc.com,80502,,,,
Isabeltreviño375@edubus.cal,80508,,,,
Isabeltreviño375@edubus.cal,80509,Seguro de Cancelación de Viaje,46000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Cobertura de penalidades por cambio de vuelo",Liberty Compañía de Seguros Generales S.A.
Isabeltreviño375@edubus.cal,,,,,
marisol5737307@viajesanma.com,80527,,,,
marisol5737307@viajesanma.com,80530,Seguro de Equipaje y Efectos Personales,30000,"Cobertura de artículos electrónicos bajo ciertos límites, Cobertura por pérdida, robo o daño de equipaje",Consorcio Nacional de Seguros Vida S.A.
marisol5737307@viajesanma.com,80531,,,,
sr.1848142@outluc.com,80543,,,,
sr.1848142@outluc.com,80546,,,,
sucoes143@edubus.cal,80548,,,,
elsa2531473@wass.com,,,,,
essaca988@tourket.com,80556,,14000,"Cobertura de costos adicionales por regreso anticipado, Reembolso de gastos no utilizados por interrupción del viaje",MetLife Chile Seguros de Vida S.A.
essaca988@tourket.com,80562,Seguro de Responsabilidad Civil,73000,"Cobertura de daños a propiedades alquiladas, Cobertura por daños a terceros durante el viaje",MAPFRE Compañía de Seguros Generales de Chile S.A.
essaca988@tourket.com,80565,Seguro de Asistencia Médica,60000,"Hospitalización y cirugías de emergencia, Cobertura de gastos médicos por enfermedad o accidente",Renta Nacional Compañía de Seguros Generales S.A.
Horacioserna702@edubus.cal,80567,Seguro de Asistencia Médica,87000,"Evacuación y repatriación sanitaria, Cobertura de medicamentos recetados",Liberty Compañía de Seguros Generales S.A.
Juanahuerta137@marmol.com,80714,,,,
stmaelag688@outluc.com,80717,,,,
,80722,,,,
Horacioserna702@edubus.cal,80568,Seguro de Interrupción del Viaje,29000,"Compensación por imprevistos que obliguen a detener el viaje, Reembolso de gastos no utilizados por interrupción del viaje",MetLife Chile Seguros de Vida S.A.
Horacioserna702@edubus.cal,80569,,96000,,Vida Cámara S.A.
sr.8335809@wass.com,81967,Seguro de Asistencia Médica,80000,"Cobertura de gastos médicos por enfermedad o accidente, Hospitalización y cirugías de emergencia",Consorcio Nacional de Seguros Vida S.A.
,80573,Seguro por Demoras en el Viaje,21000,"Reembolso de gastos adicionales por retrasos en vuelos, Cobertura de alojamiento y alimentación por retrasos prolongados",Consorcio Nacional de Seguros Vida S.A.
emilia6622850@viajesanma.com,80574,Seguro por Demoras en el Viaje,89000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",Seguros Generales Suramericana S.A.
,80579,,,,
alfama854@outluc.com,80583,,,,
sra.653511@viajesanma.com,80584,,,,
eva9441686@viajesanma.com,80585,Seguro de Asistencia Médica,5000,"Evacuación y repatriación sanitaria, Cobertura de medicamentos recetados",Confuturo S.A.
víguma940@marmol.com,80592,,,,
,80601,,,,
daniel8060396@viajesanma.com,80603,Seguro por Demoras en el Viaje,84000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",MetLife Chile Seguros de Vida S.A.
daniel8060396@viajesanma.com,80609,Seguro de Equipaje y Efectos Personales,92000,"Asistencia para reemplazo de documentos de viaje perdidos, Indemnización por retraso en la entrega de equipaje",Confuturo S.A.
enrique8605841@viajesanma.com,80624,,,,
enrique8605841@viajesanma.com,80625,,,,
luorgo179@outluc.com,80630,,,,
luorgo179@outluc.com,80633,,,,
Guillermobueno239@wass.com,,Seguro de Equipaje y Efectos Personales,73000,"Asistencia para reemplazo de documentos de viaje perdidos, Indemnización por retraso en la entrega de equipaje",Seguros Generales Suramericana S.A.
Guillermobueno239@wass.com,80643,,34000,"Reembolso de gastos adicionales por retrasos en vuelos, Cobertura de alojamiento y alimentación por retrasos prolongados",BICE Vida Compañía de Seguros S.A.
,80644,Seguro de Asistencia Médica,77000,"Cobertura de gastos médicos por enfermedad o accidente, Cobertura de medicamentos recetados",
berta7261434@outluc.com,80655,,,,
berta7261434@outluc.com,80662,Seguro de Cancelación de Viaje,7000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",MetLife Chile Seguros de Vida S.A.
berta7261434@outluc.com,80664,Seguro de Equipaje y Efectos Personales,17000,"Cobertura de artículos electrónicos bajo ciertos límites, Asistencia para reemplazo de documentos de viaje perdidos",BICE Vida Compañía de Seguros S.A.
berta7261434@outluc.com,80665,Seguro de Interrupción del Viaje,24000,"Compensación por imprevistos que obliguen a detener el viaje, Reembolso de gastos no utilizados por interrupción del viaje",Liberty Compañía de Seguros Generales S.A.
berta7261434@outluc.com,80668,Seguro de Equipaje y Efectos Personales,73000,"Indemnización por retraso en la entrega de equipaje, Asistencia para reemplazo de documentos de viaje perdidos",
raroal891@viajesanma.com,80675,,,,
heesro210@viajesanma.com,80677,Seguro por Demoras en el Viaje,88000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Reembolso de gastos adicionales por retrasos en vuelos",BICE Vida Compañía de Seguros S.A.
heesro210@viajesanma.com,80679,,,,
heesro210@viajesanma.com,80680,Seguro de Cancelación de Viaje,8000,"Cobertura de penalidades por cambio de vuelo, Reembolso por cancelaciones laborales imprevistas",MetLife Chile Seguros de Vida S.A.
patricia2243343@tourket.com,80686,,,,
patricia2243343@tourket.com,80687,Seguro de Equipaje y Efectos Personales,29000,"Cobertura de artículos electrónicos bajo ciertos límites, Cobertura por pérdida, robo o daño de equipaje",BICE Vida Compañía de Seguros S.A.
germán7896769@wass.com,80692,Seguro de Equipaje y Efectos Personales,37000,"Indemnización por retraso en la entrega de equipaje, Asistencia para reemplazo de documentos de viaje perdidos",HDI Seguros S.A.
germán7896769@wass.com,80693,Seguro de Cancelación de Viaje,10000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Cobertura por cancelaciones debido a desastres naturales o disturbios",Vida Cámara S.A.
germán7896769@wass.com,80694,Seguro de Responsabilidad Civil,98000,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",
Juanahuerta137@marmol.com,80704,Seguro de Responsabilidad Civil,96000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",HDI Seguros S.A.
Juanahuerta137@marmol.com,80709,,,,
Juanahuerta137@marmol.com,80713,,,,
alfredo286275@wass.com,80730,,,,
maigle370@wass.com,80731,,,,
maigle370@wass.com,80733,,,,
maigle370@wass.com,80734,,,,
maigle370@wass.com,,,,,
maigle370@wass.com,80742,Seguro de Responsabilidad Civil,40000,"Gastos legales en caso de demandas civiles, Cobertura de daños a propiedades alquiladas",
maigle370@wass.com,80743,,,,
disoes972@edubus.cal,80747,,,,
disoes972@edubus.cal,80748,Seguro de Asistencia Médica,30000,"Evacuación y repatriación sanitaria, Hospitalización y cirugías de emergencia",Renta Nacional Compañía de Seguros Generales S.A.
disoes972@edubus.cal,80750,Seguro de Cancelación de Viaje,54000,"Reembolso por cancelaciones laborales imprevistas, Cobertura por cancelaciones debido a desastres naturales o disturbios",Seguros Generales Suramericana S.A.
adán8505112@wass.com,80759,Seguro por Demoras en el Viaje,59000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",
sra.1772343@outluc.com,80766,Seguro de Interrupción del Viaje,,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",Confuturo S.A.
sra.1772343@outluc.com,80767,,,,
berta455677@outluc.com,80789,,,,
,80797,Seguro por Demoras en el Viaje,49000,"Reembolso de gastos adicionales por retrasos en vuelos, Cobertura de alojamiento y alimentación por retrasos prolongados",BICE Vida Compañía de Seguros S.A.
Sra.alaniz440@outluc.com,80801,Seguro de Responsabilidad Civil,100000,"Gastos legales en caso de demandas civiles, Cobertura de daños a propiedades alquiladas",Confuturo S.A.
