correo_usuario,reserva_id,estrellas,descripcion
doropi546@tourket.com,140631,,
doropi546@tourket.com,140634,,
alnaag761@marmol.com,140641,,
alnaag761@marmol.com,140642,,Malo
alnaag761@marmol.com,140645,4,Me atendieron bien
Eduardoprado163@viajesanma.com,140651,,
Eduardoprado163@viajesanma.com,140653,,
Eduardoprado163@viajesanma.com,140656,,
Eduardoprado163@viajesanma.com,140657,,
srelsade932@edubus.cal,140661,2,No me convenció del todo
andrea2042333@outluc.com,140666,1,Completamente decepcionado
andrea2042333@outluc.com,140668,,Muy insatisfecho
,140676,,
marcos4781389@outluc.com,140677,3,Aceptable
soquto591@marmol.com,140681,2,Hubo varios problemas
soquto591@marmol.com,140688,3,Aceptable
soquto591@marmol.com,140689,3,"Cumplió con mis expectativas, pero sin destacar"
Bernardomaya294@tourket.com,140698,,Servicio de primera
igcoli910@wass.com,140700,,
Mónicareséndez326@viajesanma.com,140705,,
Mónicareséndez326@viajesanma.com,,,
Mónicareséndez326@viajesanma.com,140709,14,Aceptable
Mónicareséndez326@viajesanma.com,140710,4,Buena experiencia en general
Mónicareséndez326@viajesanma.com,140718,,
espese578@wass.com,140722,,
maría8625975@wass.com,140726,,
Beatrizgracia967@outluc.com,140746,,
secaba790@outluc.com,140761,2,Hubo varios problemas
sra.562193@marmol.com,140766,,Me atendieron bien
susana6211557@outluc.com,140964,,
Sra.covarrubias930@marmol.com,140788,,Servicio de primera
adán6345653@edubus.cal,140793,34,Aceptable
adán6345653@edubus.cal,,,
Elisarascón880@edubus.cal,140801,,
Sr.otero613@viajesanma.com,140808,5,Excelente
Sr.otero613@viajesanma.com,140810,,
Sr.otero613@viajesanma.com,140811,,
Emiliatrujillo257@viajesanma.com,140817,,
stmagaig212@outluc.com,140840,2,Regular
srarchme180@edubus.cal,140854,,
bemean765@wass.com,140856,33,Superó mis expectativas
carlos1365803@edubus.cal,140870,,
carlos1365803@edubus.cal,140871,,
carlos1365803@edubus.cal,140872,4,Buena experiencia en general
carlos1365803@edubus.cal,140873,,
viarga905@outluc.com,140881,,
roares206@tourket.com,140888,1,No vuelvo más
guadalupe5973245@outluc.com,140891,1,
guadalupe5973245@outluc.com,140893,,
guadalupe5973245@outluc.com,140898,,
sra.1772343@outluc.com,140913,4,Buena experiencia en general
sra.1772343@outluc.com,140918,,
Sra.salcido135@marmol.com,140932,5,
Marcelaáguilar314@edubus.cal,140938,3,Servicio regular
romebr232@marmol.com,140942,1,Muy insatisfecho
Susanaperes872@viajesanma.com,140969,1,Muy insatisfecho
Susanaperes872@viajesanma.com,,,
Susanaperes872@viajesanma.com,140974,,
leonor5001233@marmol.com,,65,Buena experiencia en general
srgllulu554@viajesanma.com,140978,,Aceptable
Sr.báez535@outluc.com,140980,47,Superó mis expectativas
Sr.báez535@outluc.com,140981,,
Sr.báez535@outluc.com,140984,,Muy satisfecho
Sr.báez535@outluc.com,140988,3,"Cumplió con mis expectativas, pero sin destacar"
Sr.báez535@outluc.com,140991,,
Sr.báez535@outluc.com,140992,1,Pésimo
Ramirourías648@outluc.com,140993,2,Hubo varios problemas
Ramirourías648@outluc.com,140998,,
susana4024554@marmol.com,141003,4,Me atendieron bien
susana4024554@marmol.com,141006,,
susana4024554@marmol.com,141010,,
macaur888@viajesanma.com,141013,5,Excelente
macaur888@viajesanma.com,141015,4,
macaur888@viajesanma.com,141020,,
Gabrielamontenegro426@wass.com,141030,,Sin duda volveré
,141034,,No lo recomendaría
emilia1000632@tourket.com,141039,4,Me atendieron bien
maabal474@marmol.com,141047,,
maabal474@marmol.com,141048,,
roares206@tourket.com,141050,,
roares206@tourket.com,141053,4,Me atendieron bien
gregorio534814@outluc.com,141055,,Malo
Sra.alcala888@outluc.com,141070,2,Hubo varios problemas
Sra.alcala888@outluc.com,141071,,
Sra.alcala888@outluc.com,141072,,
Sra.alcala888@outluc.com,141074,,
concepción1130375@marmol.com,141078,3,Servicio regular
diego5122419@outluc.com,141091,4,Me atendieron bien
diego5122419@outluc.com,141093,,
diego5122419@outluc.com,,,
roberto8863130@marmol.com,141099,,
,141101,5,Sin duda volveré
sofice903@outluc.com,141104,4,Buena experiencia en general
sofice903@outluc.com,141106,5,Sin duda volveré
gerardo956789@edubus.cal,141108,3,"Cumplió con mis expectativas, pero sin destacar"
gerardo956789@edubus.cal,141111,1,No vuelvo más
gerardo956789@edubus.cal,141114,,
Jerónimozúñiga850@marmol.com,141115,4,Bueno
Catalinarangel296@wass.com,141675,,
Jerónimozúñiga850@marmol.com,141120,,
visace262@viajesanma.com,141126,5,Sin duda volveré
visace262@viajesanma.com,141128,5,Servicio de primera
esrodean849@outluc.com,141140,,
esrodean849@outluc.com,141142,,
ernesto3883537@tourket.com,141145,,
ernesto3883537@tourket.com,141148,,
ernesto3883537@tourket.com,141149,,
barbara7709759@marmol.com,141161,1,Muy insatisfecho
dolores5452500@tourket.com,,13,No vuelvo más
eloisa5952422@outluc.com,141174,5,Servicio de primera
sr.9197608@edubus.cal,141187,,
césar1419783@marmol.com,141199,2,No me convenció del todo
césar1419783@marmol.com,141201,2,No me convenció del todo
jomaceme982@marmol.com,141214,,
jomaceme982@marmol.com,141219,,
,141222,3,Aceptable
Sra.carvajal935@outluc.com,141232,3,"Cumplió con mis expectativas, pero sin destacar"
Josefinapatiño745@outluc.com,141242,,
Josefinapatiño745@outluc.com,141248,,
Josefinapatiño745@outluc.com,141249,,
jacabr338@outluc.com,141256,,
jacabr338@outluc.com,141258,,
jacabr338@outluc.com,141265,,
jacabr338@outluc.com,141267,,
Sr.alonzo115@outluc.com,141293,,
Estelameraz510@edubus.cal,141297,2,No lo recomendaría
anita2549427@outluc.com,141299,3,Servicio regular
anita2549427@outluc.com,141300,5,Sin duda volveré
anita2549427@outluc.com,141301,1,Completamente decepcionado
anita2549427@outluc.com,141308,3,"Cumplió con mis expectativas, pero sin destacar"
anita2549427@outluc.com,141310,,
anita2549427@outluc.com,141312,2,No me convenció del todo
anita2549427@outluc.com,141313,4,Me atendieron bien
anita2549427@outluc.com,141317,1,Completamente decepcionado
aldora948@viajesanma.com,141320,,
aldora948@viajesanma.com,141322,,
maeufihe664@tourket.com,141330,,
maeufihe664@tourket.com,141334,2,No me convenció del todo
maeufihe664@tourket.com,141340,,
miguel4891310@outluc.com,141346,3,Servicio regular
miguel4891310@outluc.com,141347,3,Servicio regular
miguel4891310@outluc.com,141348,,
miguel4891310@outluc.com,141349,,Muy satisfecho
Cristinalaboy646@outluc.com,141355,2,Hubo varios problemas
Cristinalaboy646@outluc.com,141356,3,"Cumplió con mis expectativas, pero sin destacar"
sr.5767805@edubus.cal,141369,,
irene7416564@edubus.cal,141377,,Pésimo
irene7416564@edubus.cal,141379,,
,141380,3,Aceptable
viraal382@outluc.com,141385,2,Hubo varios problemas
lilia8873526@edubus.cal,141388,,
lilia8873526@edubus.cal,141390,2,No me convenció del todo
,141405,,Servicio regular
,141409,,
,141414,1,
Sr.santacruz224@wass.com,141415,,
Sr.santacruz224@wass.com,,1,Malo
coaldo266@viajesanma.com,141419,2,Hubo varios problemas
coaldo266@viajesanma.com,141421,,
Caridadolmos757@wass.com,141426,5,Sin duda volveré
,141427,,
Caridadolmos757@wass.com,141428,2,Hubo varios problemas
Caridadolmos757@wass.com,141432,,
Estebanleiva961@tourket.com,141438,4,"Satisfecho, pero hay detalles por mejorar"
leonor9281645@outluc.com,141460,3,Podría mejorar
maría6585863@tourket.com,141461,4,"Satisfecho, pero hay detalles por mejorar"
maría6585863@tourket.com,141464,,
maría6585863@tourket.com,141465,,
Eloisaaguayo622@outluc.com,141467,,
Eloisaaguayo622@outluc.com,141469,,
sredesal202@marmol.com,141471,,
escapa296@viajesanma.com,141472,1,No vuelvo más
escapa296@viajesanma.com,141473,3,Aceptable
Ricardoalva341@tourket.com,141477,3,"Cumplió con mis expectativas, pero sin destacar"
Ricardoalva341@tourket.com,141484,4,Me atendieron bien
Ricardoalva341@tourket.com,141488,1,Pésimo
Sta.menchaca212@tourket.com,141502,,Servicio de primera
Guadalupegarica470@tourket.com,141506,1,Malo
Guadalupegarica470@tourket.com,141509,,
Guadalupegarica470@tourket.com,141514,,
Dianaregalado290@wass.com,141534,5,Muy satisfecho
salaar544@outluc.com,141541,81,Regular
sta.3807366@outluc.com,,2,No lo recomendaría
sta.3807366@outluc.com,141545,4,"Satisfecho, pero hay detalles por mejorar"
sta.3807366@outluc.com,141546,5,Servicio de primera
sta.3807366@outluc.com,141552,2,
sr.6402269@edubus.cal,141556,,
Soledadvaladez838@edubus.cal,141561,4,Bueno
alleoz221@edubus.cal,141573,2,No me convenció del todo
roques144@tourket.com,141598,5,Muy satisfecho
,,,
maelbeca848@tourket.com,141608,3,"Cumplió con mis expectativas, pero sin destacar"
maelbeca848@tourket.com,141610,,
Sra.cantú510@edubus.cal,141613,4,"Satisfecho, pero hay detalles por mejorar"
Sra.cantú510@edubus.cal,141618,4,Bueno
Sra.cantú510@edubus.cal,141620,1,Completamente decepcionado
Sra.cantú510@edubus.cal,141622,,
Sra.cantú510@edubus.cal,141624,,
Sra.cantú510@edubus.cal,141625,,
Sra.cantú510@edubus.cal,141626,5,Servicio de primera
Santiagoalva235@outluc.com,141631,,
césar9102127@edubus.cal,141663,,
Catalinarangel296@wass.com,141672,50,Servicio regular
Gilbertobeltrán997@marmol.com,141713,,
becoca620@tourket.com,141724,5,Excelente
becoca620@tourket.com,141729,1,Pésimo
becoca620@tourket.com,141730,2,No lo recomendaría
becoca620@tourket.com,141731,,
francisca134854@outluc.com,141743,5,Sin duda volveré
francisca134854@outluc.com,141745,50,Servicio regular
stispogo714@edubus.cal,,,
caridad3160340@edubus.cal,141767,,
caridad3160340@edubus.cal,141769,1,
caridad3160340@edubus.cal,141771,,
marco3070191@viajesanma.com,141774,4,Buena experiencia en general
srvecaca492@wass.com,141782,,
srvecaca492@wass.com,141783,,
srvecaca492@wass.com,141789,48,
flbale180@marmol.com,141794,,
dapuba472@tourket.com,141798,,
dapuba472@tourket.com,141808,5,Superó mis expectativas
Rosaliagallardo304@viajesanma.com,141811,5,Muy satisfecho
Rosaliagallardo304@viajesanma.com,141815,3,Podría mejorar
roares206@tourket.com,141820,4,"Satisfecho, pero hay detalles por mejorar"
roares206@tourket.com,141821,5,Superó mis expectativas
roares206@tourket.com,141822,3,"Cumplió con mis expectativas, pero sin destacar"
roares206@tourket.com,141823,3,Aceptable
Salvadorlara526@edubus.cal,141824,5,Muy satisfecho
Salvadorlara526@edubus.cal,141827,,
Sta.alvarado908@outluc.com,141836,1,Malo
doagne287@edubus.cal,,,
Marianoapodaca861@tourket.com,,3,Servicio regular
,141851,2,Regular
Rociorocha126@marmol.com,141861,2,Hubo varios problemas
emilio4033670@edubus.cal,141869,,
behupo888@wass.com,141874,5,Sin duda volveré
behupo888@wass.com,141875,5,
Tomásvázquez529@marmol.com,141881,4,Buena experiencia en general
jerónimo699133@viajesanma.com,141885,,
jerónimo699133@viajesanma.com,141887,1,Malo
jerónimo699133@viajesanma.com,141889,2,No lo recomendaría
jerónimo699133@viajesanma.com,141890,,
armando8288965@tourket.com,141896,100,Hubo varios problemas
josé5690226@marmol.com,141902,,Regular
,141914,,Excelente
sra.1689413@outluc.com,141923,,
Ignacioulloa769@marmol.com,141927,,Servicio de primera
anmavitr767@outluc.com,141936,,No me convenció del todo
anmavitr767@outluc.com,141937,,
anmavitr767@outluc.com,141938,,
anmavitr767@outluc.com,141940,,
anmavitr767@outluc.com,141941,,
ósrogu582@wass.com,141951,,
ósrogu582@wass.com,141956,,
ósrogu582@wass.com,141957,,Pésimo
jaruca990@tourket.com,141966,,
jaruca990@tourket.com,141967,,
,141972,,
nipavi377@edubus.cal,141974,66,Malo
pebose472@edubus.cal,141987,3,Aceptable
pebose472@edubus.cal,141995,,
,141997,2,Hubo varios problemas
Juanmelgar491@tourket.com,142005,4,Buena experiencia en general
Germánbriseño409@viajesanma.com,142013,,
Germánbriseño409@viajesanma.com,142022,1,No vuelvo más
alicia6908339@edubus.cal,143167,3,Podría mejorar
esjira485@viajesanma.com,142037,5,Superó mis expectativas
sta.3263862@edubus.cal,142045,4,Buena experiencia en general
Reinapizarro800@wass.com,142048,,
Reinapizarro800@wass.com,142056,,
Doroteaalba822@marmol.com,142062,3,Servicio regular
berta7261434@outluc.com,142078,3,
berta7261434@outluc.com,142085,2,No lo recomendaría
srguaral557@wass.com,142095,5,Excelente
istéco579@outluc.com,142102,,Regular
istéco579@outluc.com,142106,4,
ocsaso237@outluc.com,142124,4,Me atendieron bien
ocsaso237@outluc.com,142125,3,Servicio regular
lumibole575@viajesanma.com,142142,1,Pésimo
lumibole575@viajesanma.com,142143,,
lumibole575@viajesanma.com,142144,3,Aceptable
leonor984854@edubus.cal,142149,2,No me convenció del todo
jerónimo9310781@wass.com,142170,,
straonre596@outluc.com,142187,4,"Satisfecho, pero hay detalles por mejorar"
Sr.lovato560@wass.com,142190,,
sta.5382558@marmol.com,142202,,Muy insatisfecho
sta.5382558@marmol.com,142206,3,Podría mejorar
sta.5382558@marmol.com,142209,4,Buena experiencia en general
Anapedraza557@wass.com,142215,2,Regular
cégudí854@wass.com,142230,55,"Cumplió con mis expectativas, pero sin destacar"
,142231,,
Hernánllamas198@edubus.cal,142240,-14,No lo recomendaría
Óscarurbina844@edubus.cal,142259,,Sin duda volveré
Óscarurbina844@edubus.cal,142260,3,Podría mejorar
stcavébo386@wass.com,143171,26,Muy insatisfecho
Ceciliamenchaca876@marmol.com,80933,2,Regular
Miguelortiz381@viajesanma.com,142264,4,
blanca2305189@wass.com,142274,3,Podría mejorar
caapve761@tourket.com,,,
caapve761@tourket.com,142288,,No vuelvo más
sr.1320668@edubus.cal,142294,3,Podría mejorar
sr.1320668@edubus.cal,142295,1,Muy insatisfecho
sr.1320668@edubus.cal,142296,2,Regular
jucahece652@tourket.com,142302,5,Superó mis expectativas
Ricardorodrígez612@edubus.cal,142309,,
Ricardorodrígez612@edubus.cal,142312,5,Servicio de primera
Santiagoabeyta439@marmol.com,142316,4,"Satisfecho, pero hay detalles por mejorar"
srdaatco187@marmol.com,142324,5,Sin duda volveré
,142325,5,Muy satisfecho
srdaatco187@marmol.com,142326,2,No lo recomendaría
Rodrigovillaseñor254@wass.com,142334,4,
victoria3428552@wass.com,142351,,
,142355,2,
victoria3428552@wass.com,142360,,
sr.2870495@wass.com,142367,2,No me convenció del todo
sr.2870495@wass.com,142368,3,"Cumplió con mis expectativas, pero sin destacar"
sr.2870495@wass.com,142369,4,Buena experiencia en general
sr.2870495@wass.com,142375,4,Bueno
sr.2870495@wass.com,142378,1,Muy insatisfecho
graciela1787859@tourket.com,142389,,
adlugu207@marmol.com,142397,3,Aceptable
adlugu207@marmol.com,142403,,Malo
adlugu207@marmol.com,142407,3,Podría mejorar
ana724203@outluc.com,142419,65,Muy insatisfecho
leonor6694280@wass.com,142422,,
leonor6694280@wass.com,142425,,
leonor6694280@wass.com,142428,3,Servicio regular
cristina6625698@marmol.com,142429,,
cristina6625698@marmol.com,142430,4,Buena experiencia en general
anludemi528@outluc.com,142435,4,Me atendieron bien
ramón3924299@wass.com,142442,,
Estebancepeda983@outluc.com,142449,5,Excelente
Estebancepeda983@outluc.com,,,
sra.6947633@tourket.com,142466,,
sra.6947633@tourket.com,142468,3,Podría mejorar
luisa6107945@wass.com,142474,1,Pésimo
luisa6107945@wass.com,142475,1,
emmosa915@wass.com,142487,2,Hubo varios problemas
emmosa915@wass.com,142496,,
emmosa915@wass.com,142497,,
emmosa915@wass.com,142498,,
clara5338646@wass.com,142499,,
Mónicaburgos781@tourket.com,142502,3,Servicio regular
Mónicaburgos781@tourket.com,142504,4,
Mónicaburgos781@tourket.com,142507,,
Mónicaburgos781@tourket.com,142508,1,Malo
Ernestosalazar472@edubus.cal,,,
srmateorág301@tourket.com,142527,,
,142528,4,Bueno
srmateorág301@tourket.com,142529,1,Completamente decepcionado
srmateorág301@tourket.com,142530,,Buena experiencia en general
,142531,4,Me atendieron bien
srmateorág301@tourket.com,142532,,
victoria8736123@marmol.com,142542,,
victoria8736123@marmol.com,142544,,
victoria8736123@marmol.com,142545,91,No me convenció del todo
victoria8736123@marmol.com,142546,,
rovaes978@marmol.com,142559,,
fldeanma640@marmol.com,142650,5,
Ariadnaurrutia681@viajesanma.com,142573,,
Ariadnaurrutia681@viajesanma.com,142575,,
Sra.rodarte620@tourket.com,142576,,
,142580,,
,142582,,
graciela3279826@tourket.com,143381,,
Horaciorivera453@marmol.com,143382,,
srjadere694@edubus.cal,143389,,
ernesto7105634@viajesanma.com,142585,1,No vuelvo más
,142587,,
,142604,5,Superó mis expectativas
salvador3740869@viajesanma.com,142613,,
,142614,3,Aceptable
Óscarrendón475@wass.com,142621,5,Muy satisfecho
,142624,5,Superó mis expectativas
maría521400@edubus.cal,142626,5,Superó mis expectativas
srgllulu554@viajesanma.com,142635,5,Servicio de primera
fldeanma640@marmol.com,142652,,
sra.9119816@marmol.com,142667,34,Aceptable
raúl9292389@wass.com,142670,5,Servicio de primera
josé9740197@viajesanma.com,142680,,
josé9740197@viajesanma.com,142682,1,No vuelvo más
josé9740197@viajesanma.com,142683,,
cristina6625698@marmol.com,142685,2,No lo recomendaría
cristina6625698@marmol.com,142689,,
sta.3073765@marmol.com,142699,4,Bueno
Isabelquintero914@wass.com,,3,Podría mejorar
Isabelquintero914@wass.com,142707,5,Muy satisfecho
Isabelquintero914@wass.com,142709,1,Muy insatisfecho
Sr.oquendo430@viajesanma.com,142710,,
Sr.oquendo430@viajesanma.com,142712,,
Sr.oquendo430@viajesanma.com,142714,4,
Sr.oquendo430@viajesanma.com,142716,4,Me atendieron bien
Carlotagómez998@marmol.com,142717,,
jacrsa996@marmol.com,142723,60,
jacrsa996@marmol.com,142726,4,"Satisfecho, pero hay detalles por mejorar"
jacrsa996@marmol.com,142728,,
jacrsa996@marmol.com,142731,4,Buena experiencia en general
jacrsa996@marmol.com,142733,4,"Satisfecho, pero hay detalles por mejorar"
Claudiacarranza110@marmol.com,142743,1,Pésimo
alfequ786@wass.com,142749,,
armando8288965@tourket.com,142752,5,Excelente
armando8288965@tourket.com,142754,4,
sr.7926462@marmol.com,142758,3,"Cumplió con mis expectativas, pero sin destacar"
sr.7926462@marmol.com,142760,,
emilia6622850@viajesanma.com,142763,,
malumalo112@wass.com,142775,,
malumalo112@wass.com,142776,57,No lo recomendaría
macara960@viajesanma.com,142785,,
macara960@viajesanma.com,142792,,
macara960@viajesanma.com,142794,,Malo
ana3795282@edubus.cal,142798,,
ana3795282@edubus.cal,142799,17,No me convenció del todo
ana3795282@edubus.cal,,,
Sta.delvalle496@tourket.com,142811,3,Aceptable
Sta.delvalle496@tourket.com,142813,3,"Cumplió con mis expectativas, pero sin destacar"
daniela4674958@wass.com,142815,2,No lo recomendaría
cacesa591@viajesanma.com,142822,,
benito1937907@viajesanma.com,142829,,
macoce113@wass.com,142834,,
macoce113@wass.com,142839,,
Sra.villa896@tourket.com,142843,2,Regular
Sra.villa896@tourket.com,142850,2,No lo recomendaría
Sra.villa896@tourket.com,142852,1,Muy insatisfecho
Jesúshurtado122@edubus.cal,142858,3,Servicio regular
Martacenteno679@marmol.com,142860,,"Cumplió con mis expectativas, pero sin destacar"
germán8997308@tourket.com,142864,5,Superó mis expectativas
germán8997308@tourket.com,142867,81,Hubo varios problemas
Teodoroalonso422@edubus.cal,142874,,
Teodoroalonso422@edubus.cal,142877,,
srcaybag230@wass.com,142883,,
srcaybag230@wass.com,142885,,
Lorenzovela157@outluc.com,142893,3,"Cumplió con mis expectativas, pero sin destacar"
Lorenzovela157@outluc.com,142901,,No me convenció del todo
Lorenzovela157@outluc.com,142903,,Bueno
adela6840459@wass.com,142909,35,Aceptable
adela6840459@wass.com,142910,3,Servicio regular
sra.2260743@marmol.com,142926,,
jerónimo8920662@marmol.com,142948,5,Muy satisfecho
claudio3007187@outluc.com,,,
Alejandropatiño867@marmol.com,142966,2,Hubo varios problemas
gerardo5212629@viajesanma.com,142977,,
Vicentecampos794@edubus.cal,142988,2,No me convenció del todo
Franciscosantiago432@outluc.com,142993,,
Franciscosantiago432@outluc.com,,53,Muy insatisfecho
Benjamínávila884@marmol.com,143003,4,"Satisfecho, pero hay detalles por mejorar"
Anavaca790@outluc.com,143008,,
Lolapalomo378@edubus.cal,143018,1,Muy insatisfecho
Lolapalomo378@edubus.cal,143022,,
lourdes7750833@marmol.com,143034,2,No lo recomendaría
lourdes7750833@marmol.com,143042,-59,"Cumplió con mis expectativas, pero sin destacar"
Tomásbenítez482@outluc.com,143046,,
Tomásbenítez482@outluc.com,143052,,
federico6855281@tourket.com,143068,3,"Cumplió con mis expectativas, pero sin destacar"
sr.3587126@outluc.com,143075,,
Jaimecortés541@wass.com,143087,,
joemviri782@viajesanma.com,143091,,
guillermina9251831@edubus.cal,143102,,
Césarlara991@viajesanma.com,143118,4,Buena experiencia en general
Césarlara991@viajesanma.com,143119,4,Bueno
Césarlara991@viajesanma.com,,4,"Satisfecho, pero hay detalles por mejorar"
Césarlara991@viajesanma.com,143126,2,No me convenció del todo
lola8128314@outluc.com,,,Sin duda volveré
Sta.razo193@viajesanma.com,143140,,
Sta.razo193@viajesanma.com,143144,,
Emiliodíaz846@marmol.com,143149,,
Emiliodíaz846@marmol.com,,,
alberto9541654@tourket.com,,,
alberto9541654@tourket.com,143160,,
alicia6908339@edubus.cal,143166,5,Excelente
angotr506@outluc.com,143172,5,Servicio de primera
Sta.vélez884@tourket.com,143178,,
Sta.vélez884@tourket.com,143179,5,Muy satisfecho
Sta.vélez884@tourket.com,143180,,
Sta.vélez884@tourket.com,143183,,
Sta.vélez884@tourket.com,143186,,
Sra.gollum378@edubus.cal,143197,,
anbaal735@marmol.com,143208,3,Aceptable
daniela4674958@wass.com,143219,1,Completamente decepcionado
Sra.alaniz440@outluc.com,143228,,
miguel1675178@marmol.com,143244,44,Sin duda volveré
natalia5271573@marmol.com,143248,,
srdialal366@outluc.com,143251,3,Podría mejorar
Emilioverdugo954@tourket.com,143261,,
Ramónmeza474@tourket.com,143268,,Excelente
maría9541538@tourket.com,143277,,
Martínríos841@marmol.com,143287,,
Josébecerra106@tourket.com,143315,,
Josébecerra106@tourket.com,143321,5,Excelente
srhoguhi542@outluc.com,143325,2,Regular
srhoguhi542@outluc.com,143327,,
jorge8127286@viajesanma.com,,,
diquca103@edubus.cal,143336,,
diquca103@edubus.cal,143337,,
Horaciorivera453@marmol.com,143344,,
benaco350@edubus.cal,143346,,
benaco350@edubus.cal,143348,2,No me convenció del todo
benaco350@edubus.cal,143354,3,Servicio regular
Reinagutiérrez890@marmol.com,143364,,
Reinagutiérrez890@marmol.com,143372,,Pésimo
saderi980@outluc.com,143401,1,Completamente decepcionado
jecaar408@tourket.com,143411,5,Servicio de primera
sr.2196934@outluc.com,143425,,
escaal478@edubus.cal,143434,,Regular
,143436,,
Sr.oquendo430@viajesanma.com,143443,,
,143450,,Buena experiencia en general
marega244@viajesanma.com,143455,3,"Cumplió con mis expectativas, pero sin destacar"
feapzú922@wass.com,143464,1,No vuelvo más
maanvaca164@tourket.com,143474,,
,143476,1,No vuelvo más
sta.607395@viajesanma.com,144080,,
teresa293918@wass.com,143493,,
Anamiranda688@outluc.com,143499,,
,143510,1,Pésimo
victoria2022993@wass.com,143512,2,No me convenció del todo
victoria2022993@wass.com,143514,,
victoria2022993@wass.com,143518,,Bueno
srfearar146@outluc.com,143528,,Servicio regular
srfearar146@outluc.com,143529,,Excelente
Vicentedelgadillo488@edubus.cal,143557,4,Bueno
srfearar146@outluc.com,143532,40,Buena experiencia en general
srfearar146@outluc.com,143537,,
sra.5855316@edubus.cal,143544,1,Muy insatisfecho
sra.5855316@edubus.cal,143545,2,No me convenció del todo
sra.5855316@edubus.cal,143546,4,Me atendieron bien
sra.5855316@edubus.cal,143547,4,Me atendieron bien
sra.5855316@edubus.cal,143548,,Bueno
stjaflco178@viajesanma.com,143552,1,Muy insatisfecho
saurar414@tourket.com,143558,,
saurar414@tourket.com,143561,1,Completamente decepcionado
anita2549427@outluc.com,143571,2,Hubo varios problemas
anita2549427@outluc.com,143572,3,"Cumplió con mis expectativas, pero sin destacar"
malutama814@tourket.com,,,Me atendieron bien
Diegoparedes557@wass.com,143588,,
jomamava986@wass.com,143590,,
gafeor389@outluc.com,,83,Hubo varios problemas
gafeor389@outluc.com,143599,90,Superó mis expectativas
gafeor389@outluc.com,143600,57,Podría mejorar
,143602,3,Servicio regular
diquec564@outluc.com,143604,1,Malo
diquec564@outluc.com,143605,1,Malo
sralpeme481@marmol.com,143623,,
Sr.granado451@tourket.com,143625,,
ocgaco494@edubus.cal,143628,1,No vuelvo más
Luisesquibel403@edubus.cal,143637,2,Regular
Luisesquibel403@edubus.cal,,,
berta1179933@edubus.cal,,,No me convenció del todo
berta1179933@edubus.cal,143658,3,Podría mejorar
,143662,2,No lo recomendaría
maeufihe664@tourket.com,143663,,
maeufihe664@tourket.com,143664,,
roberto8863130@marmol.com,143666,,
roberto8863130@marmol.com,143669,3,Podría mejorar
Sra.alaniz440@outluc.com,143688,26,Servicio regular
Sr.solorio224@marmol.com,143703,,
Franciscoávila759@wass.com,143713,1,Pésimo
Sra.palacios646@marmol.com,,30,Servicio de primera
ravara892@viajesanma.com,143745,,Me atendieron bien
Soledadvaladez838@edubus.cal,143753,,
,143755,1,
Soledadvaladez838@edubus.cal,143757,3,Servicio regular
,143768,,
Benjamínávila884@marmol.com,143769,4,Bueno
Benjamínávila884@marmol.com,143775,,
Raúllozada880@marmol.com,143776,4,"Satisfecho, pero hay detalles por mejorar"
,143787,,Pésimo
armoju440@viajesanma.com,143793,,
mario2445776@viajesanma.com,143799,2,No me convenció del todo
mario2445776@viajesanma.com,143801,,
mario2445776@viajesanma.com,143802,5,Muy satisfecho
mario2445776@viajesanma.com,143805,,
Sta.dueñas911@viajesanma.com,143816,4,Me atendieron bien
Sta.dueñas911@viajesanma.com,143817,2,No lo recomendaría
sta.1487939@wass.com,143821,73,Podría mejorar
sta.1487939@wass.com,143822,3,
daamni852@wass.com,143830,,
ricardo2890327@viajesanma.com,143836,3,Podría mejorar
luvajá632@tourket.com,,,
luvajá632@tourket.com,143841,2,Regular
luvajá632@tourket.com,143842,3,Aceptable
luvajá632@tourket.com,143845,,
luvajá632@tourket.com,,,
Juliaconcepción939@wass.com,143854,,Aceptable
óscezú849@edubus.cal,,,
óscezú849@edubus.cal,143876,,
srjaarja449@marmol.com,143885,45,Servicio regular
raúl1507387@tourket.com,143890,1,No vuelvo más
,143896,1,No vuelvo más
Antoniamurillo361@wass.com,143897,19,
gabriel2636392@edubus.cal,143903,3,Podría mejorar
gabriel2636392@edubus.cal,143905,,
gabriel2636392@edubus.cal,,,
Sr.guajardo991@wass.com,,1,Muy insatisfecho
Sr.guajardo991@wass.com,143912,2,No lo recomendaría
,143922,1,Pésimo
Micaelanavarrete851@viajesanma.com,143950,,
,143925,64,Servicio regular
ana8582626@outluc.com,143928,,
elzaba132@tourket.com,143934,,
srlovial552@outluc.com,143946,,
Sr.solorio224@marmol.com,143956,,
maelmuve231@tourket.com,143981,,
maelmuve231@tourket.com,143984,3,Podría mejorar
gotrce141@marmol.com,,,
gotrce141@marmol.com,143987,1,
gotrce141@marmol.com,143993,1,Malo
Sta.delarosa237@outluc.com,143996,18,Hubo varios problemas
teeses724@marmol.com,144004,3,Servicio regular
sta.6428708@wass.com,144014,3,Servicio regular
,144016,2,Hubo varios problemas
Rodrigoporras672@edubus.cal,144017,2,Hubo varios problemas
Florenciagalindo969@marmol.com,144044,3,"Cumplió con mis expectativas, pero sin destacar"
,144045,18,
Sta.velázquez648@outluc.com,144053,,
lorenzo6282381@marmol.com,144061,,
