id,agenda_id,fecha,monto,cantidad_personas,estado_disponibilidad,puntos_booked,correo_empleado,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,fecha_salida,fecha_llegada,clase,escalas
107213,56249,2025-09-14,1650000,10,No disponible,1650,sta.8501502@viajes.cl,Orihuela,Estepona,43,1497,165000,,2026-07-28,2026-07-29,,{}
145053,,,,,Disponible,0,sta.8775554@viajes.cl,Sanlúcar de Barrameda,San Sebastián,44,2532,87000,Via Bariloche,2026-08-21,,,{}
149126,,,,,Disponible,0,starcalo784@viajes.cl,Las Palmas de Gran Canaria,Gijón,,4052,247000,SJ (Suecia),2025-12-17,2026-06-03,,{}
146424,,,,,Disponible,0,stjetilo156@viajes.cl,Roquetas de Mar,Gecho,42,710,169000,Turbus,2026-02-06,,,
146566,,,,,Disponible,0,stjomuca556@viajes.cl,Torrevieja,Paterna,,1844,115000,,2025-04-05,,,{}
145476,,,,,Disponible,0,stjucéchol772@viajes.cl,Gecho,Rivas-Vaciamadrid,45,2823,190000,Monbus,2025-02-19,,,
105717,56934,2025-08-06,133000,7,No disponible,133,stpiríen858@viajes.cl,Santa Coloma de Gramanet,Molina de Segura,86,354,19000,Singapore Airlines,2026-08-16,2026-08-16,Clase ejecutiva,
146240,,,,,Disponible,0,stracemo760@viajes.cl,,Lorca,45,3812,65000,Primera Plus,2026-04-20,,,{}
109469,59572,2025-05-30,890000,5,No disponible,890,stroraca212@viajes.cl,Oviedo,Cádiz,50,1456,178000,Buses Romani,2025-06-29,2025-06-30,,{}
98599,64276,2025-05-28,328000,2,No disponible,328,stsacemo586@viajes.cl,Roquetas de Mar,Parla,,1532,164000,,2026-01-01,,,{}
149978,,,,,Disponible,0,tiaggi246@viajes.cl,Alcoy,Santa Cruz de Tenerife,95,1644,85000,Italo,2025-09-15,2025-11-22,,{}
108506,60457,2025-03-26,288000,8,No disponible,288,tomás4604467@viajes.cl,Barcelona,Bilbao,23,457,36000,Eurostar,2026-01-01,2026-01-01,,{}
102645,66335,2025-06-05,1020000,10,No disponible,1020,verónica6989524@viajes.cl,Santa Lucía de Tirajana,,45,2418,102000,Primera Plus,2025-09-17,2025-09-18,,{}
148203,,,,,Disponible,0,vicaes693@viajes.cl,San Cristróbal de la Laguna,,44,1109,136000,Air New Zealand,2025-06-01,2025-07-17,,{}
101496,62148,2025-01-04,1134000,7,No disponible,1134,vicente5224724@viajes.cl,Sagunto,Santa Lucía de Tirajana,89,477,162000,ZFBH (Bosnia y Herzegovina),2025-04-04,2025-04-04,,{}
115533,58006,2025-02-28,540000,4,No disponible,540,victoria3315739@viajes.cl,Benalmádena,Molina de Segura,31,2603,135000,,2025-03-11,2025-03-12,,{}
150072,,,,,Disponible,0,virginia9404929@viajes.cl,Benidorm,Estepona,66,3812,334000,CFR (Rumania),2026-10-12,2027-03-19,,{}
125405,57963,2025-01-04,1080000,4,No disponible,1080,vitóan636@viajes.cl,Alcobendas,Castellón de la Plana,11,2886,270000,Nederlandse Sp,2025-01-20,2025-01-22,,{}
115838,56672,2025-04-08,450000,3,No disponible,450,víctor880107@viajes.cl,Sabadell,Calahorra,17,1866,150000,TGV (SNCF),2025-08-12,2025-08-13,,{}
149906,,,,,Disponible,0,Óscarlara210@viajes.cl,Vigo,Fuengirola,5,2525,115000,RZD (Rusia),2026-06-17,2026-09-30,,{}
146284,,,,,Disponible,0,ánalba346@viajes.cl,Santiago de Compostela,Toledo,36,711,177000,Monbus,2026-02-18,,,{}
98753,64663,2025-01-24,1104000,8,No disponible,1104,Adelalugo832@viajes.cl,San Fernando,Torrelavega,49,2784,138000,Omnibus de México,2026-05-05,2026-05-06,,{}
82168,65059,2026-01-13,1180000,10,No disponible,1180,Albertoosorio573@viajes.cl,Inca,Almería,39,1515,118000,Omnibus de México,2026-02-28,2026-03-01,,{}
88333,61922,2025-02-09,290000,2,No disponible,290,Alfonsovanegas280@viajes.cl,Valdemoro,Valladolid,35,3069,145000,Buses Bio Bio,2025-02-21,2025-02-23,,{}
111942,59801,2025-08-13,192000,3,No disponible,192,Amaliagálvez582@viajes.cl,Albacete,Castellón de la Plana,18,1813,64000,Copa Airlines,2026-08-20,2026-08-21,,
146518,,,,,Disponible,0,Anachavarría569@viajes.cl,Barcelona,Alcobendas,30,4098,158000,Buses Ahumada,2026-05-15,,,{}
78862,62038,2026-04-16,315000,5,No disponible,315,Anasaldivar985@viajes.cl,Orihuela,Torremolinos,31,808,63000,Pullman Bus,2026-05-17,2026-05-17,,{}
120578,65042,2025-01-19,441000,3,No disponible,441,Arturoparra110@viajes.cl,Salamanca,Lugo,44,866,147000,Flecha Bus,2026-01-15,2026-01-15,,{}
146800,,,,,Disponible,0,Benjamíncoronado313@viajes.cl,Baracaldo,Santa Coloma de Gramanet,35,2123,94000,Condor Bus,2025-01-20,,,{}
131810,55777,2025-09-30,488000,4,No disponible,488,Benjamínsisneros202@viajes.cl,Palencia,Pamplona,16,2036,122000,ZFBH (Bosnia y Herzegovina),2025-10-04,,,{}
146653,,,,,Disponible,0,Carlacalderón117@viajes.cl,Santa Cruz de Tenerife,Pontevedra,31,1462,117000,Estrella Roja,2025-04-21,,,{}
145527,,,,,Disponible,0,Carolinarosado152@viajes.cl,Valladolid,Mollet del Vallés,31,3840,138000,Avanza,2026-03-08,,,{}
91784,58081,2025-07-04,800000,10,No disponible,800,Claudiabermúdez356@viajes.cl,Badajoz,Mijas,30,3983,80000,Greyhound,2026-09-24,2026-09-26,,{}
82357,61777,2025-05-02,830000,5,No disponible,830,Césarcarranza981@viajes.cl,Viladecans,Badajoz,65,2292,166000,TGV (SNCF),2025-11-29,2025-11-30,,{}
105253,60273,2025-02-24,539000,7,No disponible,539,Danielacamarillo683@viajes.cl,Cáceres,Cáceres,39,1054,77000,Socibus,2025-08-29,2025-08-29,,{}
143695,63911,2025-05-01,1880000,8,No disponible,1880,Danielavillalpando367@viajes.cl,Majadahonda,Cartagena,73,2314,235000,PKP (Polonia),2025-12-12,2025-12-13,,
146320,,,,,Disponible,0,Diegoballesteros437@viajes.cl,Gerona,Salamanca,49,3498,53000,Plusmar,2026-01-23,,,{}
124116,60975,2025-02-03,120000,2,No disponible,120,Doroteabétancourt155@viajes.cl,Mataró,Sagunto,,3095,60000,Turbus,2025-02-08,,,{}
149010,,,,,Disponible,0,Déboralimón727@viajes.cl,,Tarragona,2,3926,415000,HŽ (Croacia),2026-10-08,2027-03-20,,{}
107808,59520,2025-06-30,1026000,9,No disponible,1026,Eduardocarrion243@viajes.cl,,Santa Lucía de Tirajana,37,4136,114000,JetSur,2026-10-14,2026-10-16,,{}
150073,,,,,Disponible,0,Elsanájera336@viajes.cl,Gandía,,70,3908,180000,Renfe,2025-12-08,2026-05-19,,{}
123189,62566,2025-09-08,1088000,8,No disponible,1088,Elsavillalpando941@viajes.cl,Paterna,Ferrol,22,1621,136000,CFR (Rumania),2026-06-24,2026-06-25,,{}
114043,58431,2025-07-01,696000,4,No disponible,696,Ernestosanabria252@viajes.cl,Molina de Segura,Santiago de Compostela,36,2803,174000,Buses Romani,2026-07-02,2026-07-03,,{}
130436,55581,2025-12-13,285000,3,No disponible,285,Estebanelizondo783@viajes.cl,Lérida,Málaga,47,3736,95000,Plusmar,2026-11-18,2026-11-20,,{}
79276,59783,2025-03-09,502000,2,No disponible,502,Estelavelázquez978@viajes.cl,Palma de Mallorca,Baracaldo,,3817,251000,ŽSSK (Eslovaquia),2025-03-15,2025-03-17,,{}
146907,,,,,Disponible,0,Gabrielposada795@viajes.cl,Palencia,Badajoz,50,518,121000,Plusmar,2025-09-30,,,{}
135993,56906,2025-05-11,2232000,6,No disponible,2232,Gilbertoverduzco611@viajes.cl,Vitoria,Ceuta,77,3925,372000,ZSSK (Eslovaquia),2026-08-31,2026-09-02,,{}
128048,61706,2025-01-06,116000,1,No disponible,116,Horaciolucio884@viajes.cl,Irún,Santander,19,2400,116000,KLM,2025-09-20,,,"{Estepona,""Sanlúcar de Barrameda""}"
121599,62374,2025-02-27,445000,5,No disponible,445,Jacobotrejo682@viajes.cl,Toledo,Tarragona,65,215,89000,,2025-03-04,2025-03-04,,{}
148641,,,,,Disponible,0,Javiermateo256@viajes.cl,Alcalá de Henares,,70,3651,451000,Italo,2025-07-25,2025-12-24,,{}
79514,65191,2026-04-09,966000,6,No disponible,966,Jesúsayala953@viajes.cl,Mollet del Vallés,Estepona,10,1747,161000,CD (República Checa),2026-06-06,2026-06-07,,{}
121105,56357,2025-01-31,2410000,10,No disponible,2410,Joaquíndelatorre512@viajes.cl,Cuenta,Gijón,92,2600,241000,AVE,2025-02-17,2025-02-18,,{}
144614,,,,,Disponible,0,Josécastañeda430@viajes.cl,Alcorcón,Pontevedra,31,4134,148000,Primera Plus,2026-05-28,,,{}
143850,65990,2025-01-01,2672000,8,No disponible,2672,Joségallardo746@viajes.cl,Badajoz,Manresa,71,4039,334000,CD (República Checa),2025-01-04,2025-01-06,,{}
137005,56193,2026-01-29,164000,2,No disponible,164,Juanavelasco558@viajes.cl,Benidorm,Ciudad Real,48,2344,82000,ADO,2026-02-03,2026-02-04,,{}
92301,62209,2025-02-04,1990000,10,No disponible,1990,Leticiadelarosa551@viajes.cl,Almería,Mollet del Vallés,77,2012,199000,AVE,2026-01-01,2026-01-02,,{}
145804,,,,,Disponible,0,Leticiagarcía122@viajes.cl,Torrelavega,Majadahonda,39,3645,91000,Turbus,2025-09-11,,,{}
148619,,,,,Disponible,0,Lorenzoechevarría718@viajes.cl,Reus,Valencia,53,999,125000,LATAM Airlines,2026-01-15,2026-02-25,Clase económica,
86456,62134,2025-04-16,178000,2,No disponible,178,Lourdesjimínez985@viajes.cl,Fuengirola,Burgos,36,1192,89000,Primera Plus,2025-06-07,2025-06-07,,{}
99409,56239,2025-09-27,276000,3,No disponible,276,Lucasleiva484@viajes.cl,Orihuela,,18,1519,92000,,2026-06-01,2026-06-02,,{}
140461,61690,2025-05-28,1393000,7,No disponible,1393,Luisvera478@viajes.cl,Arrecife,Leganés,1,344,199000,CD (República Checa),2025-09-02,2025-09-02,,
113027,57148,2025-01-02,910000,10,No disponible,910,Luzlugo949@viajes.cl,La Coruña,,32,1794,91000,JetSur,2025-01-05,2025-01-06,,{}
120378,56677,2025-07-31,392000,2,No disponible,392,Manuelanevárez837@viajes.cl,Lugo,Jerez de la Frontera,43,1582,196000,Crucero del Norte,2026-07-28,2026-07-29,,{}
98567,59430,2025-02-27,435000,5,No disponible,435,Margaritaperalta319@viajes.cl,Torremolinos,Ferrol,30,474,87000,Socibus,2025-12-28,2025-12-28,,{}
82305,64522,2025-07-06,300000,6,No disponible,300,Margaritatéllez726@viajes.cl,Sanlúcar de Barrameda,Castellón de la Plana,45,3177,50000,Buses Romani,2025-09-25,,,
149258,,,,,Disponible,0,Mariluarmenta694@viajes.cl,San Fernando,Torrevieja,,701,112000,Deutsche Bahn (DB),2026-04-15,2026-05-14,,{}
149215,,,,,Disponible,0,Maríachacón705@viajes.cl,Santiago de Compostela,Ponferrada,42,3385,398000,CP (Portugal),2025-06-26,2025-11-14,,{}
144979,,,,,Disponible,0,Maríalucio404@viajes.cl,San Sebastián,Ponferrada,32,3502,86000,Condor Bus,2026-01-20,,,{}
141207,56413,2025-04-19,1305000,9,No disponible,1305,Maríavalladares172@viajes.cl,Huelva,Granollers,47,521,145000,Omnibus de México,2025-08-12,2025-08-12,,{}
104328,62019,2025-06-12,1116000,6,No disponible,1116,Mayteaponte518@viajes.cl,Sanlúcar de Barrameda,Murcia,12,1655,186000,SBB (Suiza),2026-01-01,2026-01-02,,{}
145536,,,,,Disponible,0,Nicoláscardona792@viajes.cl,Talavera de la Reina,Irún,35,1077,196000,JetSur,2026-09-23,,,{}
100981,61090,2025-02-11,1216000,8,No disponible,1216,Pabloleal393@viajes.cl,San Cristróbal de la Laguna,Torrelavega,39,2160,152000,Via Bariloche,2025-07-17,2025-07-18,,{}
90599,61543,2025-05-02,624000,6,No disponible,624,Patriciapatiño439@viajes.cl,Majadahonda,Elche,43,1437,104000,Buses Bio Bio,2026-10-24,2026-10-24,,{}
128214,62236,2025-08-08,276000,1,No disponible,276,Ramirobarajas244@viajes.cl,Guadalajara,Molina de Segura,19,3562,276000,ŽFBH (Bosnia y Herzegovina),2026-03-25,2026-03-27,,{}
146643,,,,,Disponible,0,Rebecapalomo261@viajes.cl,Burgos,Ávila,50,337,41000,Futura,2025-08-21,,,{}
145666,,,,,Disponible,0,Reinaleyva327@viajes.cl,Jerez de la Frontera,Cornellá de Llobregat,33,2063,92000,Plusmar,2025-07-14,,,{}
130107,61049,2025-05-07,56000,1,No disponible,56,Rociomuro732@viajes.cl,Benalmádena,Segovia,91,1039,56000,ŽSSK (Eslovaquia),2026-04-14,2026-04-14,,{}
101838,60492,2025-04-19,512000,4,No disponible,512,Rubénmadera789@viajes.cl,Manresa,Zamora,50,507,128000,BoltBus,2025-12-28,2025-12-28,,{}
112021,65865,2025-03-23,805000,7,No disponible,805,Santiagorivas862@viajes.cl,Ávila,Torremolinos,99,2222,115000,VR (Finlandia),2026-06-29,2026-06-30,,{}
148192,,,,,Disponible,0,Sr.armijo432@viajes.cl,Marbella,Ponferrada,48,3963,415000,Air Canada,2026-06-10,2026-11-22,,{}
148780,,,,,Disponible,0,Sr.barela594@viajes.cl,Santa Cruz de Tenerife,Torrevieja,32,1808,97000,TGV (SNCF),2025-12-14,2026-02-27,,{}
120770,59945,2025-01-04,522000,9,No disponible,522,Sr.bañuelos530@viajes.cl,Lugo,Majadahonda,30,313,58000,Chevallier,2025-06-17,2025-06-17,,{}
149778,,,,,Disponible,0,Sr.castañeda350@viajes.cl,Ferrol,Torremolinos,85,767,56000,SNCB (Bélgica),2026-11-22,2026-12-23,,{}
130855,64418,2025-07-11,1872000,6,No disponible,1872,Sr.delacrúz661@viajes.cl,Alcorcón,Sagunto,63,2937,312000,Italo,2026-02-12,,,{}
104381,65275,2025-04-11,250000,5,No disponible,250,Sr.lira601@viajes.cl,Granollers,Avilés,46,992,50000,Chevallier,2025-04-16,2025-04-16,,{}
88599,65668,2025-10-17,213000,3,No disponible,213,Sr.razo128@viajes.cl,Badajoz,Lugo,43,962,71000,Plusmar,2026-07-03,2026-07-03,,
124747,66415,2025-05-12,222000,2,No disponible,222,Sr.reséndez920@viajes.cl,Alicante,Burgos,30,3615,111000,Plusmar,2025-09-02,2025-09-04,,{}
86908,66601,2025-08-02,438000,6,No disponible,438,Sra.benavídez613@viajes.cl,Alcalá de Guadaira,Toledo,38,1379,73000,Socibus,2026-08-31,2026-08-31,,{}
146159,,,,,Disponible,0,Sra.carreón490@viajes.cl,Irún,Cádiz,46,190,6000,Estrella Roja,2026-08-28,,,{}
105407,60865,2026-08-11,524000,4,No disponible,524,Sra.collado965@viajes.cl,Getafe,Reus,37,3186,131000,Omnibus de México,2026-10-20,2026-10-22,,{}
114899,59843,2025-03-16,350000,7,No disponible,350,Sra.franco636@viajes.cl,Mataró,Gijón,38,1706,50000,Monbus,2026-01-25,2026-01-26,,{}
109927,63596,2025-03-06,408000,4,No disponible,408,Sra.leyva287@viajes.cl,Baracaldo,Gijón,48,3899,102000,Via Bariloche,2025-04-21,2025-04-23,,{}
145241,,,,,Disponible,0,Sra.montaño428@viajes.cl,Cornellá de Llobregat,Alcoy,41,1418,172000,Megabus,2026-05-12,,,{}
141958,66495,2025-01-04,804000,6,No disponible,804,Sra.tafoya600@viajes.cl,Granollers,Lugo,41,3005,134000,El Rápido Internacional,2025-01-25,2025-01-27,,{}
141398,62209,2025-01-07,1212000,6,No disponible,1212,Sra.toledo641@viajes.cl,Getafe,Palencia,95,2165,202000,Thalys,2026-03-15,2026-03-16,,{}
144060,61642,2025-07-16,630000,6,No disponible,630,Sta.jurado990@viajes.cl,Ferrol,Santa Coloma de Gramanet,44,1408,105000,Via Bariloche,2026-05-16,2026-05-16,,{}
146222,,,,,Disponible,0,Sta.lucero377@viajes.cl,Alcoy,Alcalá de Guadaira,41,4223,176000,Omnibus de México,2025-09-24,,,{}
145628,,,,,Disponible,0,Sta.valenzuela184@viajes.cl,Baracaldo,León,47,3036,132000,Megabus,2026-04-12,,,{}
141163,60000,2025-06-22,816000,8,No disponible,816,Sta.verdugo741@viajes.cl,Cerdañola del Vallés,Zamora,32,832,102000,Buses Bio Bio,2025-10-14,2025-10-14,,{}
127376,55759,2025-03-16,384000,4,No disponible,384,Tomásbarrios980@viajes.cl,Torrevieja,Oviedo,13,865,96000,,2025-04-23,2025-04-23,,{}
120028,58471,2025-02-17,1158000,6,No disponible,1158,Virginiahernández425@viajes.cl,Castellón de la Plana,Lugo,47,2678,193000,Buses Romani,2026-01-17,,,{}
136857,55574,2025-01-24,342000,9,No disponible,342,agustín1537237@viajes.cl,Gecho,Benidorm,42,1189,38000,CD (República Checa),2025-05-21,2025-05-21,,{}
81457,64205,2025-07-29,199000,1,No disponible,199,agustín2891970@viajes.cl,Granada,Sanlúcar de Barrameda,72,2358,199000,Renfe,2026-05-14,2026-05-15,,{}
129330,63659,2025-09-12,356000,4,No disponible,356,alberto5174210@viajes.cl,Móstoles,Lérida,50,2180,89000,ETN Turistar,2026-02-11,2026-02-12,,{}
110237,64920,2025-07-31,299000,1,No disponible,299,albuta656@viajes.cl,Torrejón de Ardoz,,7,3051,299000,Thalys,2026-04-08,2026-04-10,,{}
145060,,,,,Disponible,0,alchva980@viajes.cl,Gandía,Collado Villalba,34,1980,126000,Buses Ahumada,2026-01-12,,,{}
126910,65385,2025-08-05,780000,4,No disponible,780,alejandra5335286@viajes.cl,Cerdañola del Vallés,Sanlúcar de Barrameda,36,997,195000,JetSur,2025-11-21,2025-11-21,,{}
148287,,,,,Disponible,0,anlubahe592@viajes.cl,Talavera de la Reina,Cornellá de Llobregat,11,2716,291000,American Airlines,2026-06-02,2026-09-23,,{Sagunto}
132447,63823,2025-03-25,174000,6,No disponible,174,anmabear207@viajes.cl,Inca,Fuengirola,47,265,29000,ETN Turistar,2025-10-01,2025-10-01,,{}
125804,59306,2025-01-26,240000,2,No disponible,240,anmacade780@viajes.cl,Elche,Alicante,31,2229,120000,Chevallier,2025-08-30,2025-08-31,,{}
127949,58089,2026-04-28,1674000,9,No disponible,1674,anorpa297@viajes.cl,Badajoz,Talavera de la Reina,4,2647,186000,ZFBH (Bosnia y Herzegovina),2026-10-05,2026-10-06,,{}
146416,,,,,Disponible,0,anpevé395@viajes.cl,Oviedo,Dos Hermanas,39,3590,135000,Buses Nilahue,2026-09-11,,,{}
133837,58558,2025-01-31,1080000,6,No disponible,1080,antonio9384787@viajes.cl,Chiclana de la Frontera,Mérida,41,676,180000,ETN Turistar,2025-02-09,2025-02-09,,{}
95170,65224,2026-05-21,856000,8,No disponible,856,arsavi194@viajes.cl,Pamplona,Telde,34,3439,107000,,2026-08-26,2026-08-28,,{}
139672,55601,2025-11-09,2919000,7,No disponible,2919,arturo3897713@viajes.cl,San Fernando,Ponferrada,62,4290,417000,NSB (Noruega),2026-02-23,2026-02-25,,{}
103305,62338,2025-10-31,900000,6,No disponible,900,beatriz7735309@viajes.cl,Logroño,Avilés,83,806,150000,United Airlines,2026-11-15,2026-11-15,,{}
148870,,,,,Disponible,0,bemoes831@viajes.cl,Hospitalet de LLobregat,El Puerto de Santa María,21,4070,300000,PKP (Polonia),2025-11-16,2026-05-04,,{}
94484,56705,2025-07-14,672000,7,No disponible,672,bernardo5607682@viajes.cl,Segovia,Almería,31,2280,96000,Turbus,2025-07-27,2025-07-28,,{}
150043,,,,,Disponible,0,blanca9904722@viajes.cl,Torremolinos,,91,251,69000,Deutsche Bahn (DB),2026-09-11,2026-09-21,,{}
131627,62892,2026-04-04,504000,3,No disponible,504,caridad8115247@viajes.cl,Alcobendas,Telde,,2186,168000,NS International,2026-08-23,2026-08-24,,{}
146024,,,,,Disponible,0,carla4325758@viajes.cl,Coslada,,49,1127,62000,Crucero del Norte,2026-07-27,,,{}
146226,,,,,Disponible,0,carolina6344933@viajes.cl,Elda,Gerona,37,1540,133000,Chevallier,2026-06-02,,,{}
143177,62802,2026-02-01,1467000,9,No disponible,1467,cecilia9491795@viajes.cl,Granada,Vitoria,,3732,163000,Avanza,2026-03-18,2026-03-20,,{}
149979,,,,,Disponible,0,clliib153@viajes.cl,Oviedo,Ponferrada,91,999,78000,SBB (Suiza),2025-01-05,2025-02-15,,{}
118455,66480,2025-01-21,170000,1,No disponible,170,clteur278@viajes.cl,Alcoy,Móstoles,62,2979,170000,Iberia,2026-01-24,2026-01-26,,"{Parla,Zamora,Cádiz}"
145355,,,,,Disponible,0,clvaca445@viajes.cl,Palma de Mallorca,Santa Coloma de Gramanet,50,2762,137000,Greyhound,2025-12-24,,,{}
122725,65370,2025-02-27,315000,5,No disponible,315,concepción2822691@viajes.cl,Cartagena,Vitoria,35,995,63000,EME Bus,2025-07-27,,,{}
118867,60771,2025-10-26,1100000,10,No disponible,1100,conchita5857983@viajes.cl,Mataró,Vitoria,69,2531,110000,SJ (Suecia),2026-11-07,2026-11-08,,{}
114443,59946,2025-11-11,154000,2,No disponible,154,crgrza752@viajes.cl,La Coruña,Mérida,33,4282,77000,El Rápido Internacional,2026-05-17,2026-05-19,,{}
132841,60458,2026-05-25,102000,1,No disponible,102,cristobal245607@viajes.cl,Málaga,Santander,30,2111,102000,Futura,2026-09-29,2026-09-30,,{}
147291,,,,,Disponible,0,cristobal7793541@viajes.cl,Avilés,Vitoria,87,1036,85000,Etihad Airways,2025-09-18,2025-10-31,,"{Barcelona,Paterna}"
123031,56635,2025-12-06,564000,3,No disponible,564,crnepa833@viajes.cl,Lorca,Torrevieja,36,1033,188000,Damas,2026-06-06,2026-06-06,,
110151,55959,2025-01-02,1304000,8,No disponible,1304,crorar804@viajes.cl,Castellón de la Plana,Badajoz,,142,163000,SJ (Suecia),2025-08-30,,,{}
140672,58267,2025-02-13,2540000,10,No disponible,2540,crrelo319@viajes.cl,Alcalá de Henares,León,48,3621,254000,SJ (Suecia),2025-03-17,2025-03-19,,{}
138450,57480,2025-01-02,540000,3,No disponible,540,césar273161@viajes.cl,Lérida,Vitoria,32,2534,180000,Monbus,2025-01-07,2025-01-08,,{}
147945,,,,,Disponible,0,dogari515@viajes.cl,Valencia,Badajoz,21,3527,253000,Frontier Airlines,2026-08-30,2027-01-23,,"{Granollers,Torrevieja,Valdemoro,Coslada,Lérida}"
145379,,,,,Disponible,0,dorotea5846964@viajes.cl,Orense,Rivas-Vaciamadrid,36,1710,192000,JetSur,2025-10-27,,,{}
148469,,,,,Disponible,0,dovefe861@viajes.cl,Marbella,Arrecife,,3850,170000,Singapore Airlines,2026-03-03,2026-08-10,,"{""Hospitalet de LLobregat"",Málaga}"
149702,,,,,Disponible,0,elpolo665@viajes.cl,Huelva,San Fernando,47,3516,133000,NS International,2025-01-27,2025-06-22,,{}
109097,64663,2025-12-16,1665000,9,No disponible,1665,elvama419@viajes.cl,Santa Lucía de Tirajana,Rubí,50,1544,185000,Alsa,2026-03-03,2026-03-04,,{}
127514,62536,2025-01-26,745000,5,No disponible,745,emilio7555854@viajes.cl,Zamora,Torrejón de Ardoz,39,4004,149000,El Rápido Internacional,2025-04-21,2025-04-23,,{}
85695,63204,2025-01-30,560000,10,No disponible,560,emilio822282@viajes.cl,El Ejido,Palma de Mallorca,,3555,56000,Plusmar,2025-09-01,2025-09-03,,{}
144974,,,,,Disponible,0,emmaab333@viajes.cl,Mijas,,36,3793,185000,Buses Bio Bio,2026-08-20,,,{}
135284,55750,2025-05-18,870000,10,No disponible,870,emroga149@viajes.cl,San Cristróbal de la Laguna,San Fernando,36,2665,87000,JetSur,2026-01-15,2026-01-16,,{}
118212,57655,2025-07-30,288000,9,No disponible,288,enrique443916@viajes.cl,Alcorcón,Benalmádena,46,123,32000,ETN Turistar,2026-02-18,2026-02-18,,{}
146452,,,,,Disponible,0,ercava760@viajes.cl,Lugo,Badajoz,43,156,6000,Buses Romani,2025-05-12,,,{}
136065,58789,2026-04-25,870000,5,No disponible,870,estela6208869@viajes.cl,Ponferrada,Mollet del Vallés,61,3099,174000,NSB (Noruega),2026-06-26,2026-06-28,,{}
80970,60278,2025-05-27,966000,6,No disponible,966,estela8925147@viajes.cl,San Sebastían de los Reyes,Zamora,48,1708,161000,Chevallier,2025-10-18,2025-10-19,,{}
81359,58778,2025-01-24,621000,3,No disponible,621,ester3317224@viajes.cl,El Ejido,Alicante,78,2198,207000,RZD (Rusia),2025-02-18,2025-02-19,,{}
148288,,,,,Disponible,0,eszeca999@viajes.cl,Lorca,Pamplona,36,517,76000,Etihad Airways,2026-05-08,2026-05-29,,"{Sabadell,""El Puerto de Santa María"",Mérida,Zaragoza,""Molina de Segura""}"
146931,,,,,Disponible,0,eva7265295@viajes.cl,Pozuelo de Alarcón,Gerona,40,1889,160000,Damas,2026-11-18,,,{}
129938,60848,2025-06-10,800000,8,No disponible,800,feacvá813@viajes.cl,San Fernando,Alicante,49,3219,100000,Turbus,2025-11-24,2025-11-26,,{}
124051,58275,2025-08-25,242000,2,No disponible,242,febega119@viajes.cl,San Sebastián,Logroño,32,2018,121000,Futura,2025-10-04,2025-10-05,,{}
103715,65467,2025-01-22,84000,3,No disponible,84,felipe7511543@viajes.cl,Guadalajara,Vigo,13,261,28000,ŽSSK (Eslovaquia),2026-01-05,2026-01-05,,{}
104394,66218,2026-01-18,616000,7,No disponible,616,femova106@viajes.cl,La Coruña,Tarrasa,95,818,88000,HŽ (Croacia),2026-01-26,2026-01-26,,{}
79863,58711,2026-05-25,448000,7,No disponible,448,francisco4411563@viajes.cl,Jaén,San Sebastián,8,1118,64000,,2026-09-26,2026-09-26,,{}
102825,59103,2025-08-17,672000,6,No disponible,672,gabriela6221917@viajes.cl,San Sebastían de los Reyes,Benidorm,78,2583,112000,ŽFBH (Bosnia y Herzegovina),2026-06-01,2026-06-02,,{}
149806,,,,,Disponible,0,gavade851@viajes.cl,Jaén,,66,1180,98000,VR (Finlandia),2025-01-14,2025-03-04,,{}
149356,,,,,Disponible,0,geduor743@viajes.cl,Jerez de la Frontera,Sevilla,,3538,310000,VRZ (Croacia),2025-04-24,2025-09-18,,{}
149881,,,,,Disponible,0,gemeco374@viajes.cl,Collado Villalba,Alcalá de Guadaira,14,1672,60000,SJ (Suecia),2025-06-11,2025-08-19,,{}
90043,65110,2026-06-07,825000,5,No disponible,825,genade978@viajes.cl,Rubí,Chiclana de la Frontera,37,3097,165000,Primera Plus,2026-08-14,2026-08-16,,{}
87058,55532,2025-01-01,366000,2,No disponible,366,gilberto650348@viajes.cl,Logroño,Pontevedra,54,2742,183000,American Airlines,2025-01-02,2025-01-03,,"{Getafe,Alcorcón,Elche}"
101661,59644,2025-03-22,320000,8,No disponible,320,gonzalo1079651@viajes.cl,Logroño,Mollet del Vallés,43,1134,40000,ŽFBH (Bosnia y Herzegovina),2025-05-23,2025-05-23,,{}
94222,60821,2026-02-01,2925000,9,No disponible,2925,grnúca824@viajes.cl,Talavera de la Reina,Baracaldo,28,2929,325000,CD (República Checa),2026-02-27,2026-03-01,,{}
115056,55836,2025-01-06,125000,1,No disponible,125,guadalupe4581165@viajes.cl,San Fernando,Alcorcón,46,3281,125000,Chevallier,2025-03-23,2025-03-25,,{}
149619,,,,,Disponible,0,guesag522@viajes.cl,Gecho,Benidorm,49,1480,187000,SJ (Suecia),2026-06-04,2026-08-04,,{}
107601,66139,2025-04-17,984000,8,No disponible,984,heeslo908@viajes.cl,Gandía,Gerona,44,1802,123000,Turbus,2026-02-07,2026-02-08,,{}
145938,,,,,Disponible,0,heruro602@viajes.cl,Baracaldo,Badalona,44,2974,130000,Futura,2025-11-24,,,{}
